Wavelength (nm)	H05 abs N
230.00	0.47631
230.25	0.46567
230.50	0.45669
230.75	0.44763
231.00	0.43957
231.25	0.43314
231.50	0.42320
231.75	0.41536
232.00	0.40992
232.25	0.40416
232.50	0.39946
232.75	0.39095
233.00	0.38463
233.25	0.37974
233.50	0.37405
233.75	0.36664
234.00	0.36354
234.25	0.35735
234.50	0.35415
234.75	0.34815
235.00	0.34172
235.25	0.33600
235.50	0.32994
235.75	0.32757
236.00	0.32247
236.25	0.31985
236.50	0.31701
236.75	0.31454
237.00	0.31217
237.25	0.30859
237.50	0.30543
237.75	0.30285
238.00	0.29936
238.25	0.29783
238.50	0.29770
238.75	0.29387
239.00	0.29332
239.25	0.29211
239.50	0.29016
239.75	0.28601
240.00	0.28377
240.25	0.28290
240.50	0.28166
240.75	0.28099
241.00	0.27782
241.25	0.27680
241.50	0.27441
241.75	0.27286
242.00	0.27260
242.25	0.27036
242.50	0.26778
242.75	0.26409
243.00	0.26074
243.25	0.25694
243.50	0.25193
243.75	0.24744
244.00	0.24284
244.25	0.23777
244.50	0.23219
244.75	0.22745
245.00	0.22207
245.25	0.21714
245.50	0.21276
245.75	0.20699
246.00	0.20441
246.25	0.20218
246.50	0.19910
246.75	0.19581
247.00	0.19334
247.25	0.19326
247.50	0.19410
247.75	0.19554
248.00	0.19540
248.25	0.19625
248.50	0.19632
248.75	0.19542
249.00	0.19357
249.25	0.18941
249.50	0.18738
249.75	0.18666
250.00	0.18580
250.25	0.18482
250.50	0.18433
250.75	0.18291
251.00	0.18127
251.25	0.18071
251.50	0.17768
251.75	0.17614
252.00	0.17449
252.25	0.17546
252.50	0.17223
252.75	0.17244
253.00	0.17304
253.25	0.17287
253.50	0.17193
253.75	0.17297
254.00	0.17207
254.25	0.17052
254.50	0.16798
254.75	0.16417
255.00	0.16085
255.25	0.15602
255.50	0.14954
255.75	0.14368
256.00	0.13732
256.25	0.13387
256.50	0.12912
256.75	0.12558
257.00	0.12252
257.25	0.11872
257.50	0.11611
257.75	0.11573
258.00	0.11404
258.25	0.11279
258.50	0.11184
258.75	0.11096
259.00	0.11154
259.25	0.11375
259.50	0.11514
259.75	0.12005
260.00	0.12455
260.25	0.12494
260.50	0.12661
260.75	0.12697
261.00	0.12699
261.25	0.12776
261.50	0.12752
261.75	0.12736
262.00	0.12816
262.25	0.12909
262.50	0.12877
262.75	0.13053
263.00	0.13169
263.25	0.13411
263.50	0.13622
263.75	0.13705
264.00	0.13956
264.25	0.14047
264.50	0.14262
264.75	0.14481
265.00	0.14686
265.25	0.14943
265.50	0.15090
265.75	0.15393
266.00	0.15731
266.25	0.15818
266.50	0.16100
266.75	0.16461
267.00	0.16631
267.25	0.16923
267.50	0.17282
267.75	0.17604
268.00	0.17954
268.25	0.18089
268.50	0.18448
268.75	0.18703
269.00	0.19096
269.25	0.19260
269.50	0.19594
269.75	0.19856
270.00	0.20000
270.25	0.20504
270.50	0.20682
270.75	0.21067
271.00	0.21561
271.25	0.21717
271.50	0.22243
271.75	0.22420
272.00	0.22713
272.25	0.23022
272.50	0.23444
272.75	0.23823
273.00	0.24075
273.25	0.24286
273.50	0.24792
273.75	0.24939
274.00	0.25296
274.25	0.25573
274.50	0.25938
274.75	0.26380
275.00	0.26903
275.25	0.27366
275.50	0.27488
275.75	0.28015
276.00	0.28402
276.25	0.28777
276.50	0.29145
276.75	0.29542
277.00	0.29837
277.25	0.30228
277.50	0.30626
277.75	0.30974
278.00	0.31311
278.25	0.31522
278.50	0.31902
278.75	0.32232
279.00	0.32590
279.25	0.32884
279.50	0.33191
279.75	0.33497
280.00	0.33874
280.25	0.34257
280.50	0.34551
280.75	0.34565
281.00	0.34938
281.25	0.35247
281.50	0.35499
281.75	0.35827
282.00	0.36211
282.25	0.36451
282.50	0.36796
282.75	0.37178
283.00	0.37503
283.25	0.37785
283.50	0.37927
283.75	0.38119
284.00	0.38472
284.25	0.38925
284.50	0.39085
284.75	0.39527
285.00	0.40004
285.25	0.40278
285.50	0.40379
285.75	0.40619
286.00	0.41094
286.25	0.41420
286.50	0.41774
286.75	0.42042
287.00	0.42311
287.25	0.42792
287.50	0.43085
287.75	0.43532
288.00	0.43896
288.25	0.44193
288.50	0.44370
288.75	0.44627
289.00	0.44985
289.25	0.45327
289.50	0.45653
289.75	0.46116
290.00	0.46197
290.25	0.46685
290.50	0.47057
290.75	0.47268
291.00	0.47579
291.25	0.48051
291.50	0.47906
291.75	0.48348
292.00	0.48680
292.25	0.48986
292.50	0.49086
292.75	0.49424
293.00	0.49645
293.25	0.50059
293.50	0.50244
293.75	0.50410
294.00	0.50725
294.25	0.50842
294.50	0.51018
294.75	0.51115
295.00	0.51490
295.25	0.51726
295.50	0.51950
295.75	0.52212
296.00	0.52518
296.25	0.52766
296.50	0.52997
296.75	0.53371
297.00	0.53744
297.25	0.54296
297.50	0.54378
297.75	0.54855
298.00	0.54947
298.25	0.55595
298.50	0.56029
298.75	0.56423
299.00	0.56735
299.25	0.57076
299.50	0.57651
299.75	0.58180
300.00	0.58747
300.25	0.58963
300.50	0.59281
300.75	0.60066
301.00	0.60596
301.25	0.61224
301.50	0.62068
301.75	0.62341
302.00	0.63069
302.25	0.63496
302.50	0.64096
302.75	0.64628
303.00	0.65489
303.25	0.66013
303.50	0.66695
303.75	0.67294
304.00	0.67906
304.25	0.68577
304.50	0.68881
304.75	0.69804
305.00	0.70450
305.25	0.71120
305.50	0.71913
305.75	0.72437
306.00	0.73547
306.25	0.73853
306.50	0.74764
306.75	0.75378
307.00	0.75868
307.25	0.76514
307.50	0.77432
307.75	0.78104
308.00	0.78537
308.25	0.79384
308.50	0.80311
308.75	0.80484
309.00	0.81131
309.25	0.82200
309.50	0.82458
309.75	0.82984
310.00	0.80470
310.25	0.82426
310.50	0.82753
310.75	0.83138
311.00	0.83686
311.25	0.83529
311.50	0.84165
311.75	0.85337
312.00	0.84869
312.25	0.86286
312.50	0.86592
312.75	0.86634
313.00	0.87795
313.25	0.88505
313.50	0.88143
313.75	0.89937
314.00	0.89171
314.25	0.89290
314.50	0.90763
314.75	0.90119
315.00	0.90282
315.25	0.91418
315.50	0.91824
315.75	0.92662
316.00	0.92254
316.25	0.92822
316.50	0.93422
316.75	0.94690
317.00	0.93669
317.25	0.93839
317.50	0.95504
317.75	0.94202
318.00	0.94543
318.25	0.95501
318.50	0.97188
318.75	0.96383
319.00	0.96871
319.25	0.96236
319.50	0.96418
319.75	0.96391
320.00	0.96861
320.25	0.98208
320.50	0.97184
320.75	0.96772
321.00	0.97926
321.25	0.97744
321.50	0.98547
321.75	0.98939
322.00	0.97855
322.25	0.98043
322.50	0.97420
322.75	0.99752
323.00	0.98735
323.25	0.98306
323.50	0.98472
323.75	1.0000
324.00	0.98100
324.25	0.98616
324.50	0.97482
324.75	0.98122
325.00	0.97314
325.25	0.97822
325.50	0.97750
325.75	0.97514
326.00	0.96859
326.25	0.96979
326.50	0.96681
326.75	0.95408
327.00	0.95352
327.25	0.94351
327.50	0.94531
327.75	0.94357
328.00	0.93785
328.25	0.93520
328.50	0.92922
328.75	0.92846
329.00	0.92104
329.25	0.91213
329.50	0.91250
329.75	0.90726
330.00	0.89330
330.25	0.88342
330.50	0.87858
330.75	0.86993
331.00	0.86363
331.25	0.85750
331.50	0.84701
331.75	0.84323
332.00	0.83834
332.25	0.83107
332.50	0.82721
332.75	0.80859
333.00	0.80695
333.25	0.80447
333.50	0.80367
333.75	0.78649
334.00	0.77786
334.25	0.77897
334.50	0.77615
334.75	0.76299
335.00	0.76315
335.25	0.75571
335.50	0.74336
335.75	0.74501
336.00	0.72742
336.25	0.72837
336.50	0.71643
336.75	0.71171
337.00	0.70594
337.25	0.70305
337.50	0.69321
337.75	0.68408
338.00	0.68300
338.25	0.67388
338.50	0.65977
338.75	0.65522
339.00	0.64533
339.25	0.64046
339.50	0.63115
339.75	0.62546
340.00	0.62133
340.25	0.61174
340.50	0.60158
340.75	0.59433
341.00	0.58733
341.25	0.57257
341.50	0.56369
