Wavelength (nm)	I11 abs N
200.00	0.21822
201.00	0.21156
202.00	0.20242
203.00	0.18465
204.00	0.17142
205.00	0.15927
206.00	0.14772
207.00	0.13823
208.00	0.12981
209.00	0.12438
210.00	0.11989
211.00	0.11698
212.00	0.11469
213.00	0.11349
214.00	0.11304
215.00	0.11243
216.00	0.11225
217.00	0.11218
218.00	0.11203
219.00	0.11161
220.00	0.11122
221.00	0.11039
222.00	0.10932
223.00	0.10855
224.00	0.10823
225.00	0.10871
226.00	0.11039
227.00	0.11304
228.00	0.11635
229.00	0.12071
230.00	0.12563
231.00	0.13097
232.00	0.13608
233.00	0.14127
234.00	0.14632
235.00	0.15103
236.00	0.15524
237.00	0.15825
238.00	0.15915
239.00	0.15782
240.00	0.15437
241.00	0.14918
242.00	0.14325
243.00	0.13719
244.00	0.13149
245.00	0.12682
246.00	0.12323
247.00	0.12102
248.00	0.12000
249.00	0.12031
250.00	0.12178
251.00	0.12409
252.00	0.12689
253.00	0.13003
254.00	0.13366
255.00	0.13774
256.00	0.14259
257.00	0.14808
258.00	0.15479
259.00	0.16274
260.00	0.17141
261.00	0.18066
262.00	0.19054
263.00	0.20089
264.00	0.21091
265.00	0.22074
266.00	0.23030
267.00	0.23879
268.00	0.24792
269.00	0.25769
270.00	0.26901
271.00	0.28177
272.00	0.29600
273.00	0.31173
274.00	0.32898
275.00	0.34775
276.00	0.36880
277.00	0.39357
278.00	0.42352
279.00	0.45819
280.00	0.49588
281.00	0.53169
282.00	0.55729
283.00	0.56639
284.00	0.55496
285.00	0.52394
286.00	0.47947
287.00	0.42738
288.00	0.37539
289.00	0.32729
290.00	0.28478
291.00	0.24975
292.00	0.22076
293.00	0.19723
294.00	0.17798
295.00	0.16178
296.00	0.14793
297.00	0.13639
298.00	0.12681
299.00	0.11921
300.00	0.11307
301.00	0.10833
302.00	0.10451
303.00	0.10153
304.00	0.099001
305.00	0.097039
306.00	0.095386
307.00	0.094083
308.00	0.093441
309.00	0.092931
310.00	0.092764
311.00	0.092883
312.00	0.093215
313.00	0.093194
314.00	0.092288
315.00	0.090522
316.00	0.087943
317.00	0.084752
318.00	0.080061
319.00	0.075297
320.00	0.070187
321.00	0.064943
322.00	0.060143
323.00	0.055673
324.00	0.051506
325.00	0.048007
326.00	0.045232
327.00	0.042584
328.00	0.040110
329.00	0.038197
330.00	0.036296
331.00	0.034717
332.00	0.033368
333.00	0.031780
334.00	0.030225
335.00	0.028824
336.00	0.027591
337.00	0.026554
338.00	0.025437
339.00	0.024235
340.00	0.023208
341.00	0.022264
342.00	0.021520
343.00	0.020562
344.00	0.019916
345.00	0.019192
346.00	0.018275
347.00	0.017739
348.00	0.017195
349.00	0.016789
350.00	0.016408
351.00	0.015919
352.00	0.015527
353.00	0.015144
354.00	0.014694
355.00	0.014536
356.00	0.014917
357.00	0.015498
358.00	0.016198
359.00	0.016246
360.00	0.015695
361.00	0.015143
362.00	0.015525
363.00	0.015845
364.00	0.015949
365.00	0.015453
366.00	0.015023
367.00	0.014864
368.00	0.014595
369.00	0.014021
370.00	0.013706
371.00	0.013027
372.00	0.012237
373.00	0.011712
374.00	0.011206
375.00	0.010647
376.00	0.010310
377.00	0.010131
378.00	0.0094721
379.00	0.0090233
380.00	0.0092430
381.00	0.0093446
382.00	0.0084244
383.00	0.0082605
384.00	0.0083913
385.00	0.0079718
386.00	0.0080993
387.00	0.0071417
388.00	0.0075949
389.00	0.0077880
390.00	0.0083317
391.00	0.0073984
392.00	0.0069099
393.00	0.0065428
394.00	0.0073680
395.00	0.0071224
396.00	0.0073934
397.00	0.0071395
398.00	0.0067504
399.00	0.0069016
400.00	0.0076578
401.00	0.0075435
402.00	0.0072184
403.00	0.0072725
404.00	0.0074331
405.00	0.0072400
406.00	0.0073404
407.00	0.0085486
408.00	0.0079459
409.00	0.0079580
410.00	0.0084244
411.00	0.0085718
412.00	0.0085001
413.00	0.0083030
414.00	0.0090504
415.00	0.010039
416.00	0.0096139
417.00	0.0096641
418.00	0.010318
419.00	0.010625
420.00	0.010664
421.00	0.010550
422.00	0.010578
423.00	0.011375
424.00	0.012248
425.00	0.012811
426.00	0.012906
427.00	0.012911
428.00	0.012429
429.00	0.013929
430.00	0.013107
431.00	0.014478
432.00	0.015330
433.00	0.015215
434.00	0.015083
435.00	0.015635
436.00	0.015983
437.00	0.016388
438.00	0.016589
439.00	0.016990
440.00	0.017837
441.00	0.017433
442.00	0.018022
443.00	0.019020
444.00	0.018939
445.00	0.019765
446.00	0.020283
447.00	0.020621
448.00	0.021064
449.00	0.021486
450.00	0.021769
451.00	0.022666
452.00	0.023348
453.00	0.023607
454.00	0.024151
455.00	0.024391
456.00	0.025294
457.00	0.025705
458.00	0.025356
459.00	0.026467
460.00	0.027220
461.00	0.027792
462.00	0.028355
463.00	0.027979
464.00	0.027704
465.00	0.028317
466.00	0.029184
467.00	0.029914
468.00	0.029185
469.00	0.029666
470.00	0.029988
471.00	0.029473
472.00	0.029447
473.00	0.028787
474.00	0.029757
475.00	0.030013
476.00	0.029406
477.00	0.029725
478.00	0.029983
479.00	0.029847
480.00	0.029776
481.00	0.029876
482.00	0.030216
483.00	0.030267
484.00	0.029820
485.00	0.030150
486.00	0.027023
487.00	0.034423
488.00	0.034129
489.00	0.032030
490.00	0.031891
491.00	0.032947
492.00	0.032764
493.00	0.033028
494.00	0.034267
495.00	0.035003
496.00	0.035358
497.00	0.036189
498.00	0.036886
499.00	0.037413
500.00	0.038962
501.00	0.040092
502.00	0.040768
503.00	0.041750
504.00	0.043403
505.00	0.044666
506.00	0.046147
507.00	0.047636
508.00	0.049405
509.00	0.051070
510.00	0.052933
511.00	0.054237
512.00	0.056263
513.00	0.058828
514.00	0.060409
515.00	0.062708
516.00	0.065031
517.00	0.066623
518.00	0.068816
519.00	0.072094
520.00	0.074198
521.00	0.076901
522.00	0.079715
523.00	0.082792
524.00	0.085678
525.00	0.089012
526.00	0.092125
527.00	0.096159
528.00	0.099639
529.00	0.10313
530.00	0.10753
531.00	0.11171
532.00	0.11671
533.00	0.12094
534.00	0.12571
535.00	0.13121
536.00	0.13711
537.00	0.14329
538.00	0.14934
539.00	0.15544
540.00	0.16244
541.00	0.16909
542.00	0.17653
543.00	0.18363
544.00	0.19171
545.00	0.19995
546.00	0.20831
547.00	0.21725
548.00	0.22621
549.00	0.23603
550.00	0.24592
551.00	0.25616
552.00	0.26599
553.00	0.27539
554.00	0.28488
555.00	0.29495
