Wavelength (nm)	J19 abs N
524.00	0.32108
525.00	0.32828
526.00	0.33566
527.00	0.34273
528.00	0.34920
529.00	0.35675
530.00	0.36338
531.00	0.37137
532.00	0.37883
533.00	0.38643
534.00	0.39439
535.00	0.40276
536.00	0.41091
537.00	0.41911
538.00	0.42713
539.00	0.43569
540.00	0.44417
541.00	0.45323
542.00	0.46096
543.00	0.46947
544.00	0.47833
545.00	0.48671
546.00	0.49637
547.00	0.50580
548.00	0.51477
549.00	0.52351
550.00	0.53243
551.00	0.54203
552.00	0.55214
553.00	0.56014
554.00	0.57144
555.00	0.58084
556.00	0.59047
557.00	0.60031
558.00	0.61088
559.00	0.62079
560.00	0.63174
561.00	0.64168
562.00	0.65212
563.00	0.66242
564.00	0.67375
565.00	0.68472
566.00	0.69661
567.00	0.70754
568.00	0.71884
569.00	0.73043
570.00	0.74141
571.00	0.75334
572.00	0.76345
573.00	0.77537
574.00	0.78725
575.00	0.79745
576.00	0.80932
577.00	0.82106
578.00	0.83069
579.00	0.84163
580.00	0.85331
581.00	0.86469
582.00	0.87312
583.00	0.88236
584.00	0.89494
585.00	0.90326
586.00	0.91091
587.00	0.92137
588.00	0.92926
589.00	0.93648
590.00	0.94411
591.00	0.95133
592.00	0.95945
593.00	0.96501
594.00	0.96984
595.00	0.97461
596.00	0.97955
597.00	0.98374
598.00	0.98740
599.00	0.99145
600.00	0.99303
601.00	0.99554
602.00	0.99814
603.00	0.99910
604.00	0.99911
605.00	0.99985
606.00	1.0000
607.00	0.99995
608.00	0.99899
609.00	0.99795
610.00	0.99770
611.00	0.99575
612.00	0.99418
613.00	0.99260
614.00	0.99026
615.00	0.98822
616.00	0.98531
617.00	0.98262
618.00	0.97950
619.00	0.97631
620.00	0.97248
621.00	0.96864
622.00	0.96615
623.00	0.96131
624.00	0.95647
625.00	0.95357
626.00	0.94824
627.00	0.94334
628.00	0.93841
629.00	0.93189
630.00	0.92591
631.00	0.92019
632.00	0.91219
633.00	0.90361
634.00	0.89534
635.00	0.88694
636.00	0.87874
637.00	0.87055
638.00	0.86172
639.00	0.85303
640.00	0.84415
641.00	0.83379
642.00	0.82424
643.00	0.80893
644.00	0.79661
645.00	0.78442
646.00	0.77081
647.00	0.75689
648.00	0.74295
649.00	0.72754
650.00	0.71351
651.00	0.69616
652.00	0.68104
653.00	0.66393
654.00	0.64768
655.00	0.62727
656.00	0.61186
657.00	0.60582
658.00	0.58402
659.00	0.56410
660.00	0.54685
661.00	0.52857
662.00	0.51187
663.00	0.49505
664.00	0.47754
665.00	0.46019
666.00	0.44385
667.00	0.42719
668.00	0.41108
669.00	0.39518
670.00	0.37969
671.00	0.36480
672.00	0.34948
673.00	0.33476
674.00	0.32059
675.00	0.30685
676.00	0.29302
677.00	0.28012
678.00	0.26691
679.00	0.25458
680.00	0.24271
681.00	0.23115
682.00	0.21978
683.00	0.20901
684.00	0.19827
685.00	0.18836
686.00	0.17877
687.00	0.16970
688.00	0.16059
689.00	0.15182
690.00	0.14384
691.00	0.13628
692.00	0.12855
693.00	0.12126
694.00	0.11466
695.00	0.10802
696.00	0.10199
697.00	0.096198
698.00	0.090465
699.00	0.085270
700.00	0.080292
701.00	0.075510
702.00	0.070919
703.00	0.066575
704.00	0.062558
705.00	0.058601
706.00	0.055073
707.00	0.051679
708.00	0.048783
709.00	0.045762
710.00	0.043047
711.00	0.040157
712.00	0.037523
713.00	0.035292
714.00	0.032984
715.00	0.031024
716.00	0.029130
717.00	0.027209
718.00	0.025473
719.00	0.024114
720.00	0.022493
721.00	0.020877
722.00	0.019828
723.00	0.018689
724.00	0.017329
725.00	0.016179
726.00	0.015029
727.00	0.014263
728.00	0.013276
729.00	0.012575
730.00	0.011687
731.00	0.010946
732.00	0.010193
733.00	0.0096544
734.00	0.0090468
735.00	0.0084623
736.00	0.0081302
737.00	0.0077082
738.00	0.0070901
739.00	0.0068206
740.00	0.0063179
741.00	0.0058272
742.00	0.0058107
743.00	0.0054523
744.00	0.0047926
745.00	0.0049644
746.00	0.0043381
747.00	0.0043743
748.00	0.0043057
749.00	0.0039468
750.00	0.0037464
751.00	0.0033787
752.00	0.0032129
753.00	0.0031849
754.00	0.0030527
755.00	0.0028798
756.00	0.0025257
757.00	0.0025076
758.00	0.0023600
759.00	0.0020164
760.00	0.0022573
761.00	0.0021113
762.00	0.0018353
763.00	0.0021618
764.00	0.0018638
765.00	0.0018358
766.00	0.0016717
767.00	0.0014768
768.00	0.0016788
769.00	0.0015295
770.00	0.0015411
771.00	0.0015965
772.00	0.0013215
773.00	0.0011909
774.00	0.0011991
775.00	0.0013654
776.00	0.00098451
777.00	0.0011788
778.00	0.0012628
779.00	0.0012908
780.00	0.0012557
781.00	0.0011651
782.00	0.0010745
783.00	0.0010026
784.00	0.0010032
785.00	0.0010372
786.00	0.0010570
787.00	0.0010751
788.00	0.00083358
789.00	0.00069526
790.00	0.00077814
791.00	0.00089176
792.00	0.00081437
793.00	0.00092469
794.00	0.00083577
795.00	0.00095158
796.00	0.00063763
797.00	0.00073149
798.00	0.00064531
799.00	0.00068813
800.00	0.00089395
