Wavelength (nm)	J19 abs N
280.00	0.25768
281.00	0.25466
282.00	0.25201
283.00	0.24944
284.00	0.24713
285.00	0.24451
286.00	0.24239
287.00	0.24030
288.00	0.23850
289.00	0.23702
290.00	0.23571
291.00	0.23472
292.00	0.23446
293.00	0.23467
294.00	0.23537
295.00	0.23679
296.00	0.23882
297.00	0.24154
298.00	0.24487
299.00	0.24877
300.00	0.25320
301.00	0.25808
302.00	0.26335
303.00	0.26892
304.00	0.27447
305.00	0.28017
306.00	0.28602
307.00	0.29207
308.00	0.29785
309.00	0.30340
310.00	0.30868
311.00	0.31375
312.00	0.31831
313.00	0.32270
314.00	0.32630
315.00	0.32984
316.00	0.33290
317.00	0.33530
318.00	0.33729
319.00	0.33905
320.00	0.34045
321.00	0.34085
322.00	0.34110
323.00	0.34065
324.00	0.33980
325.00	0.33850
326.00	0.33667
327.00	0.33443
328.00	0.33172
329.00	0.32848
330.00	0.32458
331.00	0.32067
332.00	0.31616
333.00	0.31151
334.00	0.30685
335.00	0.30198
336.00	0.29725
337.00	0.29223
338.00	0.28676
339.00	0.28176
340.00	0.27632
341.00	0.27085
342.00	0.26519
343.00	0.25948
344.00	0.25288
345.00	0.24611
346.00	0.23879
347.00	0.23125
348.00	0.22334
349.00	0.21482
350.00	0.20612
351.00	0.19725
352.00	0.18818
353.00	0.17923
354.00	0.17071
355.00	0.16232
356.00	0.15429
357.00	0.14737
358.00	0.14084
359.00	0.13448
360.00	0.12867
361.00	0.12342
362.00	0.11864
363.00	0.11417
364.00	0.11052
365.00	0.10736
366.00	0.10456
367.00	0.10209
368.00	0.10002
369.00	0.098368
370.00	0.096576
371.00	0.095724
372.00	0.094744
373.00	0.094289
374.00	0.093546
375.00	0.093039
376.00	0.092608
377.00	0.092430
378.00	0.092250
379.00	0.092368
380.00	0.092192
381.00	0.092183
382.00	0.092241
383.00	0.092256
384.00	0.092635
385.00	0.093046
386.00	0.092917
387.00	0.093439
388.00	0.093580
389.00	0.094018
390.00	0.094190
391.00	0.094258
392.00	0.094657
393.00	0.094946
394.00	0.095623
395.00	0.095610
396.00	0.096110
397.00	0.096086
398.00	0.096477
399.00	0.096545
400.00	0.096955
401.00	0.097012
402.00	0.097305
403.00	0.097748
404.00	0.097564
405.00	0.097511
406.00	0.097350
407.00	0.097685
408.00	0.097922
409.00	0.097494
410.00	0.097755
411.00	0.097186
412.00	0.097443
413.00	0.096986
414.00	0.096528
415.00	0.096257
416.00	0.096070
417.00	0.095591
418.00	0.095202
419.00	0.094851
420.00	0.094373
421.00	0.093690
422.00	0.093048
423.00	0.092587
424.00	0.092041
425.00	0.091320
426.00	0.090968
427.00	0.090364
428.00	0.089740
429.00	0.089436
430.00	0.088674
431.00	0.088216
432.00	0.088314
433.00	0.088051
434.00	0.087290
435.00	0.087242
436.00	0.086764
437.00	0.086428
438.00	0.086585
439.00	0.086465
440.00	0.086560
441.00	0.086546
442.00	0.086569
443.00	0.086774
444.00	0.086827
445.00	0.087266
446.00	0.087721
447.00	0.087751
448.00	0.088124
449.00	0.088688
450.00	0.089072
451.00	0.089907
452.00	0.090691
453.00	0.091388
454.00	0.092166
455.00	0.093134
456.00	0.093887
457.00	0.095038
458.00	0.095782
459.00	0.097303
460.00	0.097941
461.00	0.099651
462.00	0.10061
463.00	0.10236
464.00	0.10360
465.00	0.10493
466.00	0.10655
467.00	0.10841
468.00	0.11044
469.00	0.11197
470.00	0.11404
471.00	0.11557
472.00	0.11774
473.00	0.11982
474.00	0.12247
475.00	0.12432
476.00	0.12629
477.00	0.12874
478.00	0.13173
479.00	0.13430
480.00	0.13712
481.00	0.13990
482.00	0.14253
483.00	0.14563
484.00	0.14901
485.00	0.15325
486.00	0.15399
487.00	0.15725
488.00	0.16085
489.00	0.16431
490.00	0.16771
491.00	0.17094
492.00	0.17466
493.00	0.17799
494.00	0.18122
495.00	0.18480
496.00	0.18822
497.00	0.19183
498.00	0.19538
499.00	0.19916
500.00	0.20277
501.00	0.20623
502.00	0.21049
503.00	0.21418
504.00	0.21826
505.00	0.22212
506.00	0.22631
507.00	0.23039
508.00	0.23510
509.00	0.23939
510.00	0.24371
511.00	0.24845
512.00	0.25286
513.00	0.25766
514.00	0.26266
515.00	0.26856
516.00	0.27369
517.00	0.27899
518.00	0.28438
519.00	0.29007
520.00	0.29599
521.00	0.30203
522.00	0.30895
523.00	0.31517
