Wavelength (nm)	G22 abs N
200.00	0.40001
201.00	0.43980
202.00	0.43180
203.00	0.43406
204.00	0.44144
205.00	0.42987
206.00	0.40538
207.00	0.38729
208.00	0.36421
209.00	0.32697
210.00	0.28505
211.00	0.25348
212.00	0.23560
213.00	0.22804
214.00	0.22879
215.00	0.23584
216.00	0.24796
217.00	0.26556
218.00	0.28819
219.00	0.31533
220.00	0.34818
221.00	0.38608
222.00	0.43140
223.00	0.48344
224.00	0.54322
225.00	0.60709
226.00	0.67228
227.00	0.73649
228.00	0.79950
229.00	0.85901
230.00	0.91570
231.00	0.96199
232.00	0.99370
233.00	1.0000
234.00	0.96837
235.00	0.89274
236.00	0.77647
237.00	0.63992
238.00	0.51236
239.00	0.41375
240.00	0.34344
241.00	0.29667
242.00	0.26651
243.00	0.24670
244.00	0.23354
245.00	0.22530
246.00	0.22034
247.00	0.21729
248.00	0.21647
249.00	0.21523
250.00	0.21259
251.00	0.20988
252.00	0.20733
253.00	0.20515
254.00	0.20406
255.00	0.20110
256.00	0.19642
257.00	0.19209
258.00	0.18754
259.00	0.18235
260.00	0.17791
261.00	0.17229
262.00	0.16506
263.00	0.15851
264.00	0.15242
265.00	0.14734
266.00	0.14343
267.00	0.14019
268.00	0.13875
269.00	0.13779
270.00	0.13837
271.00	0.13970
272.00	0.14158
273.00	0.14428
274.00	0.14686
275.00	0.14949
276.00	0.15229
277.00	0.15545
278.00	0.15915
279.00	0.16427
280.00	0.17065
281.00	0.17787
282.00	0.18661
283.00	0.19584
284.00	0.20463
285.00	0.21183
286.00	0.21644
287.00	0.21784
288.00	0.21684
289.00	0.21480
290.00	0.21269
291.00	0.21203
292.00	0.21310
293.00	0.21602
294.00	0.22090
295.00	0.22751
296.00	0.23417
297.00	0.23883
298.00	0.23778
299.00	0.22950
300.00	0.21405
301.00	0.19387
302.00	0.17207
303.00	0.15121
304.00	0.13387
305.00	0.11974
306.00	0.10874
307.00	0.099841
308.00	0.092744
309.00	0.087139
310.00	0.082477
311.00	0.077838
312.00	0.073718
313.00	0.070017
314.00	0.066234
315.00	0.062380
316.00	0.058707
317.00	0.054919
318.00	0.051204
319.00	0.047503
320.00	0.044342
321.00	0.041032
322.00	0.038429
323.00	0.036096
324.00	0.033970
325.00	0.032203
326.00	0.030685
327.00	0.029394
328.00	0.028164
329.00	0.027466
330.00	0.026872
331.00	0.026023
332.00	0.025384
333.00	0.025045
334.00	0.024780
335.00	0.024280
336.00	0.024019
337.00	0.023747
338.00	0.023418
339.00	0.023323
340.00	0.023176
341.00	0.023036
342.00	0.022771
343.00	0.022633
344.00	0.022593
345.00	0.022386
346.00	0.022413
347.00	0.022433
348.00	0.022383
349.00	0.022354
350.00	0.022472
351.00	0.022624
352.00	0.023028
353.00	0.023211
354.00	0.023456
355.00	0.023857
356.00	0.024236
357.00	0.024661
358.00	0.025316
359.00	0.025882
360.00	0.026203
361.00	0.026961
362.00	0.027851
363.00	0.028563
364.00	0.029553
365.00	0.030343
366.00	0.031242
367.00	0.032454
368.00	0.033370
369.00	0.034653
370.00	0.035430
371.00	0.036480
372.00	0.037612
373.00	0.038804
374.00	0.039963
375.00	0.040831
376.00	0.042305
377.00	0.043394
378.00	0.044922
379.00	0.046088
380.00	0.047303
381.00	0.048616
382.00	0.049648
383.00	0.051002
384.00	0.052189
385.00	0.053511
386.00	0.054471
387.00	0.055938
388.00	0.056822
389.00	0.057864
390.00	0.058866
