Wavelength (nm)	G22 abs N
391.00	0.060201
392.00	0.060986
393.00	0.061905
394.00	0.062794
395.00	0.063461
396.00	0.064487
397.00	0.065023
398.00	0.065310
399.00	0.065854
400.00	0.066629
401.00	0.067003
402.00	0.067157
403.00	0.067339
404.00	0.067909
405.00	0.067998
406.00	0.068139
407.00	0.067650
408.00	0.067497
409.00	0.067429
410.00	0.067041
411.00	0.067093
412.00	0.066511
413.00	0.066075
414.00	0.065547
415.00	0.064741
416.00	0.064030
417.00	0.063006
418.00	0.062091
419.00	0.061093
420.00	0.060366
421.00	0.059396
422.00	0.058367
423.00	0.057538
424.00	0.056289
425.00	0.055445
426.00	0.054091
427.00	0.052510
428.00	0.051381
429.00	0.050393
430.00	0.049124
431.00	0.047721
432.00	0.046591
433.00	0.045037
434.00	0.043764
435.00	0.042472
436.00	0.041324
437.00	0.039930
438.00	0.038530
439.00	0.037171
440.00	0.036026
441.00	0.034768
442.00	0.033643
443.00	0.032475
444.00	0.031403
445.00	0.030289
446.00	0.029307
447.00	0.028334
448.00	0.027239
449.00	0.026262
450.00	0.024958
451.00	0.024338
452.00	0.023516
453.00	0.022686
454.00	0.021747
455.00	0.020827
456.00	0.019854
457.00	0.018894
458.00	0.018097
459.00	0.017325
460.00	0.016622
461.00	0.015727
462.00	0.015569
463.00	0.014492
464.00	0.013977
465.00	0.013328
466.00	0.012943
467.00	0.012460
468.00	0.011821
469.00	0.011337
470.00	0.011421
471.00	0.010840
472.00	0.010184
473.00	0.010057
474.00	0.0094024
475.00	0.0094328
476.00	0.0091735
477.00	0.0088054
478.00	0.0088676
479.00	0.0086986
480.00	0.0085288
481.00	0.0080377
482.00	0.0079665
483.00	0.0083091
484.00	0.0079308
485.00	0.0075811
486.00	0.0074600
487.00	0.0078667
488.00	0.0075928
489.00	0.0074268
490.00	0.0073259
491.00	0.0069776
492.00	0.0074236
493.00	0.0070666
494.00	0.0070469
495.00	0.0068823
496.00	0.0066306
497.00	0.0066905
498.00	0.0064271
499.00	0.0065072
500.00	0.0060238
501.00	0.0065272
502.00	0.0062172
503.00	0.0061611
504.00	0.0056863
505.00	0.0057734
506.00	0.0058529
507.00	0.0059254
508.00	0.0056438
509.00	0.0059104
510.00	0.0056296
511.00	0.0056190
512.00	0.0059677
513.00	0.0055196
514.00	0.0057890
515.00	0.0053977
516.00	0.0055529
517.00	0.0056454
518.00	0.0051063
519.00	0.0054233
520.00	0.0050900
521.00	0.0051650
522.00	0.0055964
523.00	0.0053456
524.00	0.0047001
525.00	0.0043106
526.00	0.0045017
527.00	0.0045533
528.00	0.0043489
529.00	0.0045170
530.00	0.0042146
531.00	0.0043724
532.00	0.0038723
533.00	0.0037109
534.00	0.0034690
535.00	0.0034217
536.00	0.0034179
537.00	0.0035070
538.00	0.0032185
539.00	0.0028694
540.00	0.0029141
541.00	0.0029995
542.00	0.0031059
543.00	0.0030248
544.00	0.0030358
545.00	0.0026716
546.00	0.0027228
547.00	0.0025570
548.00	0.0025360
549.00	0.0026830
550.00	0.0026175
551.00	0.0023009
552.00	0.0023126
553.00	0.0026019
554.00	0.0025542
555.00	0.0025612
556.00	0.0023608
557.00	0.0022881
558.00	0.0022411
559.00	0.0024913
560.00	0.0022211
561.00	0.0020890
562.00	0.0021482
563.00	0.0020045
564.00	0.0017736
565.00	0.0017435
566.00	0.0020259
567.00	0.0018510
568.00	0.0018334
569.00	0.0015339
570.00	0.0014656
571.00	0.0014492
572.00	0.0013335
573.00	0.0012950
574.00	0.00096191
575.00	0.0010508
576.00	0.00092346
577.00	0.00080857
578.00	0.0010070
579.00	0.00080199
580.00	0.00080449
581.00	0.00074431
582.00	0.00066544
583.00	0.00067578
584.00	0.00068072
585.00	0.00054911
586.00	0.00057518
587.00	0.00062986
588.00	0.00061648
589.00	0.00050806
590.00	0.00064777
591.00	0.00067917
592.00	0.00046613
593.00	0.00044355
594.00	0.00046744
595.00	0.00047140
596.00	0.00071686
597.00	0.00030415
598.00	0.00033546
599.00	0.00042817
600.00	0.00039389
