Wavelength (nm)	A38 abs N
215.00	0.88575
216.00	0.88356
217.00	0.89290
218.00	0.90913
219.00	0.92691
220.00	0.94864
221.00	0.96687
222.00	0.98279
223.00	0.99443
224.00	0.99980
225.00	1.0000
226.00	0.99461
227.00	0.98437
228.00	0.96996
229.00	0.95173
230.00	0.92770
231.00	0.89961
232.00	0.86840
233.00	0.83472
234.00	0.80046
235.00	0.76533
236.00	0.72921
237.00	0.69076
238.00	0.64543
239.00	0.59581
240.00	0.54285
241.00	0.48969
242.00	0.44104
243.00	0.39631
244.00	0.35566
245.00	0.32047
246.00	0.28901
247.00	0.26155
248.00	0.23857
249.00	0.21825
250.00	0.19948
251.00	0.18338
252.00	0.16984
253.00	0.15786
254.00	0.14906
255.00	0.14020
256.00	0.13192
257.00	0.12522
258.00	0.11998
259.00	0.11605
260.00	0.11404
261.00	0.11291
262.00	0.11179
263.00	0.11179
264.00	0.11331
265.00	0.11569
266.00	0.11840
267.00	0.12156
268.00	0.12487
269.00	0.12849
270.00	0.13260
271.00	0.13733
272.00	0.14234
273.00	0.14660
274.00	0.14962
275.00	0.15026
276.00	0.14825
277.00	0.14462
278.00	0.14089
279.00	0.13796
280.00	0.13612
281.00	0.13457
282.00	0.13145
283.00	0.12489
284.00	0.11346
285.00	0.098480
286.00	0.082403
287.00	0.066591
288.00	0.052308
289.00	0.040148
290.00	0.029798
291.00	0.021919
292.00	0.015942
293.00	0.011511
294.00	0.0082086
295.00	0.0058929
296.00	0.0041844
297.00	0.0030671
298.00	0.0023992
299.00	0.0016202
300.00	0.0013538
