Wavelength (nm)	A02 ems
252.00	0.0091706
252.50	0.0054487
253.00	0.0058758
253.50	0.0084994
254.00	0.0056927
254.50	0.0078282
255.00	0.0086214
255.50	0.0070351
256.00	0.0072791
256.50	0.013137
257.00	0.016309
257.50	0.030526
258.00	0.042119
258.50	0.062620
259.00	0.076714
259.50	0.10210
260.00	0.11326
260.50	0.11863
261.00	0.11717
261.50	0.10539
262.00	0.087880
262.50	0.068782
263.00	0.060179
263.50	0.051637
264.00	0.062559
264.50	0.091846
265.00	0.11808
265.50	0.18038
266.00	0.21223
266.50	0.26397
267.00	0.28526
267.50	0.30638
268.00	0.31522
268.50	0.32438
269.00	0.33499
269.50	0.36062
270.00	0.37612
270.50	0.40711
271.00	0.43292
271.50	0.49558
272.00	0.53012
272.50	0.58259
273.00	0.60834
273.50	0.65776
274.00	0.67796
274.50	0.68839
275.00	0.71420
275.50	0.71438
276.00	0.69724
276.50	0.72140
277.00	0.71701
277.50	0.71811
278.00	0.72775
278.50	0.75185
279.00	0.76387
279.50	0.77888
280.00	0.80188
280.50	0.83562
281.00	0.85161
281.50	0.86393
282.00	0.86711
282.50	0.88248
283.00	0.86576
283.50	0.86424
284.00	0.86003
284.50	0.83196
285.00	0.82037
285.50	0.82226
286.00	0.82330
286.50	0.84252
287.00	0.84636
287.50	0.90573
288.00	0.95161
288.50	0.98938
289.00	0.99341
289.50	1.00000
290.00	0.99829
290.50	0.99731
291.00	0.97736
291.50	0.93666
292.00	0.92269
292.50	0.89828
293.00	0.89261
293.50	0.87876
294.00	0.86765
294.50	0.87980
295.00	0.88553
295.50	0.87754
296.00	0.87711
296.50	0.90835
297.00	0.91982
297.50	0.93038
298.00	0.96528
298.50	0.96711
299.00	0.97053
299.50	0.97870
300.00	0.96815
300.50	0.96924
301.00	0.97077
301.50	0.98224
302.00	0.97138
302.50	0.94112
303.00	0.97431
303.50	0.95210
304.00	0.94765
304.50	0.94038
305.00	0.93794
305.50	0.91756
306.00	0.91232
306.50	0.86997
307.00	0.86302
307.50	0.86210
308.00	0.84514
308.50	0.82568
309.00	0.81573
309.50	0.80359
310.00	0.79724
310.50	0.79084
311.00	0.79828
311.50	0.77387
312.00	0.75972
312.50	0.76674
313.00	0.75862
313.50	0.75575
314.00	0.73604
314.50	0.73458
315.00	0.73989
315.50	0.74147
316.00	0.72189
316.50	0.71890
317.00	0.72500
317.50	0.73678
318.00	0.72036
318.50	0.71597
319.00	0.71878
319.50	0.71628
320.00	0.71091
320.50	0.70767
321.00	0.70963
321.50	0.69876
322.00	0.70352
322.50	0.68479
323.00	0.69309
323.50	0.68632
324.00	0.68253
324.50	0.66423
325.00	0.66984
325.50	0.67094
326.00	0.65807
326.50	0.64416
327.00	0.64769
327.50	0.64159
328.00	0.63531
328.50	0.62902
329.00	0.63470
329.50	0.62079
330.00	0.60864
330.50	0.60858
331.00	0.59827
331.50	0.58650
332.00	0.58723
332.50	0.58369
333.00	0.57021
333.50	0.57014
334.00	0.55544
334.50	0.55660
335.00	0.54769
335.50	0.54305
336.00	0.54433
336.50	0.53659
337.00	0.53408
337.50	0.52621
338.00	0.51914
338.50	0.51474
339.00	0.49290
339.50	0.49809
340.00	0.49003
340.50	0.47563
341.00	0.45885
341.50	0.46318
342.00	0.46160
342.50	0.44744
343.00	0.45684
343.50	0.44140
344.00	0.42395
344.50	0.42035
345.00	0.42786
345.50	0.41846
346.00	0.41376
346.50	0.39930
347.00	0.40723
347.50	0.39942
348.00	0.38692
348.50	0.39143
349.00	0.39082
349.50	0.37837
350.00	0.37246
350.50	0.37172
351.00	0.36672
351.50	0.35403
352.00	0.35586
352.50	0.34555
353.00	0.34366
353.50	0.33774
354.00	0.33682
354.50	0.33084
355.00	0.32724
355.50	0.31510
356.00	0.30448
356.50	0.30625
357.00	0.28935
357.50	0.29704
358.00	0.29228
358.50	0.28417
359.00	0.27916
359.50	0.27257
360.00	0.26336
360.50	0.25775
361.00	0.26031
361.50	0.25006
362.00	0.25628
362.50	0.24402
363.00	0.24146
363.50	0.23749
364.00	0.23688
364.50	0.23480
365.00	0.22718
365.50	0.22626
366.00	0.21967
366.50	0.22858
367.00	0.21650
367.50	0.22242
368.00	0.21546
368.50	0.21064
369.00	0.21290
369.50	0.21058
370.00	0.20668
370.50	0.20771
371.00	0.20832
371.50	0.20845
372.00	0.20314
372.50	0.19923
373.00	0.20540
373.50	0.20710
374.00	0.20064
374.50	0.19777
375.00	0.19765
375.50	0.19978
376.00	0.19752
376.50	0.19362
377.00	0.19466
377.50	0.19277
378.00	0.20106
378.50	0.19063
379.00	0.19283
379.50	0.18904
380.00	0.19051
380.50	0.18392
381.00	0.18679
381.50	0.18062
382.00	0.17446
382.50	0.16934
383.00	0.17080
383.50	0.17098
384.00	0.16751
384.50	0.16915
385.00	0.15957
385.50	0.15768
386.00	0.15921
386.50	0.15481
387.00	0.15622
387.50	0.14347
388.00	0.14633
388.50	0.15176
389.00	0.15158
389.50	0.14328
390.00	0.14456
390.50	0.14566
391.00	0.14157
391.50	0.13816
392.00	0.14212
392.50	0.14322
393.00	0.13724
393.50	0.12876
394.00	0.13407
394.50	0.13535
395.00	0.14096
395.50	0.13193
396.00	0.12846
396.50	0.13138
397.00	0.12925
397.50	0.13321
398.00	0.12791
398.50	0.12858
399.00	0.12455
399.50	0.13175
400.00	0.12406
400.50	0.12296
401.00	0.11924
401.50	0.12254
402.00	0.12040
402.50	0.12272
403.00	0.12400
403.50	0.11381
404.00	0.11851
404.50	0.11137
405.00	0.11284
405.50	0.11192
406.00	0.10820
406.50	0.10442
407.00	0.10820
407.50	0.10539
408.00	0.10387
408.50	0.10124
409.00	0.098131
409.50	0.094104
410.00	0.098619
410.50	0.093433
411.00	0.089955
411.50	0.090931
412.00	0.086477
412.50	0.088551
413.00	0.088429
413.50	0.088734
414.00	0.088002
414.50	0.087819
415.00	0.083304
415.50	0.082999
416.00	0.084463
416.50	0.085928
417.00	0.080192
417.50	0.084402
418.00	0.081718
418.50	0.078911
419.00	0.079948
419.50	0.080314
420.00	0.080436
420.50	0.072016
421.00	0.075189
421.50	0.072077
422.00	0.076104
422.50	0.075799
423.00	0.072687
423.50	0.070369
424.00	0.069393
424.50	0.070430
425.00	0.073542
425.50	0.074762
426.00	0.067867
426.50	0.068782
427.00	0.068599
427.50	0.066586
428.00	0.069820
428.50	0.062254
429.00	0.064877
429.50	0.061827
430.00	0.063535
430.50	0.065488
431.00	0.061949
431.50	0.062986
432.00	0.062498
432.50	0.061278
433.00	0.060850
433.50	0.056823
434.00	0.052918
434.50	0.057312
435.00	0.054017
435.50	0.051149
436.00	0.050661
436.50	0.052430
437.00	0.050722
437.50	0.052064
438.00	0.051698
438.50	0.050722
439.00	0.050295
439.50	0.050051
440.00	0.045353
440.50	0.046756
441.00	0.042302
441.50	0.046573
442.00	0.045658
442.50	0.046146
443.00	0.046024
443.50	0.042912
444.00	0.046451
444.50	0.051454
445.00	0.041936
445.50	0.046390
446.00	0.042546
446.50	0.041448
447.00	0.044559
447.50	0.038946
448.00	0.039800
448.50	0.042302
449.00	0.039922
449.50	0.039861
450.00	0.040471
450.50	0.038275
451.00	0.038641
451.50	0.036017
452.00	0.037116
452.50	0.039983
453.00	0.037665
453.50	0.036444
454.00	0.034248
454.50	0.036810
455.00	0.033455
455.50	0.033028
456.00	0.033943
456.50	0.033760
457.00	0.035773
457.50	0.033150
458.00	0.032234
458.50	0.035102
459.00	0.032234
459.50	0.031319
460.00	0.030953
460.50	0.033211
461.00	0.032905
461.50	0.031685
462.00	0.030038
462.50	0.033882
463.00	0.031441
463.50	0.033699
464.00	0.032661
464.50	0.030648
465.00	0.029672
465.50	0.030343
466.00	0.030526
466.50	0.031441
467.00	0.026560
467.50	0.027353
468.00	0.029245
468.50	0.029733
469.00	0.026865
469.50	0.027048
470.00	0.027963
