Wavelength (nm)	I17 ems 
600.00	0.0017099
600.50	0.0017181
601.00	0.0020658
601.50	0.0020396
602.00	0.0021151
602.50	0.0022409
603.00	0.0022115
603.50	0.0026162
604.00	0.0026686
604.50	0.0028833
605.00	0.0031575
605.50	0.0033027
606.00	0.0033807
606.50	0.0037930
607.00	0.0042645
607.50	0.0042681
608.00	0.0044250
608.50	0.0050393
609.00	0.0050883
609.50	0.0056405
610.00	0.0055749
610.50	0.0062989
611.00	0.0065520
611.50	0.0073171
612.00	0.0078283
612.50	0.0081326
613.00	0.0083771
613.50	0.0095727
614.00	0.010060
614.50	0.011056
615.00	0.011705
615.50	0.012475
616.00	0.012374
616.50	0.014148
617.00	0.015520
617.50	0.016173
618.00	0.016650
618.50	0.018268
619.00	0.019691
619.50	0.021093
620.00	0.022625
620.50	0.024019
621.00	0.025870
621.50	0.027839
622.00	0.029024
622.50	0.032282
623.00	0.034256
623.50	0.037486
624.00	0.039358
624.50	0.043065
625.00	0.044516
625.50	0.048865
626.00	0.051963
626.50	0.055812
627.00	0.060329
627.50	0.064702
628.00	0.069301
628.50	0.073275
629.00	0.078759
629.50	0.086769
630.00	0.092416
630.50	0.098632
631.00	0.10423
631.50	0.11474
632.00	0.12002
632.50	0.12964
633.00	0.14035
633.50	0.14894
634.00	0.15996
634.50	0.16896
635.00	0.18324
635.50	0.19797
636.00	0.20884
636.50	0.22258
637.00	0.23775
637.50	0.25368
638.00	0.26649
638.50	0.28557
639.00	0.30335
639.50	0.32224
640.00	0.33673
640.50	0.35627
641.00	0.37408
641.50	0.39808
642.00	0.41239
642.50	0.43380
643.00	0.45406
643.50	0.48074
644.00	0.49829
644.50	0.52328
645.00	0.53838
645.50	0.56597
646.00	0.58410
646.50	0.60732
647.00	0.62736
647.50	0.65558
648.00	0.67516
648.50	0.69452
649.00	0.71756
649.50	0.74289
650.00	0.75371
650.50	0.77553
651.00	0.79540
651.50	0.81330
652.00	0.82240
652.50	0.84062
653.00	0.85196
653.50	0.86797
654.00	0.87859
654.50	0.89309
655.00	0.90426
655.50	0.91550
656.00	0.92079
656.50	0.92654
657.00	0.94061
657.50	0.94580
658.00	0.95322
658.50	0.95530
659.00	0.96524
659.50	0.97386
660.00	0.97691
660.50	0.97907
661.00	0.98403
661.50	0.98297
662.00	0.98738
662.50	0.99059
663.00	0.99409
663.50	0.99576
664.00	0.99713
664.50	0.99691
665.00	1.00000
665.50	0.99793
666.00	0.99519
666.50	0.99142
667.00	0.99326
667.50	0.98765
668.00	0.99095
668.50	0.98896
669.00	0.97861
669.50	0.97128
670.00	0.96388
670.50	0.95718
671.00	0.94937
671.50	0.93572
672.00	0.93221
672.50	0.91918
673.00	0.91126
673.50	0.88728
674.00	0.88233
674.50	0.87220
675.00	0.86387
675.50	0.84116
676.00	0.83534
676.50	0.82137
677.00	0.80534
677.50	0.78840
678.00	0.78107
678.50	0.76853
679.00	0.75516
679.50	0.73603
680.00	0.72951
680.50	0.71738
681.00	0.70419
681.50	0.68720
682.00	0.68420
682.50	0.66393
683.00	0.65692
683.50	0.63746
684.00	0.63264
684.50	0.61575
685.00	0.60644
685.50	0.59749
686.00	0.58621
686.50	0.57795
687.00	0.56610
687.50	0.55583
688.00	0.55089
688.50	0.54237
689.00	0.53431
689.50	0.52607
690.00	0.51990
690.50	0.51030
691.00	0.50641
691.50	0.49292
692.00	0.49001
692.50	0.48244
693.00	0.47828
693.50	0.46979
694.00	0.46563
694.50	0.45921
695.00	0.45377
695.50	0.44363
696.00	0.44182
696.50	0.43426
697.00	0.42762
697.50	0.42253
698.00	0.41746
698.50	0.41289
699.00	0.40726
699.50	0.40135
700.00	0.39549
700.50	0.39399
701.00	0.38531
701.50	0.38327
702.00	0.37825
702.50	0.37493
703.00	0.37134
703.50	0.36625
704.00	0.36194
704.50	0.35876
705.00	0.35408
705.50	0.35082
706.00	0.34867
706.50	0.34485
707.00	0.34657
707.50	0.33604
708.00	0.33604
708.50	0.33486
709.00	0.33018
709.50	0.32810
710.00	0.32854
710.50	0.32094
711.00	0.32170
711.50	0.32328
712.00	0.31762
712.50	0.31903
713.00	0.31408
713.50	0.30774
714.00	0.31324
714.50	0.31271
715.00	0.30991
715.50	0.30723
716.00	0.30799
716.50	0.30665
717.00	0.30180
717.50	0.30564
718.00	0.30055
718.50	0.29843
719.00	0.29449
719.50	0.30030
720.00	0.29498
720.50	0.29613
721.00	0.29447
721.50	0.28905
722.00	0.29478
722.50	0.29223
723.00	0.29069
723.50	0.29246
724.00	0.28895
724.50	0.28913
725.00	0.28897
725.50	0.28534
726.00	0.28461
726.50	0.28351
727.00	0.28641
727.50	0.28106
728.00	0.28430
728.50	0.28016
729.00	0.27929
729.50	0.27995
730.00	0.27543
730.50	0.27439
731.00	0.27596
731.50	0.27439
732.00	0.27269
732.50	0.27106
733.00	0.26728
733.50	0.26681
734.00	0.26712
734.50	0.26218
735.00	0.25983
735.50	0.26061
736.00	0.25716
736.50	0.25860
737.00	0.25417
737.50	0.25583
738.00	0.25074
738.50	0.24884
739.00	0.25112
739.50	0.24712
740.00	0.24903
740.50	0.24016
741.00	0.24275
741.50	0.23848
742.00	0.23293
742.50	0.23431
743.00	0.23143
743.50	0.22826
744.00	0.22821
744.50	0.22549
745.00	0.22319
745.50	0.22106
746.00	0.21811
746.50	0.21537
747.00	0.21128
747.50	0.20992
748.00	0.20875
748.50	0.20309
749.00	0.20336
749.50	0.20094
750.00	0.19838
750.50	0.19784
751.00	0.19326
751.50	0.18789
752.00	0.18903
752.50	0.18750
753.00	0.18415
753.50	0.18013
754.00	0.17592
754.50	0.17721
755.00	0.17657
755.50	0.17195
756.00	0.17153
756.50	0.16890
757.00	0.16114
757.50	0.16227
758.00	0.15659
758.50	0.15662
759.00	0.15453
759.50	0.14920
760.00	0.15097
760.50	0.14547
761.00	0.14827
761.50	0.14468
762.00	0.14290
762.50	0.13879
763.00	0.13957
763.50	0.13474
764.00	0.13613
764.50	0.13090
765.00	0.12882
765.50	0.13011
766.00	0.12473
766.50	0.12261
767.00	0.12376
767.50	0.11986
768.00	0.11862
768.50	0.11615
769.00	0.11621
769.50	0.11009
770.00	0.11548
770.50	0.10667
771.00	0.10904
771.50	0.10683
772.00	0.10388
772.50	0.10474
773.00	0.10485
773.50	0.10236
774.00	0.096579
774.50	0.096836
775.00	0.097726
775.50	0.094869
776.00	0.093664
776.50	0.094449
777.00	0.095574
777.50	0.091680
778.00	0.086649
778.50	0.088662
779.00	0.086987
779.50	0.086375
780.00	0.084611
780.50	0.085561
781.00	0.081737
781.50	0.084284
782.00	0.079880
782.50	0.077232
783.00	0.077948
783.50	0.081048
784.00	0.080109
784.50	0.074221
785.00	0.075078
785.50	0.071981
786.00	0.075559
786.50	0.071592
787.00	0.072869
787.50	0.073041
788.00	0.070177
788.50	0.069452
789.00	0.065954
789.50	0.066764
790.00	0.066496
790.50	0.065689
791.00	0.066375
791.50	0.064155
792.00	0.063235
792.50	0.061363
793.00	0.062170
793.50	0.058705
794.00	0.058520
794.50	0.060642
795.00	0.058137
795.50	0.057411
796.00	0.058106
796.50	0.056647
797.00	0.057715
797.50	0.054288
798.00	0.057655
798.50	0.054920
799.00	0.055753
799.50	0.053658
800.00	0.055501
