Wavelength (nm)	I19 abs N
250.00	0.59952
250.28	0.61013
250.56	0.62027
250.83	0.63658
251.11	0.64939
251.39	0.66008
251.67	0.66626
251.94	0.68276
252.22	0.69161
252.50	0.70152
252.78	0.71334
253.06	0.71890
253.33	0.72646
253.61	0.72696
253.89	0.72064
254.17	0.72689
254.44	0.72881
254.72	0.73487
255.00	0.74769
255.28	0.75487
255.56	0.76585
255.83	0.78675
256.11	0.80321
256.39	0.82326
256.67	0.83507
256.94	0.85552
257.22	0.87299
257.50	0.88610
257.78	0.90445
258.06	0.91945
258.33	0.93496
258.61	0.94911
258.89	0.96728
259.17	0.98063
259.44	0.98818
259.72	0.99868
260.00	0.99976
260.28	1.0025
260.56	1.0063
260.83	1.0136
261.11	1.0164
261.39	1.0211
261.67	1.0192
261.94	1.0215
262.22	1.0220
262.50	1.0135
262.78	1.0024
263.06	0.99065
263.33	0.96776
263.61	0.94503
263.89	0.92439
264.17	0.89357
264.44	0.86615
264.72	0.83641
265.00	0.80209
265.28	0.77087
265.56	0.73683
265.83	0.70732
266.11	0.67437
266.39	0.64125
266.67	0.60950
266.94	0.58191
267.22	0.55112
267.50	0.52293
267.78	0.49930
268.06	0.47329
268.33	0.45006
268.61	0.42710
268.89	0.40889
269.17	0.38830
269.44	0.37153
269.72	0.35542
270.00	0.33967
270.28	0.32686
270.56	0.31367
270.83	0.30356
271.11	0.29048
271.39	0.28316
271.67	0.27156
271.94	0.26612
272.22	0.25435
272.50	0.24659
272.78	0.24205
273.06	0.23555
273.33	0.22866
273.61	0.22336
273.89	0.21724
274.17	0.21267
274.44	0.20911
274.72	0.20740
275.00	0.20356
275.28	0.19786
275.56	0.19455
275.83	0.19249
276.11	0.18715
276.39	0.18461
276.67	0.18280
276.94	0.18023
277.22	0.17907
277.50	0.17932
277.78	0.17616
278.06	0.17417
278.33	0.17137
278.61	0.17175
278.89	0.16858
279.17	0.16990
279.44	0.16750
279.72	0.16500
280.00	0.16475
280.28	0.16606
280.56	0.16399
280.83	0.16571
281.11	0.16226
281.39	0.16171
281.67	0.15855
281.94	0.16028
282.22	0.15933
282.50	0.15856
282.78	0.16007
283.06	0.16161
283.33	0.15832
283.61	0.15945
283.89	0.16001
284.17	0.15848
284.44	0.15921
284.72	0.16082
285.00	0.15819
285.28	0.16020
285.56	0.16200
285.83	0.16386
286.11	0.16117
286.39	0.16146
286.67	0.16546
286.94	0.16393
287.22	0.16485
287.50	0.16581
287.78	0.16673
288.06	0.16727
288.33	0.16968
288.61	0.17114
288.89	0.16848
289.17	0.17046
289.44	0.16939
289.72	0.17077
290.00	0.17220
290.28	0.17319
290.56	0.17413
290.83	0.17490
291.11	0.17536
291.39	0.17685
291.67	0.17904
291.94	0.17811
292.22	0.18188
292.50	0.18062
292.78	0.17800
293.06	0.18278
293.33	0.18198
293.61	0.18248
293.89	0.18286
294.17	0.18354
294.44	0.18364
294.72	0.18401
295.00	0.18407
295.28	0.18495
295.56	0.18605
295.83	0.18502
296.11	0.18746
296.39	0.18938
296.67	0.18822
296.94	0.19001
297.22	0.19095
297.50	0.19173
297.78	0.19050
298.06	0.19322
298.33	0.19410
298.61	0.19337
298.89	0.19429
299.17	0.19668
299.44	0.19536
299.72	0.19672
300.00	0.19612
300.28	0.19487
300.56	0.19748
300.83	0.19582
301.11	0.19701
301.39	0.19942
301.67	0.19875
301.94	0.19734
302.22	0.19703
302.50	0.19602
302.78	0.19775
303.06	0.19600
303.33	0.19702
303.61	0.19598
303.89	0.19572
304.17	0.19354
304.44	0.19570
304.72	0.19401
305.00	0.19315
305.28	0.19401
305.56	0.19102
305.83	0.19285
306.11	0.18962
306.39	0.19029
306.67	0.18783
306.94	0.18702
307.22	0.18464
307.50	0.18456
307.78	0.18434
308.06	0.18116
308.33	0.18177
308.61	0.18245
308.89	0.17775
309.17	0.17537
309.44	0.17451
309.72	0.17275
310.00	0.17361
310.28	0.16972
310.56	0.16960
310.83	0.16484
311.11	0.16216
311.39	0.16529
311.67	0.16196
311.94	0.15982
312.22	0.15767
312.50	0.15857
312.78	0.15802
313.06	0.15571
313.33	0.15388
313.61	0.15525
313.89	0.16047
314.17	0.15606
314.44	0.14646
314.72	0.14918
315.00	0.14729
315.28	0.14973
315.56	0.14975
315.83	0.15069
316.11	0.14802
316.39	0.14459
316.67	0.14808
316.94	0.14604
317.22	0.14581
317.50	0.15162
