Wavelength (nm)	C13 abs N
200.00	0.29369
201.00	0.27681
202.00	0.27163
203.00	0.26832
204.00	0.27229
205.00	0.28674
206.00	0.30404
207.00	0.31730
208.00	0.33257
209.00	0.34766
210.00	0.36297
211.00	0.37324
212.00	0.37897
213.00	0.38147
214.00	0.38338
215.00	0.38289
216.00	0.38028
217.00	0.37177
218.00	0.35449
219.00	0.33109
220.00	0.30782
221.00	0.29159
222.00	0.28552
223.00	0.28930
224.00	0.30133
225.00	0.31954
226.00	0.34343
227.00	0.37081
228.00	0.40229
229.00	0.43663
230.00	0.47426
231.00	0.51402
232.00	0.55584
233.00	0.59931
234.00	0.64368
235.00	0.68972
236.00	0.73460
237.00	0.77968
238.00	0.82241
239.00	0.86147
240.00	0.89747
241.00	0.92941
242.00	0.95638
243.00	0.97841
244.00	0.99349
245.00	1.0000
246.00	0.99767
247.00	0.98489
248.00	0.96179
249.00	0.93036
250.00	0.89272
251.00	0.85119
252.00	0.80601
253.00	0.75607
254.00	0.70194
255.00	0.64266
256.00	0.57908
257.00	0.51351
258.00	0.44692
259.00	0.38269
260.00	0.32458
261.00	0.27334
262.00	0.23070
263.00	0.19548
264.00	0.16790
265.00	0.14689
266.00	0.13113
267.00	0.12000
268.00	0.11175
269.00	0.10518
270.00	0.10079
271.00	0.097501
272.00	0.095208
273.00	0.093560
274.00	0.092536
275.00	0.091836
276.00	0.091412
277.00	0.091225
278.00	0.091093
279.00	0.091029
280.00	0.090582
281.00	0.090042
282.00	0.089640
283.00	0.088859
284.00	0.088038
285.00	0.087381
286.00	0.086828
287.00	0.086554
288.00	0.086047
289.00	0.085564
290.00	0.084881
291.00	0.084100
292.00	0.082738
293.00	0.081407
294.00	0.079854
295.00	0.077897
296.00	0.075795
297.00	0.073766
298.00	0.071672
299.00	0.069384
300.00	0.067256
301.00	0.065036
302.00	0.062790
303.00	0.060256
304.00	0.057915
305.00	0.055995
306.00	0.054215
307.00	0.052294
308.00	0.050458
309.00	0.049128
310.00	0.048165
311.00	0.047500
312.00	0.047237
313.00	0.046878
314.00	0.047443
315.00	0.048147
316.00	0.048744
317.00	0.050283
318.00	0.051732
319.00	0.053274
320.00	0.054866
321.00	0.057018
322.00	0.059061
323.00	0.061373
324.00	0.063228
325.00	0.065600
326.00	0.067862
327.00	0.070084
328.00	0.072344
329.00	0.074464
330.00	0.076432
331.00	0.078245
332.00	0.080097
333.00	0.081822
334.00	0.083901
335.00	0.085866
336.00	0.087777
337.00	0.089559
338.00	0.091171
339.00	0.092456
340.00	0.093257
341.00	0.093439
342.00	0.093274
343.00	0.092622
344.00	0.090550
345.00	0.088090
346.00	0.084779
347.00	0.080883
348.00	0.076630
349.00	0.071512
350.00	0.066350
351.00	0.060568
352.00	0.054610
353.00	0.048948
354.00	0.043415
355.00	0.038096
356.00	0.032918
357.00	0.028558
358.00	0.024576
359.00	0.021089
360.00	0.017828
361.00	0.015212
362.00	0.012801
363.00	0.011314
364.00	0.0096249
365.00	0.0083678
366.00	0.0073271
367.00	0.0063315
368.00	0.0058273
369.00	0.0054500
370.00	0.0047009
371.00	0.0040688
372.00	0.0039628
373.00	0.0037564
374.00	0.0034367
375.00	0.0030622
376.00	0.0028332
377.00	0.0024471
378.00	0.0023955
379.00	0.0025432
380.00	0.0021780
381.00	0.0024010
382.00	0.0022077
383.00	0.0015761
384.00	0.0018468
385.00	0.0020945
386.00	0.0014597
387.00	0.0016618
388.00	0.0016881
389.00	0.0017398
390.00	0.0018858
391.00	0.0013367
392.00	0.0014558
393.00	0.0014196
394.00	0.0013603
395.00	0.0010956
396.00	0.0011818
397.00	0.0014772
398.00	0.0013427
399.00	0.0013888
400.00	0.0013971
