Wavelength (nm)	P05 abs N
425.50	0.020330
425.75	0.022599
426.00	0.022234
426.25	0.019594
426.50	0.020730
426.75	0.019243
427.00	0.018529
427.25	0.018581
427.50	0.018340
427.75	0.018264
428.00	0.018013
428.25	0.017331
428.50	0.018547
428.75	0.015956
429.00	0.016596
429.25	0.016925
429.50	0.015362
429.75	0.017831
430.00	0.014755
430.25	0.017167
430.50	0.017577
430.75	0.013948
431.00	0.014895
431.25	0.016717
431.50	0.015730
431.75	0.014934
432.00	0.014202
432.25	0.014469
432.50	0.014290
432.75	0.013563
433.00	0.016162
433.25	0.013683
433.50	0.013867
433.75	0.013872
434.00	0.014989
434.25	0.014432
434.50	0.016383
434.75	0.017709
435.00	0.014754
435.25	0.016113
435.50	0.015351
435.75	0.016503
436.00	0.015497
436.25	0.015901
436.50	0.015537
436.75	0.014217
437.00	0.016394
437.25	0.017378
437.50	0.016798
437.75	0.016361
438.00	0.017759
438.25	0.016496
438.50	0.015963
438.75	0.019994
439.00	0.018718
439.25	0.020102
439.50	0.019284
439.75	0.019014
440.00	0.021487
440.25	0.020551
440.50	0.019764
440.75	0.020779
441.00	0.019322
441.25	0.021561
441.50	0.020992
441.75	0.022007
442.00	0.023930
442.25	0.021020
442.50	0.022282
442.75	0.024673
443.00	0.024424
443.25	0.023601
443.50	0.024833
443.75	0.025054
444.00	0.023339
444.25	0.026156
444.50	0.025875
444.75	0.026123
445.00	0.028159
445.25	0.026006
445.50	0.027640
445.75	0.030714
446.00	0.027622
446.25	0.028520
446.50	0.030300
446.75	0.029761
447.00	0.029972
447.25	0.033422
447.50	0.033601
447.75	0.034005
448.00	0.032909
448.25	0.033632
448.50	0.033886
448.75	0.035605
449.00	0.036190
449.25	0.036737
449.50	0.036213
449.75	0.037618
450.00	0.038993
450.25	0.038428
450.50	0.039815
450.75	0.038904
451.00	0.041896
451.25	0.040692
451.50	0.039410
451.75	0.040652
452.00	0.043448
452.25	0.040912
452.50	0.044301
452.75	0.044452
453.00	0.044822
453.25	0.044668
453.50	0.045199
453.75	0.046293
454.00	0.047437
454.25	0.048548
454.50	0.047924
454.75	0.047305
455.00	0.050547
455.25	0.049810
455.50	0.050453
455.75	0.051865
456.00	0.052250
456.25	0.051108
456.50	0.053463
456.75	0.052684
457.00	0.053194
457.25	0.055157
457.50	0.055545
457.75	0.057004
458.00	0.056026
458.25	0.056276
458.50	0.059785
458.75	0.056814
459.00	0.059151
459.25	0.060492
459.50	0.060477
459.75	0.061578
460.00	0.063290
460.25	0.061644
460.50	0.063315
460.75	0.064044
461.00	0.065213
461.25	0.064940
461.50	0.066840
461.75	0.065732
462.00	0.070107
462.25	0.069070
462.50	0.069121
462.75	0.071296
463.00	0.071526
463.25	0.071793
463.50	0.071638
463.75	0.072826
464.00	0.074279
464.25	0.074781
464.50	0.074858
464.75	0.077394
465.00	0.077877
465.25	0.080607
465.50	0.079756
465.75	0.079884
466.00	0.082126
466.25	0.083672
466.50	0.083096
466.75	0.085057
467.00	0.085769
467.25	0.086923
467.50	0.089305
467.75	0.089244
468.00	0.092614
468.25	0.095121
468.50	0.095542
468.75	0.096079
469.00	0.098762
469.25	0.099036
469.50	0.10059
469.75	0.10374
470.00	0.10510
470.25	0.10656
470.50	0.11054
470.75	0.11157
471.00	0.11288
471.25	0.11680
471.50	0.11825
471.75	0.12044
472.00	0.12141
472.25	0.12495
472.50	0.12627
472.75	0.12849
473.00	0.13104
473.25	0.13416
473.50	0.13772
473.75	0.13991
474.00	0.14309
474.25	0.14446
474.50	0.14782
474.75	0.14975
475.00	0.15367
475.25	0.15701
475.50	0.16080
475.75	0.16472
476.00	0.16951
476.25	0.17179
476.50	0.17635
476.75	0.18029
477.00	0.18287
477.25	0.18516
477.50	0.18779
477.75	0.19154
478.00	0.19250
478.25	0.19716
478.50	0.19952
478.75	0.20032
479.00	0.20542
479.25	0.20693
479.50	0.21270
479.75	0.21518
480.00	0.21837
480.25	0.22102
480.50	0.22208
480.75	0.22575
481.00	0.22981
481.25	0.23236
481.50	0.23237
481.75	0.23507
482.00	0.24029
482.25	0.23972
482.50	0.24361
482.75	0.24800
483.00	0.24888
483.25	0.25184
483.50	0.25269
483.75	0.25537
484.00	0.25792
484.25	0.26057
484.50	0.26093
484.75	0.26521
485.00	0.26402
485.25	0.26690
485.50	0.26748
485.75	0.26814
486.00	0.27279
486.25	0.27385
486.50	0.27686
486.75	0.27808
487.00	0.28034
487.25	0.27989
487.50	0.27766
487.75	0.28169
488.00	0.28180
488.25	0.28488
488.50	0.28385
488.75	0.28340
489.00	0.28712
489.25	0.28733
489.50	0.28706
489.75	0.28852
490.00	0.29112
490.25	0.29247
490.50	0.29157
490.75	0.29220
491.00	0.29117
491.25	0.29310
491.50	0.29511
491.75	0.29746
492.00	0.29785
492.25	0.29851
492.50	0.30278
492.75	0.30131
493.00	0.30334
493.25	0.30279
493.50	0.30393
493.75	0.30602
494.00	0.30961
494.25	0.30807
494.50	0.31004
494.75	0.31257
495.00	0.31352
495.25	0.31370
495.50	0.31689
495.75	0.31801
496.00	0.32151
496.25	0.32541
496.50	0.32651
496.75	0.33042
497.00	0.33334
497.25	0.33644
497.50	0.34104
497.75	0.34564
498.00	0.34722
498.25	0.35312
498.50	0.35850
498.75	0.36062
499.00	0.36585
499.25	0.37020
499.50	0.37814
499.75	0.38387
500.00	0.38907
500.25	0.39545
500.50	0.40412
500.75	0.40894
501.00	0.41719
501.25	0.42511
501.50	0.43172
501.75	0.44208
502.00	0.44975
502.25	0.45702
502.50	0.46597
502.75	0.47728
503.00	0.48642
503.25	0.49587
503.50	0.50666
503.75	0.51625
504.00	0.52368
504.25	0.53964
504.50	0.54850
504.75	0.56124
505.00	0.57105
505.25	0.58761
505.50	0.59566
505.75	0.60934
506.00	0.62489
506.25	0.63616
506.50	0.64829
506.75	0.65934
507.00	0.67545
507.25	0.68566
507.50	0.69848
507.75	0.71205
508.00	0.72829
508.25	0.73687
508.50	0.75392
508.75	0.76781
509.00	0.78043
509.25	0.79336
509.50	0.80888
509.75	0.82098
510.00	0.82867
510.25	0.84240
510.50	0.85444
510.75	0.86625
511.00	0.87980
511.25	0.89093
511.50	0.90357
511.75	0.90968
512.00	0.92150
512.25	0.92908
512.50	0.94024
512.75	0.94841
513.00	0.95497
513.25	0.96215
513.50	0.96653
513.75	0.97149
514.00	0.97854
514.25	0.98220
514.50	0.99076
514.75	0.98768
515.00	0.99473
515.25	0.99439
515.50	0.99577
515.75	1.0000
516.00	0.99773
516.25	0.99402
516.50	0.99515
516.75	0.98877
517.00	0.98836
517.25	0.98479
517.50	0.97700
517.75	0.97198
518.00	0.96862
518.25	0.95992
518.50	0.95716
518.75	0.94654
519.00	0.93741
519.25	0.93071
519.50	0.92312
519.75	0.90963
520.00	0.90541
520.25	0.89275
520.50	0.88237
520.75	0.86661
521.00	0.85833
521.25	0.84517
521.50	0.83734
521.75	0.82526
522.00	0.80969
522.25	0.79303
522.50	0.78561
522.75	0.77030
523.00	0.75951
523.25	0.74074
523.50	0.72777
523.75	0.71466
524.00	0.70540
524.25	0.68832
524.50	0.67385
524.75	0.65902
525.00	0.64803
525.25	0.63364
525.50	0.61811
525.75	0.60390
526.00	0.58861
526.25	0.57304
526.50	0.56265
526.75	0.54543
527.00	0.53294
527.25	0.52103
527.50	0.50648
527.75	0.49243
528.00	0.47797
528.25	0.46757
528.50	0.45510
528.75	0.43997
529.00	0.42504
529.25	0.41081
529.50	0.40138
529.75	0.39176
530.00	0.37855
530.25	0.36777
530.50	0.35410
530.75	0.34399
531.00	0.33234
531.25	0.32173
531.50	0.31146
531.75	0.30075
532.00	0.29018
532.25	0.28258
532.50	0.27318
532.75	0.26330
533.00	0.25352
533.25	0.24358
533.50	0.23460
533.75	0.22624
534.00	0.21996
534.25	0.21462
534.50	0.21359
534.75	0.20632
535.00	0.19954
535.25	0.19252
535.50	0.18500
535.75	0.17768
536.00	0.17096
536.25	0.16611
536.50	0.16051
536.75	0.15106
537.00	0.14641
537.25	0.14211
537.50	0.13525
537.75	0.13033
538.00	0.12513
538.25	0.11947
538.50	0.11557
538.75	0.11020
539.00	0.10633
539.25	0.10308
539.50	0.098582
539.75	0.095021
540.00	0.090053
540.25	0.085908
540.50	0.082859
540.75	0.078783
541.00	0.075706
541.25	0.072221
541.50	0.068895
541.75	0.067269
542.00	0.064432
542.25	0.060428
542.50	0.058699
542.75	0.057471
543.00	0.054553
543.25	0.051173
543.50	0.048262
543.75	0.049122
544.00	0.044258
544.25	0.044344
544.50	0.041216
544.75	0.039829
545.00	0.038401
545.25	0.037104
545.50	0.036924
545.75	0.033435
546.00	0.031975
546.25	0.030779
546.50	0.029438
546.75	0.028323
547.00	0.027834
547.25	0.025772
547.50	0.025411
547.75	0.025355
548.00	0.023433
548.25	0.021618
548.50	0.021760
548.75	0.019698
549.00	0.020325
549.25	0.018011
549.50	0.016776
549.75	0.017575
550.00	0.017851
550.25	0.017251
550.50	0.015528
550.75	0.016556
551.00	0.015232
551.25	0.015105
551.50	0.012981
551.75	0.011437
552.00	0.011239
552.25	0.012190
552.50	0.011372
552.75	0.010510
553.00	0.010256
553.25	0.010379
553.50	0.0085658
553.75	0.0083499
554.00	0.011832
554.25	0.010501
554.50	0.0079153
554.75	0.0066210
555.00	0.0076056
555.25	0.0083415
555.50	0.0069974
555.75	0.0075080
556.00	0.0065337
556.25	0.0044603
556.50	0.0059471
556.75	0.0046377
557.00	0.0061648
557.25	0.0069861
557.50	0.0049427
557.75	0.0054177
558.00	0.0040670
558.25	0.0044284
558.50	0.0036859
558.75	0.0031885
559.00	0.0042745
559.25	0.0060869
559.50	0.0042303
559.75	0.0034335
560.00	0.0033105
560.25	0.0027539
560.50	0.0033058
560.75	0.0057171
561.00	0.0026628
561.25	0.0024395
561.50	0.0034353
561.75	0.0033875
562.00	0.0026966
562.25	0.0032673
562.50	0.0032898
562.75	0.0042566
563.00	0.0033893
563.25	0.0030561
563.50	0.0033377
563.75	0.0028656
564.00	0.0018678
564.25	0.0030946
564.50	0.0042604
564.75	0.0016782
565.00	0.0018688
565.25	0.0012512
565.50	0.0019983
565.75	0.0026938
566.00	0.0027736
566.25	0.0012080
566.50	0.0020931
566.75	0.00060071
567.00	0.0025512
567.25	0.00086071
567.50	0.0029529
567.75	0.00077905
568.00	0.0025089
568.25	0.0011367
568.50	0.0026103
568.75	0.0014164
569.00	-0.00039703
569.25	0.0011995
569.50	-0.0014070
569.75	0.0026244
570.00	0.0016294
570.25	0.0027445
570.50	0.0018688
570.75	0.0015431
571.00	-0.00053126
571.25	0.0027257
571.50	0.00059227
571.75	-0.00029379
572.00	0.0020405
572.25	0.0015450
572.50	0.0012465
572.75	0.00061761
573.00	0.00027877
573.25	0.0038558
573.50	0.0018819
573.75	0.00015206
574.00	0.0034269
574.25	-7.6966e-05
574.50	0.0010963
574.75	0.00035480
575.00	0.0010681
575.25	0.0026779
575.50	0.0012324
575.75	0.0012380
576.00	0.00091703
576.25	0.0011808
576.50	0.0018294
576.75	0.00057819
577.00	-0.00065985
577.25	0.0032870
577.50	-1.2202e-05
577.75	0.00089544
578.00	0.0018650
578.25	0.0015328
578.50	0.00066735
578.75	0.0023259
579.00	0.0037169
579.25	0.00086165
579.50	0.00025812
579.75	-0.00015769
580.00	0.0018153
580.25	0.00060071
580.50	-0.00061385
580.75	0.0028834
581.00	0.0017618
581.25	0.0025014
581.50	0.0011001
581.75	0.00078280
582.00	0.0016445
582.25	0.00094612
582.50	0.0010099
582.75	0.0010841
583.00	0.0027070
583.25	0.0019411
583.50	0.0035818
583.75	0.0014295
584.00	0.0030364
584.25	0.0012174
584.50	0.0028637
584.75	5.7255e-05
585.00	0.0017608
585.25	0.0021288
585.50	0.00089732
585.75	0.00083912
586.00	0.0015196
586.25	0.0013967
586.50	-0.00032945
586.75	0.0013488
587.00	0.0019439
587.25	0.00077811
587.50	0.00027971
587.75	-0.00042613
588.00	0.00094331
588.25	0.0018829
588.50	0.00029003
588.75	0.0020471
589.00	0.00085789
589.25	0.0021382
589.50	0.00093674
589.75	0.0018772
590.00	0.0019795
590.25	0.0013159
590.50	0.00074901
590.75	0.00043739
591.00	0.00090670
591.25	0.0036268
591.50	0.0010203
591.75	0.0015365
592.00	0.0028656
592.25	0.0011629
592.50	0.0026722
592.75	0.0010935
593.00	0.0020039
593.25	0.00035573
593.50	0.0022799
593.75	0.0014473
594.00	0.0012887
594.25	0.0031631
594.50	0.00020931
594.75	0.0026535
595.00	0.0017280
595.25	0.0019842
595.50	0.0024507
595.75	-4.5054e-05
596.00	0.0011986
596.25	0.0013019
596.50	0.0021785
596.75	0.0014060
597.00	0.0021945
597.25	0.0019870
597.50	0.0019955
597.75	0.0022011
598.00	0.0016848
598.25	0.00045523
598.50	-0.00016144
598.75	0.0021138
599.00	0.0027107
599.25	0.0013657
599.50	0.0026281
599.75	0.0016745
600.00	0.00071053
