Wavelength (nm)	E21 abs N
210.00	0.65022
211.00	0.60493
212.00	0.56811
213.00	0.53517
214.00	0.50700
215.00	0.48228
216.00	0.46010
217.00	0.44045
218.00	0.42481
219.00	0.41150
220.00	0.40073
221.00	0.39119
222.00	0.38194
223.00	0.37363
224.00	0.36739
225.00	0.36339
226.00	0.36065
227.00	0.35980
228.00	0.35870
229.00	0.35718
230.00	0.35615
231.00	0.35596
232.00	0.35692
233.00	0.35845
234.00	0.36023
235.00	0.36215
236.00	0.36380
237.00	0.36537
238.00	0.36730
239.00	0.36959
240.00	0.37231
241.00	0.37587
242.00	0.37978
243.00	0.38380
244.00	0.38794
245.00	0.39254
246.00	0.39720
247.00	0.40234
248.00	0.40855
249.00	0.41540
250.00	0.42242
251.00	0.42951
252.00	0.43621
253.00	0.44204
254.00	0.44679
255.00	0.45030
256.00	0.45270
257.00	0.45429
258.00	0.45584
259.00	0.45709
260.00	0.45780
261.00	0.45768
262.00	0.45636
263.00	0.45415
264.00	0.45042
265.00	0.44515
266.00	0.43888
267.00	0.43192
268.00	0.42538
269.00	0.41945
270.00	0.41384
271.00	0.40859
272.00	0.40335
273.00	0.39791
274.00	0.39259
275.00	0.38762
276.00	0.38311
277.00	0.37869
278.00	0.37488
279.00	0.37238
280.00	0.37198
281.00	0.37313
282.00	0.37529
283.00	0.37777
284.00	0.37855
285.00	0.37741
286.00	0.37478
287.00	0.37213
288.00	0.37015
289.00	0.36872
290.00	0.36827
291.00	0.36864
292.00	0.37082
293.00	0.37563
294.00	0.38319
295.00	0.39177
296.00	0.39985
297.00	0.40477
298.00	0.40694
299.00	0.40665
300.00	0.40649
301.00	0.40768
302.00	0.41156
303.00	0.41902
304.00	0.42916
305.00	0.44204
306.00	0.45777
307.00	0.47535
308.00	0.49462
309.00	0.51556
310.00	0.53679
311.00	0.55871
312.00	0.58157
313.00	0.60518
314.00	0.62804
315.00	0.65263
316.00	0.67664
317.00	0.69978
318.00	0.72485
319.00	0.74810
320.00	0.77111
321.00	0.79435
322.00	0.81747
323.00	0.83933
324.00	0.85949
325.00	0.87886
326.00	0.89755
327.00	0.91450
328.00	0.93064
329.00	0.94598
330.00	0.95812
331.00	0.96943
332.00	0.97860
333.00	0.98685
334.00	0.99291
335.00	0.99788
336.00	1.00000
337.00	0.99983
338.00	0.99786
339.00	0.99271
340.00	0.98563
341.00	0.97657
342.00	0.96521
343.00	0.95180
344.00	0.93584
345.00	0.91694
346.00	0.89783
347.00	0.87686
348.00	0.85453
349.00	0.83161
350.00	0.80702
351.00	0.78182
352.00	0.75496
353.00	0.72675
354.00	0.69702
355.00	0.66669
356.00	0.63605
357.00	0.60481
358.00	0.57302
359.00	0.54061
360.00	0.50727
361.00	0.47274
362.00	0.43758
363.00	0.40314
364.00	0.37069
365.00	0.33824
366.00	0.30775
367.00	0.27874
368.00	0.25184
369.00	0.22691
370.00	0.20389
371.00	0.18290
372.00	0.16425
373.00	0.14730
374.00	0.13182
375.00	0.11863
376.00	0.10639
377.00	0.095785
378.00	0.086411
379.00	0.077971
380.00	0.070660
381.00	0.064257
382.00	0.058353
383.00	0.053716
384.00	0.049002
385.00	0.044930
386.00	0.041193
387.00	0.038273
388.00	0.035659
389.00	0.033368
390.00	0.030709
391.00	0.029102
392.00	0.027257
393.00	0.025554
394.00	0.024718
395.00	0.023495
396.00	0.022084
397.00	0.020794
398.00	0.019742
399.00	0.019027
400.00	0.018710
401.00	0.017972
402.00	0.017150
403.00	0.016676
404.00	0.016243
405.00	0.015687
406.00	0.015330
407.00	0.015440
408.00	0.014754
409.00	0.014719
410.00	0.014487
411.00	0.013989
412.00	0.013869
413.00	0.013398
414.00	0.013417
415.00	0.013362
416.00	0.013315
417.00	0.012919
418.00	0.012690
419.00	0.012488
420.00	0.012421
421.00	0.012196
422.00	0.012072
423.00	0.011937
424.00	0.011803
425.00	0.011501
426.00	0.011522
427.00	0.011356
428.00	0.011186
429.00	0.011096
430.00	0.010363
431.00	0.010643
432.00	0.010580
433.00	0.010202
434.00	0.0097090
435.00	0.0099720
436.00	0.0094307
437.00	0.0087984
438.00	0.0086404
439.00	0.0080891
440.00	0.0080598
441.00	0.0075548
442.00	0.0071092
443.00	0.0070035
444.00	0.0064276
445.00	0.0062414
446.00	0.0056479
447.00	0.0054048
448.00	0.0051993
449.00	0.0045687
450.00	0.0042975
451.00	0.0040826
452.00	0.0036563
453.00	0.0035125
454.00	0.0035630
455.00	0.0031226
456.00	0.0029489
457.00	0.0025878
458.00	0.0027592
459.00	0.0026987
460.00	0.0029530
461.00	0.0024022
462.00	0.0021251
463.00	0.0018492
464.00	0.0022572
465.00	0.0020018
466.00	0.0021809
467.00	0.0021351
468.00	0.0021046
469.00	0.0022050
470.00	0.0018586
471.00	0.0019643
472.00	0.0017341
473.00	0.0018973
474.00	0.0017441
475.00	0.0018926
476.00	0.0016707
477.00	0.0020153
478.00	0.0016578
479.00	0.0018545
480.00	0.0018985
481.00	0.0017617
482.00	0.0018263
483.00	0.0017840
484.00	0.0017235
485.00	0.0013125
486.00	0.0012521
487.00	0.0018856
488.00	0.0015991
489.00	0.0016443
490.00	0.0013836
491.00	0.0013448
492.00	0.0014664
493.00	0.0016642
494.00	0.0017006
495.00	0.0015157
496.00	0.0010372
497.00	0.0015069
498.00	0.0014423
499.00	0.0013689
500.00	0.0010213
