Wavelength (nm)	J17 abs N
280.00	0.52174
281.00	0.51815
282.00	0.51521
283.00	0.51321
284.00	0.51165
285.00	0.51049
286.00	0.51071
287.00	0.51138
288.00	0.51297
289.00	0.51552
290.00	0.51869
291.00	0.52268
292.00	0.52791
293.00	0.53366
294.00	0.54018
295.00	0.54778
296.00	0.55555
297.00	0.56461
298.00	0.57383
299.00	0.58344
300.00	0.59377
301.00	0.60420
302.00	0.61521
303.00	0.62625
304.00	0.63768
305.00	0.64819
306.00	0.65882
307.00	0.66994
308.00	0.68071
309.00	0.69076
310.00	0.70088
311.00	0.71052
312.00	0.71998
313.00	0.72787
314.00	0.73657
315.00	0.74320
316.00	0.74974
317.00	0.75659
318.00	0.76155
319.00	0.76748
320.00	0.77128
321.00	0.77502
322.00	0.77866
323.00	0.78352
324.00	0.78626
325.00	0.78918
326.00	0.79265
327.00	0.79575
328.00	0.79917
329.00	0.80202
330.00	0.80495
331.00	0.80734
332.00	0.80920
333.00	0.81227
334.00	0.81379
335.00	0.81555
336.00	0.81759
337.00	0.81867
338.00	0.81932
339.00	0.82024
340.00	0.82008
341.00	0.81968
342.00	0.81939
343.00	0.81863
344.00	0.81675
345.00	0.81462
346.00	0.81151
347.00	0.80792
348.00	0.80492
349.00	0.79926
350.00	0.79388
351.00	0.78862
352.00	0.78151
353.00	0.77460
354.00	0.76774
355.00	0.75917
356.00	0.75139
357.00	0.74264
358.00	0.73326
359.00	0.72390
360.00	0.71503
361.00	0.70460
362.00	0.69467
363.00	0.68401
364.00	0.67364
365.00	0.66366
366.00	0.65288
367.00	0.64233
368.00	0.63310
369.00	0.62305
370.00	0.61305
371.00	0.60457
372.00	0.59557
373.00	0.58659
374.00	0.57759
375.00	0.56912
376.00	0.56009
377.00	0.55204
378.00	0.54460
379.00	0.53623
380.00	0.52857
381.00	0.52172
382.00	0.51386
383.00	0.50691
384.00	0.49989
385.00	0.49210
386.00	0.48432
387.00	0.47635
388.00	0.46918
389.00	0.46346
390.00	0.45595
391.00	0.44965
392.00	0.44324
393.00	0.43806
394.00	0.43390
395.00	0.42971
396.00	0.42638
397.00	0.42308
398.00	0.42124
399.00	0.42003
400.00	0.42000
401.00	0.42024
402.00	0.42156
403.00	0.42328
404.00	0.42589
405.00	0.42904
406.00	0.43238
407.00	0.43687
408.00	0.44232
409.00	0.44800
410.00	0.45359
411.00	0.45963
412.00	0.46674
413.00	0.47339
414.00	0.47984
415.00	0.48796
416.00	0.49550
417.00	0.50389
418.00	0.51220
419.00	0.52057
420.00	0.52951
421.00	0.53874
422.00	0.54735
423.00	0.55594
424.00	0.56520
425.00	0.57354
426.00	0.58412
427.00	0.59381
428.00	0.60242
429.00	0.61170
430.00	0.62162
431.00	0.63025
432.00	0.64032
433.00	0.64923
434.00	0.65896
435.00	0.66798
436.00	0.67716
437.00	0.68667
438.00	0.69587
439.00	0.70517
440.00	0.71421
441.00	0.72415
442.00	0.73178
443.00	0.74176
444.00	0.75019
445.00	0.75782
446.00	0.76695
447.00	0.77480
448.00	0.78352
449.00	0.79337
450.00	0.80197
451.00	0.80926
452.00	0.81704
453.00	0.82526
454.00	0.83485
455.00	0.84401
456.00	0.85068
457.00	0.85930
458.00	0.86699
459.00	0.87570
460.00	0.88414
461.00	0.89153
462.00	0.89924
463.00	0.90755
464.00	0.91419
465.00	0.92230
466.00	0.92809
467.00	0.93652
468.00	0.94248
469.00	0.94653
470.00	0.95414
471.00	0.95718
472.00	0.96634
473.00	0.96869
474.00	0.97558
475.00	0.98123
476.00	0.97996
477.00	0.98590
478.00	0.98747
479.00	0.99314
480.00	0.99485
481.00	0.99645
482.00	0.99709
483.00	1.0000
484.00	0.99992
485.00	0.99990
486.00	0.99719
487.00	0.99750
488.00	0.99505
489.00	0.99553
490.00	0.99034
491.00	0.98634
492.00	0.98359
493.00	0.98058
494.00	0.97482
495.00	0.97062
496.00	0.96445
497.00	0.95894
498.00	0.95150
499.00	0.94270
500.00	0.93678
501.00	0.92848
502.00	0.91901
503.00	0.90776
504.00	0.90073
505.00	0.88981
506.00	0.87952
507.00	0.86640
508.00	0.85604
509.00	0.84614
510.00	0.83452
511.00	0.82390
512.00	0.81130
513.00	0.79932
514.00	0.78807
515.00	0.77662
516.00	0.76512
517.00	0.75348
518.00	0.74430
519.00	0.73083
520.00	0.72058
521.00	0.70787
522.00	0.69812
523.00	0.68730
524.00	0.67530
525.00	0.66421
526.00	0.65423
527.00	0.64515
528.00	0.63328
529.00	0.62343
530.00	0.61413
531.00	0.60484
532.00	0.59380
533.00	0.58338
534.00	0.57321
535.00	0.56354
536.00	0.55333
537.00	0.54306
538.00	0.53157
539.00	0.52227
540.00	0.51167
541.00	0.50088
542.00	0.48988
543.00	0.47985
544.00	0.46824
545.00	0.45754
546.00	0.44709
547.00	0.43528
548.00	0.42471
549.00	0.41370
550.00	0.40260
551.00	0.39134
552.00	0.38002
553.00	0.36841
554.00	0.35828
555.00	0.34661
556.00	0.33566
557.00	0.32511
558.00	0.31398
559.00	0.30296
560.00	0.29240
561.00	0.28213
562.00	0.27186
563.00	0.26175
564.00	0.25161
565.00	0.24187
566.00	0.23195
567.00	0.22242
568.00	0.21302
569.00	0.20377
570.00	0.19518
571.00	0.18656
572.00	0.17842
573.00	0.17004
574.00	0.16206
575.00	0.15450
576.00	0.14696
577.00	0.13928
578.00	0.13262
579.00	0.12612
580.00	0.11901
581.00	0.11255
582.00	0.10703
583.00	0.10171
584.00	0.095148
585.00	0.089753
586.00	0.085056
587.00	0.079726
588.00	0.075011
589.00	0.070871
590.00	0.066255
591.00	0.062279
592.00	0.058170
593.00	0.054410
594.00	0.051072
595.00	0.047833
596.00	0.044939
597.00	0.041852
598.00	0.038833
599.00	0.036390
600.00	0.033966
601.00	0.031704
602.00	0.029493
603.00	0.027504
604.00	0.025808
605.00	0.023972
606.00	0.022335
607.00	0.020821
608.00	0.019436
609.00	0.018165
610.00	0.016906
611.00	0.015749
612.00	0.014767
613.00	0.013900
614.00	0.012946
615.00	0.012090
616.00	0.011417
617.00	0.010775
618.00	0.010110
619.00	0.0094596
620.00	0.0088436
621.00	0.0084461
622.00	0.0079756
623.00	0.0075674
624.00	0.0073395
625.00	0.0068579
626.00	0.0066036
627.00	0.0063431
628.00	0.0060020
629.00	0.0058650
630.00	0.0056631
631.00	0.0055014
632.00	0.0052614
633.00	0.0051273
634.00	0.0049442
635.00	0.0048035
636.00	0.0046998
637.00	0.0046151
638.00	0.0045211
639.00	0.0044358
640.00	0.0043547
641.00	0.0040959
642.00	0.0040709
643.00	0.0038533
644.00	0.0036684
645.00	0.0034030
646.00	0.0035328
647.00	0.0031353
648.00	0.0034786
649.00	0.0030946
650.00	0.0030292
651.00	0.0031277
652.00	0.0031125
653.00	0.0030373
654.00	0.0027409
655.00	0.0029580
656.00	0.0026447
657.00	0.0024419
658.00	0.0027226
659.00	0.0026653
660.00	0.0026384
661.00	0.0024724
662.00	0.0026738
663.00	0.0026478
664.00	0.0024415
665.00	0.0022329
666.00	0.0024459
667.00	0.0024486
668.00	0.0024638
669.00	0.0022960
670.00	0.0023219
671.00	0.0024352
672.00	0.0022817
673.00	0.0021339
674.00	0.0023425
675.00	0.0022221
676.00	0.0021787
677.00	0.0022427
678.00	0.0021715
679.00	0.0020793
680.00	0.0021169
681.00	0.0021890
682.00	0.0020399
683.00	0.0019343
684.00	0.0018859
685.00	0.0020337
686.00	0.0018828
687.00	0.0020543
688.00	0.0018891
689.00	0.0018237
690.00	0.0019244
691.00	0.0019473
692.00	0.0019620
693.00	0.0017588
694.00	0.0018416
695.00	0.0018206
696.00	0.0017490
697.00	0.0018282
698.00	0.0017449
699.00	0.0016863
700.00	0.0017226
