Wavelength (nm)	F15 abs N
200.00	0.095966
201.00	0.094354
202.00	0.092200
203.00	0.086392
204.00	0.080892
205.00	0.075961
206.00	0.071296
207.00	0.067319
208.00	0.063990
209.00	0.061097
210.00	0.058792
211.00	0.057047
212.00	0.055888
213.00	0.055187
214.00	0.055018
215.00	0.055362
216.00	0.056309
217.00	0.057667
218.00	0.059502
219.00	0.061942
220.00	0.064921
221.00	0.068420
222.00	0.072524
223.00	0.077242
224.00	0.082719
225.00	0.088571
226.00	0.095374
227.00	0.10293
228.00	0.11103
229.00	0.12000
230.00	0.12986
231.00	0.14058
232.00	0.15188
233.00	0.16440
234.00	0.17750
235.00	0.19224
236.00	0.20753
237.00	0.22461
238.00	0.24297
239.00	0.26209
240.00	0.28305
241.00	0.30547
242.00	0.32898
243.00	0.35491
244.00	0.38239
245.00	0.41115
246.00	0.44237
247.00	0.47510
248.00	0.50919
249.00	0.54407
250.00	0.58068
251.00	0.61844
252.00	0.65615
253.00	0.69458
254.00	0.73227
255.00	0.76987
256.00	0.80595
257.00	0.84043
258.00	0.87238
259.00	0.90155
260.00	0.92852
261.00	0.95018
262.00	0.96973
263.00	0.98419
264.00	0.99423
265.00	1.00000
266.00	0.99933
267.00	0.99341
268.00	0.98326
269.00	0.96790
270.00	0.94729
271.00	0.92410
272.00	0.89452
273.00	0.85993
274.00	0.82427
275.00	0.78494
276.00	0.74331
277.00	0.69945
278.00	0.65480
279.00	0.60963
280.00	0.56354
281.00	0.51866
282.00	0.47491
283.00	0.43215
284.00	0.39131
285.00	0.35254
286.00	0.31594
287.00	0.28122
288.00	0.24906
289.00	0.21900
290.00	0.19129
291.00	0.16638
292.00	0.14415
293.00	0.12380
294.00	0.10607
295.00	0.090180
296.00	0.076021
297.00	0.063856
298.00	0.053313
299.00	0.044165
300.00	0.036570
301.00	0.030312
302.00	0.024917
303.00	0.020514
304.00	0.017010
305.00	0.014189
306.00	0.011760
307.00	0.0099850
308.00	0.0083161
309.00	0.0070620
310.00	0.0062172
311.00	0.0054289
312.00	0.0049232
313.00	0.0043256
314.00	0.0041364
315.00	0.0038833
316.00	0.0035570
317.00	0.0034091
318.00	0.0032150
319.00	0.0030479
320.00	0.0029988
321.00	0.0028317
322.00	0.0029358
323.00	0.0027068
324.00	0.0027162
325.00	0.0026641
326.00	0.0024783
327.00	0.0026592
328.00	0.0025122
329.00	0.0024808
330.00	0.0024370
331.00	0.0025024
332.00	0.0025491
333.00	0.0025633
334.00	0.0022916
335.00	0.0024066
336.00	0.0025761
337.00	0.0024798
338.00	0.0026813
339.00	0.0024832
340.00	0.0024454
341.00	0.0024439
342.00	0.0026041
343.00	0.0022341
344.00	0.0023083
345.00	0.0023889
346.00	0.0023958
347.00	0.0025112
348.00	0.0026208
349.00	0.0024213
350.00	0.0023505
