Wavelength (nm)	E10 abs N
200.00	0.77021
201.00	0.88543
202.00	0.95145
203.00	0.99753
204.00	1.0000
205.00	0.97191
206.00	0.91452
207.00	0.86103
208.00	0.81934
209.00	0.78506
210.00	0.75666
211.00	0.73775
212.00	0.72737
213.00	0.72380
214.00	0.72127
215.00	0.71924
216.00	0.72130
217.00	0.72594
218.00	0.73415
219.00	0.74393
220.00	0.76545
221.00	0.79720
222.00	0.82342
223.00	0.84286
224.00	0.85469
225.00	0.86360
226.00	0.85544
227.00	0.79338
228.00	0.70437
229.00	0.69467
230.00	0.72366
231.00	0.63726
232.00	0.44327
233.00	0.26552
234.00	0.15730
235.00	0.099291
236.00	0.069565
237.00	0.053650
238.00	0.045303
239.00	0.040948
240.00	0.038575
241.00	0.037502
242.00	0.037236
243.00	0.037551
244.00	0.038127
245.00	0.039124
246.00	0.040324
247.00	0.041877
248.00	0.043589
249.00	0.045343
250.00	0.047341
251.00	0.049446
252.00	0.051576
253.00	0.053865
254.00	0.056182
255.00	0.058728
256.00	0.061175
257.00	0.063667
258.00	0.066114
259.00	0.068727
260.00	0.071360
261.00	0.073719
262.00	0.076192
263.00	0.078335
264.00	0.080650
265.00	0.082827
266.00	0.084692
267.00	0.086653
268.00	0.088498
269.00	0.090214
270.00	0.091683
271.00	0.093176
272.00	0.094235
273.00	0.094999
274.00	0.095679
275.00	0.096461
276.00	0.096983
277.00	0.097026
278.00	0.096417
279.00	0.095762
280.00	0.095246
281.00	0.094928
282.00	0.094548
283.00	0.093309
284.00	0.091770
285.00	0.090486
286.00	0.090613
287.00	0.091612
288.00	0.090811
289.00	0.087393
290.00	0.083687
291.00	0.080930
292.00	0.079352
293.00	0.079082
294.00	0.077018
295.00	0.072748
296.00	0.068188
297.00	0.066177
298.00	0.069977
299.00	0.079768
300.00	0.084579
301.00	0.078924
302.00	0.071618
303.00	0.066783
304.00	0.064004
305.00	0.063756
306.00	0.062642
307.00	0.056136
308.00	0.046492
309.00	0.038669
310.00	0.037372
311.00	0.051258
312.00	0.078593
313.00	0.094781
314.00	0.083363
315.00	0.056884
316.00	0.033518
317.00	0.018851
318.00	0.010911
319.00	0.0071318
320.00	0.0051059
321.00	0.0039716
322.00	0.0030652
323.00	0.0022326
324.00	0.0017215
325.00	0.0016334
326.00	0.0013695
327.00	0.0011813
328.00	0.0010167
329.00	0.0010034
330.00	0.00075992
331.00	0.00090185
332.00	0.00086702
333.00	0.00086331
334.00	0.00082144
335.00	0.00082700
336.00	0.00086665
337.00	0.00079216
338.00	0.00084775
339.00	0.00082551
340.00	0.00088332
341.00	0.00082774
342.00	0.00087925
343.00	0.00076696
344.00	0.00079698
345.00	0.00065653
346.00	0.00065320
347.00	0.00074065
348.00	0.00079994
349.00	0.00089926
350.00	0.00069915
