Wavelength (nm)	J13 abs N
280.00	0.18448
281.00	0.18299
282.00	0.18261
283.00	0.18285
284.00	0.18374
285.00	0.18551
286.00	0.18802
287.00	0.19148
288.00	0.19529
289.00	0.19953
290.00	0.20395
291.00	0.20870
292.00	0.21330
293.00	0.21815
294.00	0.22277
295.00	0.22765
296.00	0.23210
297.00	0.23692
298.00	0.24182
299.00	0.24674
300.00	0.25178
301.00	0.25684
302.00	0.26205
303.00	0.26734
304.00	0.27207
305.00	0.27623
306.00	0.28026
307.00	0.28368
308.00	0.28668
309.00	0.28905
310.00	0.29108
311.00	0.29342
312.00	0.29635
313.00	0.29969
314.00	0.30409
315.00	0.30945
316.00	0.31535
317.00	0.32244
318.00	0.33101
319.00	0.33966
320.00	0.34923
321.00	0.35912
322.00	0.36951
323.00	0.38009
324.00	0.39079
325.00	0.40164
326.00	0.41268
327.00	0.42349
328.00	0.43515
329.00	0.44565
330.00	0.45712
331.00	0.46831
332.00	0.47989
333.00	0.49108
334.00	0.50224
335.00	0.51330
336.00	0.52309
337.00	0.53174
338.00	0.53967
339.00	0.54535
340.00	0.54964
341.00	0.55203
342.00	0.55306
343.00	0.55390
344.00	0.55406
345.00	0.55440
346.00	0.55473
347.00	0.55625
348.00	0.55693
349.00	0.55811
350.00	0.55908
351.00	0.55794
352.00	0.55601
353.00	0.55110
354.00	0.54438
355.00	0.53484
356.00	0.52322
357.00	0.50867
358.00	0.49172
359.00	0.47277
360.00	0.45234
361.00	0.43491
362.00	0.42037
363.00	0.40703
364.00	0.39541
365.00	0.38400
366.00	0.37376
367.00	0.36534
368.00	0.35863
369.00	0.35351
370.00	0.34972
371.00	0.34667
372.00	0.34344
373.00	0.34170
374.00	0.33986
375.00	0.33797
376.00	0.33595
377.00	0.33596
378.00	0.33473
379.00	0.33353
380.00	0.33286
381.00	0.33340
382.00	0.33383
383.00	0.33369
384.00	0.33455
385.00	0.33562
386.00	0.33636
387.00	0.33709
388.00	0.33609
389.00	0.33593
390.00	0.33922
391.00	0.34044
392.00	0.34124
393.00	0.34048
394.00	0.34180
395.00	0.34362
396.00	0.34575
397.00	0.34750
398.00	0.34761
399.00	0.34713
400.00	0.34958
401.00	0.35287
402.00	0.35482
403.00	0.35771
404.00	0.35979
405.00	0.36145
406.00	0.36226
407.00	0.36563
408.00	0.36995
409.00	0.37230
410.00	0.37457
411.00	0.37865
412.00	0.38241
413.00	0.38318
414.00	0.38501
415.00	0.38934
416.00	0.39221
417.00	0.39555
418.00	0.39903
419.00	0.40272
420.00	0.40575
421.00	0.40881
422.00	0.40858
423.00	0.41145
424.00	0.41403
425.00	0.41872
426.00	0.42349
427.00	0.42998
428.00	0.43007
429.00	0.43873
430.00	0.44034
431.00	0.44231
432.00	0.44795
433.00	0.45463
434.00	0.45848
435.00	0.46227
436.00	0.46863
437.00	0.47197
438.00	0.47619
439.00	0.47937
440.00	0.48393
441.00	0.48811
442.00	0.48839
443.00	0.49326
444.00	0.49544
445.00	0.49935
446.00	0.50424
447.00	0.50843
448.00	0.51345
449.00	0.51937
450.00	0.52425
451.00	0.53084
452.00	0.53695
453.00	0.54292
454.00	0.55066
455.00	0.55918
456.00	0.56669
457.00	0.57517
458.00	0.58339
459.00	0.59137
460.00	0.59903
461.00	0.61009
462.00	0.61833
463.00	0.63187
464.00	0.64106
465.00	0.64941
466.00	0.65782
467.00	0.66973
468.00	0.68031
469.00	0.69099
470.00	0.70306
471.00	0.71256
472.00	0.72580
473.00	0.73555
474.00	0.74382
475.00	0.75735
476.00	0.76782
477.00	0.77867
478.00	0.79093
479.00	0.79917
480.00	0.81141
481.00	0.82182
482.00	0.83274
483.00	0.84541
484.00	0.85313
485.00	0.87977
486.00	0.87446
487.00	0.88213
488.00	0.89314
489.00	0.90585
490.00	0.91552
491.00	0.92566
492.00	0.93692
493.00	0.94571
494.00	0.95062
495.00	0.95873
496.00	0.96911
497.00	0.97247
498.00	0.98164
499.00	0.98806
500.00	0.99156
501.00	0.99051
502.00	0.99513
503.00	0.99650
504.00	1.00000
505.00	0.99975
506.00	0.99771
507.00	0.99650
508.00	0.99291
509.00	0.99229
510.00	0.99021
511.00	0.98484
512.00	0.98215
513.00	0.97833
514.00	0.96994
515.00	0.96696
516.00	0.96134
517.00	0.95689
518.00	0.95690
519.00	0.94553
520.00	0.94080
521.00	0.93465
522.00	0.93007
523.00	0.92256
524.00	0.91394
525.00	0.90892
526.00	0.90132
527.00	0.89288
528.00	0.88353
529.00	0.87520
530.00	0.86499
531.00	0.85578
532.00	0.84290
533.00	0.83316
534.00	0.81892
535.00	0.80539
536.00	0.79009
537.00	0.77689
538.00	0.75887
539.00	0.74053
540.00	0.72352
541.00	0.70385
542.00	0.68460
543.00	0.66412
544.00	0.64219
545.00	0.61913
546.00	0.59600
547.00	0.57207
548.00	0.54682
549.00	0.52275
550.00	0.49900
551.00	0.47464
552.00	0.44839
553.00	0.42272
554.00	0.39913
555.00	0.37395
556.00	0.35029
557.00	0.32645
558.00	0.30402
559.00	0.28206
560.00	0.26134
561.00	0.24090
562.00	0.22157
563.00	0.20313
564.00	0.18592
565.00	0.16975
566.00	0.15555
567.00	0.14165
568.00	0.12768
569.00	0.11565
570.00	0.10560
571.00	0.094166
572.00	0.083059
573.00	0.075984
574.00	0.068480
575.00	0.060137
576.00	0.055489
577.00	0.051970
578.00	0.043619
579.00	0.038688
580.00	0.036085
581.00	0.033295
582.00	0.027475
583.00	0.022720
584.00	0.021797
585.00	0.019184
586.00	0.015182
587.00	0.017695
588.00	0.013333
589.00	0.0090727
590.00	0.010042
591.00	0.0089506
592.00	0.0098749
593.00	0.0087202
594.00	0.0073992
595.00	0.0068473
596.00	0.0037079
597.00	0.0042923
598.00	0.0055410
599.00	0.0066881
600.00	0.0049524
