Wavelength (nm)	J13 abs N
601.00	0.0034995
602.00	0.0033661
603.00	0.0042169
604.00	0.0022009
605.00	0.0030879
606.00	0.0033162
607.00	0.0026705
608.00	0.0017328
609.00	0.0023709
610.00	0.0021806
611.00	0.0013662
612.00	0.0012222
613.00	0.0016119
614.00	0.0018532
615.00	0.00088891
616.00	0.00032489
617.00	0.0015755
618.00	0.0016350
619.00	0.00019656
620.00	0.00031361
621.00	0.00056118
622.00	0.0013946
623.00	0.00050286
624.00	0.00058559
625.00	0.0012638
626.00	0.0012586
627.00	0.0014429
628.00	0.00062845
629.00	0.00059083
630.00	0.00069773
631.00	0.0012305
632.00	0.0023099
633.00	0.0032367
634.00	0.0041107
635.00	0.0039976
636.00	0.0026887
637.00	0.0019981
638.00	0.0031152
639.00	0.0042798
640.00	0.0049551
641.00	0.0043747
642.00	0.0041891
643.00	0.0034385
644.00	0.0024651
645.00	0.0027876
646.00	0.0026697
647.00	0.0027090
648.00	0.0024964
649.00	0.0024307
650.00	0.0025033
651.00	0.0032821
652.00	0.0032943
653.00	0.0028854
654.00	0.0021126
655.00	0.0025231
656.00	0.0027561
657.00	0.0026745
658.00	0.0031098
659.00	0.0036216
660.00	0.0037643
661.00	0.0040007
662.00	0.0037750
663.00	0.0036122
664.00	0.0036897
665.00	0.0039865
666.00	0.0039784
667.00	0.0047306
668.00	0.0044682
669.00	0.0041401
670.00	0.0036722
671.00	0.0035674
672.00	0.0030049
673.00	0.0032017
674.00	0.0033062
675.00	0.0029858
676.00	0.0033339
677.00	0.0034089
678.00	0.0031644
679.00	0.0031756
680.00	0.0029702
681.00	0.0033797
682.00	0.0034204
683.00	0.0039053
684.00	0.0037198
685.00	0.0027773
686.00	0.0020523
687.00	0.0031250
688.00	0.0031570
689.00	0.0036738
690.00	0.0036028
691.00	0.0027091
692.00	0.0023592
693.00	0.0028717
694.00	0.0030714
695.00	0.0032842
696.00	0.0032886
697.00	0.0020222
698.00	0.0029875
699.00	0.0028060
700.00	0.0030405
