Wavelength (nm)	I20 abs N
220.00	0.24135
221.00	0.23728
222.00	0.23311
223.00	0.23021
224.00	0.22847
225.00	0.22809
226.00	0.22935
227.00	0.23170
228.00	0.23466
229.00	0.23771
230.00	0.23978
231.00	0.23974
232.00	0.23703
233.00	0.23150
234.00	0.22390
235.00	0.21518
236.00	0.20667
237.00	0.19889
238.00	0.19203
239.00	0.18599
240.00	0.18063
241.00	0.17607
242.00	0.17187
243.00	0.16815
244.00	0.16457
245.00	0.16090
246.00	0.15783
247.00	0.15561
248.00	0.15422
249.00	0.15435
250.00	0.15580
251.00	0.15885
252.00	0.16328
253.00	0.16883
254.00	0.17502
255.00	0.18124
256.00	0.18704
257.00	0.19212
258.00	0.19657
259.00	0.20043
260.00	0.20493
261.00	0.21054
262.00	0.21817
263.00	0.22833
264.00	0.24088
265.00	0.25507
266.00	0.26997
267.00	0.28538
268.00	0.30001
269.00	0.31384
270.00	0.32700
271.00	0.34037
272.00	0.35447
273.00	0.36931
274.00	0.38387
275.00	0.39659
276.00	0.40562
277.00	0.40847
278.00	0.40338
279.00	0.38943
280.00	0.36600
281.00	0.33595
282.00	0.30134
283.00	0.26530
284.00	0.23040
285.00	0.19756
286.00	0.16870
287.00	0.14377
288.00	0.12259
289.00	0.10486
290.00	0.090638
291.00	0.078969
292.00	0.069281
293.00	0.061586
294.00	0.055689
295.00	0.051034
296.00	0.047497
297.00	0.045004
298.00	0.043580
299.00	0.042978
300.00	0.043158
301.00	0.043952
302.00	0.045286
303.00	0.046845
304.00	0.048939
305.00	0.051459
306.00	0.053978
307.00	0.057204
308.00	0.060385
309.00	0.063942
310.00	0.067675
311.00	0.071710
312.00	0.075816
313.00	0.080085
314.00	0.084487
315.00	0.088796
316.00	0.093316
317.00	0.097719
318.00	0.10183
319.00	0.10564
320.00	0.10915
321.00	0.11225
322.00	0.11471
323.00	0.11646
324.00	0.11743
325.00	0.11740
326.00	0.11640
327.00	0.11436
328.00	0.11109
329.00	0.10697
330.00	0.10228
331.00	0.096992
332.00	0.091525
333.00	0.086050
334.00	0.080693
335.00	0.075723
336.00	0.070872
337.00	0.066405
338.00	0.062228
339.00	0.058311
340.00	0.054791
341.00	0.051518
342.00	0.048207
343.00	0.045269
344.00	0.042662
345.00	0.039907
346.00	0.037620
347.00	0.035545
348.00	0.033681
349.00	0.032071
350.00	0.030608
351.00	0.029255
352.00	0.028222
353.00	0.027289
354.00	0.026546
355.00	0.025858
356.00	0.025579
357.00	0.025254
358.00	0.025013
359.00	0.024943
360.00	0.024365
361.00	0.024241
362.00	0.024390
363.00	0.024989
364.00	0.026330
365.00	0.026152
366.00	0.023870
367.00	0.020201
368.00	0.017185
369.00	0.015798
370.00	0.014888
371.00	0.014450
372.00	0.014082
373.00	0.013514
374.00	0.012506
375.00	0.011803
376.00	0.011041
377.00	0.010350
378.00	0.0099958
379.00	0.0093384
380.00	0.0087148
381.00	0.0081453
382.00	0.0077085
383.00	0.0067351
384.00	0.0061521
385.00	0.0054896
386.00	0.0049396
387.00	0.0041158
388.00	0.0031331
389.00	0.0025705
390.00	0.0022248
391.00	0.0019162
392.00	0.0015359
393.00	0.0013659
394.00	0.0015713
395.00	0.0016334
396.00	0.0018018
