Wavelength (nm)	F17 abs N
210.00	0.82272
211.00	0.78855
212.00	0.75664
213.00	0.72893
214.00	0.70555
215.00	0.68450
216.00	0.66365
217.00	0.64284
218.00	0.62320
219.00	0.60510
220.00	0.58679
221.00	0.56763
222.00	0.54860
223.00	0.53169
224.00	0.51647
225.00	0.50175
226.00	0.48929
227.00	0.48065
228.00	0.47883
229.00	0.48508
230.00	0.49844
231.00	0.51910
232.00	0.54702
233.00	0.58235
234.00	0.62040
235.00	0.65707
236.00	0.69493
237.00	0.74246
238.00	0.79877
239.00	0.85129
240.00	0.89159
241.00	0.91955
242.00	0.94373
243.00	0.96546
244.00	0.97605
245.00	0.97498
246.00	0.97617
247.00	0.98801
248.00	1.0000
249.00	0.99670
250.00	0.96526
251.00	0.91370
252.00	0.86091
253.00	0.81185
254.00	0.76989
255.00	0.74071
256.00	0.73136
257.00	0.74036
258.00	0.76437
259.00	0.79637
260.00	0.82945
261.00	0.85453
262.00	0.86905
263.00	0.87150
264.00	0.86511
265.00	0.85812
266.00	0.85592
267.00	0.85984
268.00	0.87274
269.00	0.88544
270.00	0.89290
271.00	0.88809
272.00	0.86299
273.00	0.81170
274.00	0.73698
275.00	0.64816
276.00	0.55458
277.00	0.46481
278.00	0.38207
279.00	0.30891
280.00	0.24705
281.00	0.19637
282.00	0.15634
283.00	0.12628
284.00	0.10421
285.00	0.088097
286.00	0.077162
287.00	0.070253
288.00	0.065757
289.00	0.063120
290.00	0.061968
291.00	0.061805
292.00	0.062296
293.00	0.063449
294.00	0.064979
295.00	0.066892
296.00	0.069122
297.00	0.071475
298.00	0.074091
299.00	0.076841
300.00	0.080461
301.00	0.083404
302.00	0.086681
303.00	0.090123
304.00	0.093882
305.00	0.097654
306.00	0.10130
307.00	0.10507
308.00	0.10932
309.00	0.11307
310.00	0.11702
311.00	0.12115
312.00	0.12547
313.00	0.12951
314.00	0.13340
315.00	0.13744
316.00	0.14129
317.00	0.14485
318.00	0.14862
319.00	0.15211
320.00	0.15514
321.00	0.15824
322.00	0.16128
323.00	0.16351
324.00	0.16574
325.00	0.16753
326.00	0.16935
327.00	0.17041
328.00	0.17124
329.00	0.17151
330.00	0.17156
331.00	0.17092
332.00	0.17010
333.00	0.16931
334.00	0.16787
335.00	0.16539
336.00	0.16303
337.00	0.16037
338.00	0.15729
339.00	0.15369
340.00	0.14989
341.00	0.14591
342.00	0.14148
343.00	0.13715
344.00	0.13272
345.00	0.12781
346.00	0.12303
347.00	0.11791
348.00	0.11289
349.00	0.10773
350.00	0.10251
351.00	0.097456
352.00	0.092472
353.00	0.087625
354.00	0.082641
355.00	0.077628
356.00	0.072913
357.00	0.068519
358.00	0.064288
359.00	0.060337
360.00	0.056393
361.00	0.052648
362.00	0.048937
363.00	0.044924
364.00	0.041469
365.00	0.038449
366.00	0.035695
367.00	0.032581
368.00	0.030518
369.00	0.027872
370.00	0.026014
371.00	0.024215
372.00	0.022211
373.00	0.021025
374.00	0.019078
375.00	0.017869
376.00	0.016542
377.00	0.014877
378.00	0.014243
379.00	0.013355
380.00	0.012427
381.00	0.011771
382.00	0.010975
383.00	0.0099671
384.00	0.0093857
385.00	0.0084880
386.00	0.0080082
387.00	0.0077853
388.00	0.0071268
389.00	0.0066745
390.00	0.0061000
391.00	0.0059640
392.00	0.0056487
393.00	0.0052112
394.00	0.0047005
395.00	0.0050565
396.00	0.0047992
397.00	0.0042786
398.00	0.0040675
399.00	0.0040577
400.00	0.0036088
401.00	0.0033790
402.00	0.0032140
403.00	0.0029655
404.00	0.0034001
405.00	0.0033957
406.00	0.0028521
407.00	0.0029901
408.00	0.0033181
409.00	0.0028325
410.00	0.0027657
411.00	0.0031517
412.00	0.0027333
413.00	0.0027230
414.00	0.0027893
415.00	0.0027053
416.00	0.0026960
417.00	0.0026817
418.00	0.0029886
419.00	0.0029086
420.00	0.0026174
421.00	0.0025334
422.00	0.0021799
423.00	0.0021106
424.00	0.0024681
425.00	0.0023380
426.00	0.0021823
427.00	0.0022643
428.00	0.0022565
429.00	0.0020797
430.00	0.0020753
431.00	0.0023056
432.00	0.0020605
433.00	0.0017369
434.00	0.0020792
435.00	0.0019638
436.00	0.0018297
437.00	0.0021239
438.00	0.0024548
439.00	0.0016839
440.00	0.0015739
441.00	0.0015223
442.00	0.0015538
443.00	0.0011923
444.00	0.0012110
445.00	0.0010696
446.00	0.0012149
447.00	0.0010293
448.00	0.0010416
449.00	0.00028829
450.00	0.00054364
