Wavelength (nm)	A08 ems
270.00	0.018081
271.00	0.019802
272.00	0.022832
273.00	0.014525
274.00	0.020811
275.00	0.023720
276.00	0.037567
277.00	0.031670
278.00	0.080946
279.00	0.096676
280.00	0.15453
281.00	0.22042
282.00	0.31377
283.00	0.38191
284.00	0.43282
285.00	0.48013
286.00	0.52208
287.00	0.56897
288.00	0.60772
289.00	0.67320
290.00	0.73192
291.00	0.77591
292.00	0.84648
293.00	0.90480
294.00	0.96255
295.00	1.0000
296.00	0.99572
297.00	0.96360
298.00	0.91314
299.00	0.88014
300.00	0.83691
301.00	0.81232
302.00	0.79657
303.00	0.73861
304.00	0.69867
305.00	0.66957
306.00	0.65922
307.00	0.58715
308.00	0.56624
309.00	0.52348
310.00	0.50625
311.00	0.46473
312.00	0.42633
313.00	0.39172
314.00	0.36230
315.00	0.32318
316.00	0.29118
317.00	0.27243
318.00	0.24664
319.00	0.22537
320.00	0.21036
321.00	0.18723
322.00	0.17325
323.00	0.15992
324.00	0.14672
325.00	0.13629
326.00	0.12152
327.00	0.11576
328.00	0.10429
329.00	0.089732
330.00	0.085545
331.00	0.074939
332.00	0.066420
333.00	0.062022
334.00	0.056123
335.00	0.049466
336.00	0.047513
337.00	0.044790
338.00	0.037825
339.00	0.033892
340.00	0.031629
341.00	0.024625
342.00	0.023342
343.00	0.021448
344.00	0.017407
345.00	0.013196
346.00	0.013056
347.00	0.0098375
348.00	0.0086326
349.00	0.010973
350.00	0.0058961
