Wavelength (nm)	I04 ems
542.50	0.41310
543.00	0.40800
543.50	0.40140
544.00	0.39845
544.50	0.39165
545.00	0.38760
545.50	0.38117
546.00	0.37726
546.50	0.37130
547.00	0.36772
547.50	0.36095
548.00	0.35844
548.50	0.35221
549.00	0.34897
549.50	0.34207
550.00	0.33824
550.50	0.33385
551.00	0.32858
551.50	0.32373
552.00	0.32052
552.50	0.31521
553.00	0.31077
553.50	0.30527
554.00	0.30258
554.50	0.29737
555.00	0.29393
555.50	0.28842
556.00	0.28592
556.50	0.28116
557.00	0.27815
557.50	0.27372
558.00	0.27132
558.50	0.26672
559.00	0.26431
559.50	0.25982
560.00	0.25716
560.50	0.25347
561.00	0.25069
561.50	0.24699
562.00	0.24363
562.50	0.24089
563.00	0.23722
563.50	0.23333
564.00	0.23132
564.50	0.22758
565.00	0.22534
565.50	0.22152
566.00	0.21979
566.50	0.21643
567.00	0.21411
567.50	0.21011
568.00	0.20818
568.50	0.20547
569.00	0.20296
569.50	0.19962
570.00	0.19739
570.50	0.19433
571.00	0.19285
571.50	0.18961
572.00	0.18744
572.50	0.18451
573.00	0.18209
573.50	0.17928
574.00	0.17799
574.50	0.17485
575.00	0.17282
575.50	0.16976
576.00	0.16756
576.50	0.16540
577.00	0.16272
577.50	0.16057
578.00	0.15853
578.50	0.15569
579.00	0.15368
579.50	0.15161
580.00	0.15061
580.50	0.14785
581.00	0.14613
581.50	0.14393
582.00	0.14227
582.50	0.14071
583.00	0.13932
583.50	0.13587
584.00	0.13491
584.50	0.13229
585.00	0.13153
585.50	0.12890
586.00	0.12740
586.50	0.12573
587.00	0.12399
587.50	0.12149
588.00	0.12045
588.50	0.11871
589.00	0.11735
589.50	0.11499
590.00	0.11460
590.50	0.11204
591.00	0.11118
591.50	0.10938
592.00	0.10818
592.50	0.10591
593.00	0.10539
593.50	0.10277
594.00	0.10219
594.50	0.10041
595.00	0.099029
595.50	0.097983
596.00	0.095996
596.50	0.094862
597.00	0.093973
597.50	0.092170
598.00	0.091851
598.50	0.090140
599.00	0.088632
599.50	0.086729
600.00	0.086064
600.50	0.084688
601.00	0.083972
601.50	0.082030
602.00	0.080729
602.50	0.080204
603.00	0.078978
603.50	0.077679
604.00	0.077201
604.50	0.075812
605.00	0.074674
605.50	0.073959
606.00	0.072735
606.50	0.071985
607.00	0.071073
607.50	0.069863
608.00	0.069108
608.50	0.068247
609.00	0.067555
609.50	0.066651
610.00	0.065726
610.50	0.064857
611.00	0.063821
611.50	0.062843
612.00	0.062377
612.50	0.061442
613.00	0.060860
613.50	0.059673
614.00	0.058967
614.50	0.058240
615.00	0.057637
615.50	0.056774
616.00	0.056418
616.50	0.055675
617.00	0.054824
617.50	0.053683
618.00	0.053728
618.50	0.052887
619.00	0.052237
619.50	0.051305
620.00	0.051063
620.50	0.050422
621.00	0.050247
621.50	0.048820
622.00	0.048869
622.50	0.048166
623.00	0.047043
623.50	0.046678
624.00	0.046183
624.50	0.045806
625.00	0.044480
625.50	0.043960
626.00	0.044039
626.50	0.042808
627.00	0.042147
627.50	0.041366
628.00	0.041215
628.50	0.040971
629.00	0.040452
629.50	0.039934
630.00	0.039346
630.50	0.038861
631.00	0.038432
631.50	0.037843
632.00	0.037566
632.50	0.037333
633.00	0.036577
633.50	0.036080
634.00	0.035856
634.50	0.035168
635.00	0.035112
635.50	0.034627
636.00	0.033931
636.50	0.033663
637.00	0.032875
637.50	0.032426
638.00	0.032580
638.50	0.031413
639.00	0.031323
639.50	0.030998
640.00	0.030673
640.50	0.030402
641.00	0.029893
641.50	0.029157
642.00	0.029343
642.50	0.028654
643.00	0.028506
643.50	0.027630
644.00	0.027771
644.50	0.027396
645.00	0.027207
645.50	0.026595
646.00	0.026499
646.50	0.026209
647.00	0.025620
647.50	0.025237
648.00	0.025018
648.50	0.024671
649.00	0.024481
649.50	0.023998
650.00	0.023922
650.50	0.023797
651.00	0.023106
651.50	0.022558
652.00	0.022480
652.50	0.022406
653.00	0.021893
653.50	0.021664
654.00	0.021554
654.50	0.021283
655.00	0.020958
655.50	0.020742
656.00	0.020330
656.50	0.020174
657.00	0.020124
657.50	0.019785
658.00	0.019647
658.50	0.019509
659.00	0.018830
659.50	0.018713
660.00	0.018527
660.50	0.018170
661.00	0.018139
661.50	0.017874
662.00	0.017592
662.50	0.017252
663.00	0.017284
663.50	0.017021
664.00	0.017098
664.50	0.016597
665.00	0.016593
665.50	0.016642
666.00	0.016354
666.50	0.016123
667.00	0.015752
667.50	0.015483
668.00	0.015528
668.50	0.015398
669.00	0.014966
669.50	0.015279
670.00	0.014933
670.50	0.014679
671.00	0.014580
671.50	0.014334
672.00	0.014265
672.50	0.014100
673.00	0.014325
673.50	0.013847
674.00	0.013698
674.50	0.013543
675.00	0.013329
675.50	0.013333
676.00	0.013037
676.50	0.012803
677.00	0.012987
677.50	0.012702
678.00	0.012838
678.50	0.012469
679.00	0.012307
679.50	0.012213
680.00	0.011844
680.50	0.012257
681.00	0.011782
681.50	0.011692
682.00	0.011791
682.50	0.011453
683.00	0.011645
683.50	0.011239
684.00	0.011269
684.50	0.011130
685.00	0.010904
685.50	0.010898
686.00	0.010861
686.50	0.010548
687.00	0.010448
687.50	0.010511
688.00	0.010544
688.50	0.010454
689.00	0.010358
689.50	0.010203
690.00	0.010183
690.50	0.0099932
691.00	0.0098891
691.50	0.0096877
692.00	0.0098080
692.50	0.0096621
693.00	0.0095343
693.50	0.0098594
694.00	0.0094051
694.50	0.0094405
695.00	0.0094544
695.50	0.0090869
696.00	0.0088252
696.50	0.0091338
697.00	0.0091173
697.50	0.0086518
698.00	0.0087856
698.50	0.0085150
699.00	0.0086220
699.50	0.0083398
700.00	0.0082902
