Wavelength (nm)	I04 ems
430.00	0.00083515
430.50	0.00084561
431.00	0.00088395
431.50	0.00094371
432.00	0.00099868
432.50	0.0010681
433.00	0.0011380
433.50	0.0012701
434.00	0.0013203
434.50	0.0014144
435.00	0.0015090
435.50	0.0015988
436.00	0.0016698
436.50	0.0017578
437.00	0.0018700
437.50	0.0020397
438.00	0.0021055
438.50	0.0023430
439.00	0.0024522
439.50	0.0026618
440.00	0.0027466
440.50	0.0029344
441.00	0.0030865
441.50	0.0033578
442.00	0.0035291
442.50	0.0038829
443.00	0.0041204
443.50	0.0046816
444.00	0.0048565
444.50	0.0054402
445.00	0.0058331
445.50	0.0065448
446.00	0.0069232
446.50	0.0077249
447.00	0.0081949
447.50	0.0089596
448.00	0.0094608
448.50	0.010541
449.00	0.011223
449.50	0.012731
450.00	0.013611
450.50	0.015076
451.00	0.016359
451.50	0.018524
452.00	0.019986
452.50	0.022222
453.00	0.024147
453.50	0.027643
454.00	0.029062
454.50	0.032946
455.00	0.036157
455.50	0.041013
456.00	0.043560
456.50	0.048821
457.00	0.053165
457.50	0.059480
458.00	0.063896
458.50	0.071223
459.00	0.077250
459.50	0.086783
460.00	0.092047
460.50	0.10041
461.00	0.10908
461.50	0.12097
462.00	0.12763
462.50	0.13895
463.00	0.15036
463.50	0.16478
464.00	0.17374
464.50	0.18870
465.00	0.20163
465.50	0.22063
466.00	0.23157
466.50	0.24943
467.00	0.26316
467.50	0.28768
468.00	0.29928
468.50	0.32167
469.00	0.33640
469.50	0.36255
470.00	0.37690
470.50	0.40192
471.00	0.41866
471.50	0.44742
472.00	0.46183
472.50	0.48922
473.00	0.50792
473.50	0.53692
474.00	0.55456
474.50	0.58073
475.00	0.60077
475.50	0.62991
476.00	0.64741
476.50	0.67231
477.00	0.69119
477.50	0.71894
478.00	0.73072
478.50	0.75558
479.00	0.77204
479.50	0.79586
480.00	0.80646
480.50	0.82450
481.00	0.84037
481.50	0.85907
482.00	0.86984
482.50	0.88397
483.00	0.89956
483.50	0.91269
484.00	0.91860
484.50	0.93285
485.00	0.94042
485.50	0.95050
486.00	0.95759
486.50	0.96445
487.00	0.96956
487.50	0.97739
488.00	0.98092
488.50	0.98636
489.00	0.98892
489.50	0.99287
490.00	0.99415
490.50	0.99698
491.00	0.99857
491.50	0.99997
492.00	1.0000
492.50	0.99980
493.00	0.99939
493.50	0.99845
494.00	0.99823
494.50	0.99528
495.00	0.99524
495.50	0.98894
496.00	0.98843
496.50	0.98299
497.00	0.98082
497.50	0.97490
498.00	0.97209
498.50	0.96470
499.00	0.96166
499.50	0.95434
500.00	0.94892
500.50	0.94263
501.00	0.93583
501.50	0.92780
502.00	0.92503
502.50	0.91741
503.00	0.90961
503.50	0.90035
504.00	0.89632
504.50	0.88739
505.00	0.88176
505.50	0.87227
506.00	0.86774
506.50	0.85862
507.00	0.85039
507.50	0.84155
508.00	0.83609
508.50	0.82756
509.00	0.82193
509.50	0.81357
510.00	0.80895
510.50	0.80185
511.00	0.79377
511.50	0.78628
512.00	0.78294
512.50	0.77529
513.00	0.77094
513.50	0.75980
514.00	0.75728
514.50	0.74857
515.00	0.74484
515.50	0.73425
516.00	0.73067
516.50	0.72214
517.00	0.71842
517.50	0.70954
518.00	0.70627
518.50	0.69952
519.00	0.69296
519.50	0.68576
520.00	0.68200
520.50	0.67302
521.00	0.67058
521.50	0.66115
522.00	0.65804
522.50	0.64972
523.00	0.64420
523.50	0.63579
524.00	0.63071
524.50	0.62546
525.00	0.61957
525.50	0.61139
526.00	0.60708
526.50	0.59960
527.00	0.59301
527.50	0.58557
528.00	0.58151
528.50	0.57343
529.00	0.56828
529.50	0.56036
530.00	0.55664
530.50	0.54841
531.00	0.54254
531.50	0.53384
532.00	0.53145
532.50	0.52344
533.00	0.51958
533.50	0.51111
534.00	0.50804
534.50	0.50120
535.00	0.49539
535.50	0.48825
536.00	0.48411
536.50	0.47837
537.00	0.47365
537.50	0.46613
538.00	0.46298
538.50	0.45584
539.00	0.45171
539.50	0.44401
540.00	0.44141
540.50	0.43410
541.00	0.42953
541.50	0.42203
542.00	0.41937
