Wavelength (nm)	I17 abs N
483.00	0.011290
483.25	0.011400
483.50	0.011187
483.75	0.011208
484.00	0.012448
484.25	0.011400
484.50	0.010859
484.75	0.011407
485.00	0.011982
485.25	0.012057
485.50	0.012105
485.75	0.0098925
486.00	0.010447
486.25	0.010674
486.50	0.011365
486.75	0.012290
487.00	0.010167
487.25	0.012393
487.50	0.010187
487.75	0.011509
488.00	0.010728
488.25	0.011379
488.50	0.012318
488.75	0.011982
489.00	0.010927
489.25	0.011105
489.50	0.011324
489.75	0.011763
490.00	0.012701
490.25	0.012736
490.50	0.011112
490.75	0.011968
491.00	0.011208
491.25	0.011811
491.50	0.010742
491.75	0.011763
492.00	0.010749
492.25	0.011448
492.50	0.010427
492.75	0.011749
493.00	0.010715
493.25	0.012174
493.50	0.0095226
493.75	0.011283
494.00	0.010523
494.25	0.012969
494.50	0.010591
494.75	0.011386
495.00	0.010927
495.25	0.012640
495.50	0.010502
495.75	0.011146
496.00	0.012564
496.25	0.011160
496.50	0.012290
496.75	0.011879
497.00	0.012105
497.25	0.011448
497.50	0.010961
497.75	0.012140
498.00	0.012222
498.25	0.013832
498.50	0.011324
498.75	0.010434
499.00	0.013414
499.25	0.013702
499.50	0.011866
499.75	0.012921
500.00	0.012523
500.25	0.014421
500.50	0.013558
500.75	0.011434
501.00	0.012790
501.25	0.012921
501.50	0.011955
501.75	0.014092
502.00	0.012653
502.25	0.014277
502.50	0.013441
502.75	0.015517
503.00	0.012790
503.25	0.014558
503.50	0.014236
503.75	0.013393
504.00	0.015359
504.25	0.013106
504.50	0.014435
504.75	0.016003
505.00	0.015654
505.25	0.014291
505.50	0.014688
505.75	0.015538
506.00	0.016764
506.25	0.015476
506.50	0.015414
506.75	0.016606
507.00	0.016339
507.25	0.015969
507.50	0.017661
507.75	0.015777
508.00	0.017285
508.25	0.015127
508.50	0.016743
508.75	0.016908
509.00	0.018312
509.25	0.016997
509.50	0.017511
509.75	0.017387
510.00	0.018367
510.25	0.017682
510.50	0.018134
510.75	0.019093
511.00	0.020217
511.25	0.019415
511.50	0.020614
511.75	0.020751
512.00	0.018456
512.25	0.020025
512.50	0.019902
512.75	0.018285
513.00	0.019292
513.25	0.022005
513.50	0.020306
513.75	0.020011
514.00	0.020498
514.25	0.020874
514.50	0.022423
514.75	0.022162
515.00	0.022532
515.25	0.022608
515.50	0.022799
515.75	0.025108
516.00	0.020429
516.25	0.022991
