Wavelength (nm)	L05 abs N
363.00	0.072708
364.00	0.070206
365.00	0.067637
366.00	0.064515
367.00	0.061869
368.00	0.059369
369.00	0.056102
370.00	0.053198
371.00	0.050673
372.00	0.048022
373.00	0.044850
374.00	0.042112
375.00	0.039584
376.00	0.036502
377.00	0.033751
378.00	0.031708
379.00	0.029042
380.00	0.027002
381.00	0.024879
382.00	0.022673
383.00	0.020980
384.00	0.019204
385.00	0.017743
386.00	0.016519
387.00	0.015053
388.00	0.014251
389.00	0.013707
390.00	0.012286
391.00	0.012094
392.00	0.011323
393.00	0.010805
394.00	0.010238
395.00	0.0098124
396.00	0.0099528
397.00	0.0095980
398.00	0.0093429
399.00	0.0093132
400.00	0.0094051
401.00	0.0093872
402.00	0.0093333
403.00	0.0092277
404.00	0.0093804
405.00	0.0095934
406.00	0.0094896
407.00	0.010048
408.00	0.0099546
409.00	0.010296
410.00	0.010164
411.00	0.011083
412.00	0.011114
413.00	0.011857
414.00	0.011549
415.00	0.011915
416.00	0.012595
417.00	0.012527
418.00	0.013152
419.00	0.013848
420.00	0.014301
421.00	0.015033
422.00	0.015523
423.00	0.015990
424.00	0.016746
425.00	0.017513
426.00	0.018196
427.00	0.018731
428.00	0.019550
429.00	0.020544
430.00	0.021457
431.00	0.022071
432.00	0.022863
433.00	0.024118
434.00	0.025261
435.00	0.026179
436.00	0.027373
437.00	0.028332
438.00	0.029717
439.00	0.031138
440.00	0.032620
441.00	0.033973
442.00	0.035412
443.00	0.036801
444.00	0.038644
445.00	0.040041
446.00	0.041622
447.00	0.043296
448.00	0.045009
449.00	0.047045
450.00	0.048809
451.00	0.050791
452.00	0.052985
453.00	0.055387
454.00	0.057478
455.00	0.059797
456.00	0.062150
457.00	0.064681
458.00	0.067477
459.00	0.069982
460.00	0.072689
461.00	0.075243
462.00	0.078364
463.00	0.082286
464.00	0.085071
465.00	0.088247
466.00	0.091334
467.00	0.095036
468.00	0.098387
469.00	0.10258
470.00	0.10666
471.00	0.11075
472.00	0.11506
473.00	0.11961
474.00	0.12395
475.00	0.12806
476.00	0.13263
477.00	0.13765
478.00	0.14293
479.00	0.14831
480.00	0.15358
481.00	0.15924
482.00	0.16522
483.00	0.17032
484.00	0.17559
485.00	0.18334
486.00	0.18833
487.00	0.19267
488.00	0.20042
489.00	0.20689
490.00	0.21360
491.00	0.22085
492.00	0.22665
493.00	0.23432
494.00	0.24148
495.00	0.24947
496.00	0.25738
497.00	0.26522
498.00	0.27377
499.00	0.28201
500.00	0.28940
501.00	0.29750
502.00	0.30725
503.00	0.31695
504.00	0.32667
505.00	0.33505
506.00	0.34556
507.00	0.35538
508.00	0.36618
509.00	0.37653
510.00	0.38656
511.00	0.39709
512.00	0.40787
513.00	0.41896
514.00	0.43129
515.00	0.44139
516.00	0.45195
517.00	0.46303
518.00	0.47512
519.00	0.48546
520.00	0.49593
521.00	0.50749
522.00	0.51668
523.00	0.52957
524.00	0.53865
525.00	0.55097
526.00	0.55848
527.00	0.56925
528.00	0.57939
529.00	0.59186
530.00	0.59780
531.00	0.60531
532.00	0.61572
533.00	0.62279
534.00	0.63023
535.00	0.63764
536.00	0.64381
537.00	0.65133
538.00	0.65910
539.00	0.66408
540.00	0.67094
541.00	0.67645
542.00	0.68292
543.00	0.68736
544.00	0.69314
545.00	0.69734
546.00	0.70298
547.00	0.70623
548.00	0.71126
549.00	0.71677
550.00	0.72258
551.00	0.72548
552.00	0.73020
553.00	0.73616
554.00	0.74016
555.00	0.74762
556.00	0.75214
557.00	0.75765
558.00	0.76286
559.00	0.76990
560.00	0.77699
561.00	0.78566
562.00	0.79390
563.00	0.79948
564.00	0.81007
565.00	0.81959
566.00	0.82771
567.00	0.83879
568.00	0.84815
569.00	0.85920
570.00	0.87120
571.00	0.88381
572.00	0.89319
573.00	0.90362
574.00	0.91721
575.00	0.92582
576.00	0.93715
577.00	0.94751
578.00	0.95833
579.00	0.96663
580.00	0.97456
581.00	0.98140
582.00	0.98876
583.00	0.99430
584.00	0.99699
585.00	1.00000
586.00	0.99985
587.00	0.99876
588.00	0.99465
589.00	0.99233
590.00	0.98278
591.00	0.97436
592.00	0.96096
593.00	0.94962
594.00	0.93654
595.00	0.92071
596.00	0.90348
597.00	0.88056
598.00	0.85896
599.00	0.83492
600.00	0.81147
601.00	0.78751
602.00	0.75991
603.00	0.73203
604.00	0.70669
605.00	0.67700
606.00	0.64828
607.00	0.62028
608.00	0.59215
609.00	0.56316
610.00	0.53431
611.00	0.50779
612.00	0.48040
613.00	0.45375
614.00	0.42831
615.00	0.40362
616.00	0.37998
617.00	0.35665
618.00	0.33516
619.00	0.31291
620.00	0.29269
621.00	0.27487
622.00	0.25441
623.00	0.23769
624.00	0.22206
625.00	0.20634
626.00	0.19216
627.00	0.17818
628.00	0.16551
629.00	0.15302
630.00	0.14252
631.00	0.13182
632.00	0.12201
633.00	0.11286
634.00	0.10486
635.00	0.097018
636.00	0.089466
637.00	0.082768
638.00	0.075980
639.00	0.071064
640.00	0.065435
641.00	0.061319
642.00	0.056227
643.00	0.051682
644.00	0.048077
645.00	0.044466
646.00	0.040766
647.00	0.037624
648.00	0.034560
649.00	0.031897
650.00	0.029461
651.00	0.027569
652.00	0.025110
653.00	0.023581
654.00	0.021842
655.00	0.018175
656.00	0.017737
657.00	0.018858
658.00	0.016998
659.00	0.015552
660.00	0.014545
661.00	0.013291
662.00	0.012137
663.00	0.011898
664.00	0.010994
665.00	0.0096652
666.00	0.0093785
667.00	0.0091303
668.00	0.0086122
669.00	0.0081056
670.00	0.0072003
671.00	0.0072525
672.00	0.0069233
673.00	0.0062607
674.00	0.0058401
675.00	0.0058172
676.00	0.0052782
677.00	0.0053216
678.00	0.0047464
679.00	0.0043454
680.00	0.0042343
681.00	0.0042691
682.00	0.0041685
683.00	0.0038946
684.00	0.0039321
685.00	0.0036271
686.00	0.0036752
687.00	0.0033318
688.00	0.0033359
689.00	0.0034749
690.00	0.0032577
691.00	0.0031119
692.00	0.0027351
693.00	0.0029276
694.00	0.0030396
695.00	0.0021933
696.00	0.0026107
697.00	0.0024832
698.00	0.0027141
699.00	0.0026382
700.00	0.0023094
701.00	0.0026619
702.00	0.0025220
703.00	0.0023204
704.00	0.0022002
705.00	0.0021814
706.00	0.0019638
707.00	0.0021151
708.00	0.0023122
709.00	0.0018074
710.00	0.0018687
711.00	0.0019743
712.00	0.0019446
713.00	0.0019258
714.00	0.0017073
715.00	0.0017525
716.00	0.0021270
717.00	0.0020858
718.00	0.0019249
719.00	0.0021407
720.00	0.0017297
721.00	0.0018796
722.00	0.0019103
723.00	0.0015852
724.00	0.0017973
725.00	0.0017969
726.00	0.0021000
727.00	0.0019405
728.00	0.0016423
729.00	0.0016506
730.00	0.0017178
731.00	0.0015335
732.00	0.0020447
733.00	0.0013598
734.00	0.0016515
735.00	0.0018737
736.00	0.0018252
737.00	0.0020241
738.00	0.0013365
739.00	0.0013593
740.00	0.0018147
741.00	0.0020872
742.00	0.0017356
743.00	0.0014915
744.00	0.0017864
745.00	0.0015459
746.00	0.0016515
747.00	0.0016615
748.00	0.0015459
749.00	0.0013077
750.00	0.0015207
751.00	0.0013950
752.00	0.0013392
753.00	0.0015751
754.00	0.0017324
755.00	0.0015710
756.00	0.0012738
757.00	0.0017128
758.00	0.0012222
759.00	0.0013822
760.00	0.0015006
761.00	0.0015550
762.00	0.0014320
763.00	0.0014531
764.00	0.0014046
765.00	0.0015468
766.00	0.0016515
767.00	0.0013566
768.00	0.0010617
769.00	0.00096885
770.00	0.0013095
771.00	0.0012286
772.00	0.0015628
773.00	0.0015029
774.00	0.0013195
775.00	0.0013794
776.00	0.0012706
777.00	0.0014860
778.00	0.0013214
779.00	0.0010918
780.00	0.0014974
781.00	0.0012025
782.00	0.0013113
783.00	0.0010342
784.00	0.0012066
785.00	0.0014069
786.00	0.0016135
787.00	0.0014165
788.00	0.00097800
789.00	0.0014535
790.00	0.0013232
791.00	0.0014361
792.00	0.0016510
793.00	0.0011810
794.00	0.0014622
795.00	0.0012235
796.00	0.0016231
797.00	0.0017219
798.00	0.0011220
799.00	0.0015431
800.00	0.0011627
