Wavelength (nm)	C10 abs N
424.00	0.013101
425.00	0.013489
426.00	0.014369
427.00	0.015223
428.00	0.015910
429.00	0.016417
430.00	0.016851
431.00	0.017308
432.00	0.017739
433.00	0.018457
434.00	0.018659
435.00	0.019047
436.00	0.019075
437.00	0.018921
438.00	0.019225
439.00	0.019222
440.00	0.019176
441.00	0.019740
442.00	0.019617
443.00	0.019773
444.00	0.019985
445.00	0.020680
446.00	0.021750
447.00	0.022780
448.00	0.023921
449.00	0.025221
450.00	0.026740
451.00	0.028263
452.00	0.030005
453.00	0.032450
454.00	0.034817
455.00	0.036684
456.00	0.038408
457.00	0.040252
458.00	0.042198
459.00	0.043698
460.00	0.044758
461.00	0.045594
462.00	0.045880
463.00	0.045993
464.00	0.046439
465.00	0.046381
466.00	0.046066
467.00	0.045985
468.00	0.045196
469.00	0.043707
470.00	0.043313
471.00	0.042914
472.00	0.042903
473.00	0.043144
474.00	0.043402
475.00	0.043554
476.00	0.044183
477.00	0.045490
478.00	0.048081
479.00	0.050217
480.00	0.053279
481.00	0.055800
482.00	0.059226
483.00	0.062896
484.00	0.066498
485.00	0.071602
486.00	0.074000
487.00	0.075873
488.00	0.079531
489.00	0.081781
490.00	0.084662
491.00	0.086678
492.00	0.087788
493.00	0.088714
494.00	0.088493
495.00	0.087270
496.00	0.086428
497.00	0.085103
498.00	0.083553
499.00	0.081214
500.00	0.078366
501.00	0.075845
502.00	0.072735
503.00	0.069817
504.00	0.067505
505.00	0.065037
506.00	0.063125
507.00	0.060732
508.00	0.059215
509.00	0.058158
510.00	0.058459
511.00	0.058698
512.00	0.058614
513.00	0.059478
514.00	0.060492
515.00	0.063318
516.00	0.066135
517.00	0.068698
518.00	0.071775
519.00	0.074399
520.00	0.077184
521.00	0.080317
522.00	0.083678
523.00	0.086172
524.00	0.088447
525.00	0.090602
526.00	0.091366
527.00	0.092286
528.00	0.092958
529.00	0.092640
530.00	0.092406
531.00	0.091114
532.00	0.088624
533.00	0.085964
534.00	0.082879
535.00	0.080245
536.00	0.077131
537.00	0.073023
538.00	0.068683
539.00	0.064333
540.00	0.059984
541.00	0.056386
542.00	0.052231
543.00	0.047770
544.00	0.044057
545.00	0.039973
546.00	0.036240
547.00	0.032489
548.00	0.029564
549.00	0.026521
550.00	0.023273
551.00	0.020927
552.00	0.018190
553.00	0.015654
554.00	0.014093
555.00	0.012186
556.00	0.011060
557.00	0.0095556
558.00	0.0079412
559.00	0.0068813
560.00	0.0062792
561.00	0.0056949
562.00	0.0049721
563.00	0.0045326
564.00	0.0033308
565.00	0.0028557
566.00	0.0026402
567.00	0.0023473
568.00	0.0025243
569.00	0.0021843
570.00	0.0020227
571.00	0.0016366
572.00	0.0014644
573.00	0.0013677
574.00	0.0013802
575.00	0.0012692
576.00	0.0011460
577.00	0.00093782
578.00	0.0010835
579.00	0.00098543
580.00	0.0010614
581.00	0.00092772
582.00	0.00094022
583.00	0.00088492
584.00	0.00098687
585.00	0.00093349
586.00	0.00078633
587.00	0.00096763
588.00	0.00092580
589.00	0.00074209
590.00	0.00057858
591.00	0.00080605
592.00	0.00090031
593.00	0.00078201
594.00	0.00078682
595.00	0.00082673
596.00	0.00062331
597.00	0.00053867
598.00	0.00083491
599.00	0.0010176
600.00	0.00061850
