Wavelength (nm)	C10 abs N
275.00	0.26282
276.00	0.26147
277.00	0.20606
278.00	0.19081
279.00	0.19173
280.00	0.19130
281.00	0.19725
282.00	0.20617
283.00	0.21869
284.00	0.23415
285.00	0.25232
286.00	0.27425
287.00	0.29885
288.00	0.32709
289.00	0.35798
290.00	0.39096
291.00	0.42432
292.00	0.45863
293.00	0.49403
294.00	0.53230
295.00	0.57544
296.00	0.62432
297.00	0.68033
298.00	0.74452
299.00	0.80925
300.00	0.87503
301.00	0.93435
302.00	0.97849
303.00	1.00000
304.00	0.99195
305.00	0.95647
306.00	0.90092
307.00	0.82383
308.00	0.74326
309.00	0.66464
310.00	0.59137
311.00	0.52728
312.00	0.47355
313.00	0.42817
314.00	0.38902
315.00	0.35385
316.00	0.32179
317.00	0.29093
318.00	0.26083
319.00	0.23214
320.00	0.20592
321.00	0.18098
322.00	0.15955
323.00	0.14039
324.00	0.12390
325.00	0.11050
326.00	0.098579
327.00	0.088543
328.00	0.080447
329.00	0.073682
330.00	0.067497
331.00	0.061979
332.00	0.056887
333.00	0.052085
334.00	0.047666
335.00	0.043668
336.00	0.040005
337.00	0.036435
338.00	0.032792
339.00	0.029815
340.00	0.026644
341.00	0.024135
342.00	0.021891
343.00	0.019816
344.00	0.017746
345.00	0.016139
346.00	0.014452
347.00	0.013096
348.00	0.012081
349.00	0.010931
350.00	0.010070
351.00	0.0091762
352.00	0.0084788
353.00	0.0078450
354.00	0.0075507
355.00	0.0070712
356.00	0.0068880
357.00	0.0065413
358.00	0.0061551
359.00	0.0058315
360.00	0.0055458
361.00	0.0052414
362.00	0.0052371
363.00	0.0051188
364.00	0.0048985
365.00	0.0046701
366.00	0.0048721
367.00	0.0047961
368.00	0.0046230
369.00	0.0047196
370.00	0.0045191
371.00	0.0044484
372.00	0.0044186
373.00	0.0043089
374.00	0.0044941
375.00	0.0045229
376.00	0.0048880
377.00	0.0048139
378.00	0.0043253
379.00	0.0040127
380.00	0.0040127
381.00	0.0040978
382.00	0.0043897
383.00	0.0046316
384.00	0.0044739
385.00	0.0041786
386.00	0.0042007
387.00	0.0044003
388.00	0.0049726
389.00	0.0049356
390.00	0.0049567
391.00	0.0049322
392.00	0.0050173
393.00	0.0049490
394.00	0.0056295
395.00	0.0056747
396.00	0.0057810
397.00	0.0057690
398.00	0.0058565
399.00	0.0061537
400.00	0.0066317
401.00	0.0068125
402.00	0.0070934
403.00	0.0074805
404.00	0.0074228
405.00	0.0074103
406.00	0.0076806
407.00	0.0081821
408.00	0.0084269
409.00	0.0086659
410.00	0.0086760
411.00	0.0086438
412.00	0.0086433
413.00	0.0090824
414.00	0.0094479
415.00	0.0097922
416.00	0.0098230
417.00	0.0099740
418.00	0.010074
419.00	0.010730
420.00	0.011283
421.00	0.011892
422.00	0.012057
423.00	0.012609
