Wavelength (nm)	N01 abs N
220.00	0.31817
220.25	0.31903
220.50	0.31720
220.75	0.31688
221.00	0.31725
221.25	0.31570
221.50	0.31325
221.75	0.31010
222.00	0.31307
222.25	0.31245
222.50	0.31118
222.75	0.31362
223.00	0.31002
223.25	0.30991
223.50	0.30823
223.75	0.31202
224.00	0.31093
224.25	0.30833
224.50	0.30738
224.75	0.30640
225.00	0.30702
225.25	0.30917
225.50	0.31011
225.75	0.30985
226.00	0.31067
226.25	0.31124
226.50	0.31091
226.75	0.31294
227.00	0.31452
227.25	0.31511
227.50	0.31574
227.75	0.31603
228.00	0.31675
228.25	0.31861
228.50	0.32256
228.75	0.32338
229.00	0.32440
229.25	0.32536
229.50	0.32752
229.75	0.32999
230.00	0.33275
230.25	0.33342
230.50	0.33498
230.75	0.33669
231.00	0.33946
231.25	0.33813
231.50	0.34330
231.75	0.34531
232.00	0.34822
232.25	0.34970
232.50	0.35265
232.75	0.35501
233.00	0.35701
233.25	0.36179
233.50	0.36545
233.75	0.36837
234.00	0.36931
234.25	0.37322
234.50	0.37793
234.75	0.38227
235.00	0.38568
235.25	0.39107
235.50	0.39894
235.75	0.40185
236.00	0.40879
236.25	0.41283
236.50	0.41716
236.75	0.42216
237.00	0.42585
237.25	0.43049
237.50	0.43358
237.75	0.43604
238.00	0.43760
238.25	0.44210
238.50	0.44260
238.75	0.44553
239.00	0.44618
239.25	0.45094
239.50	0.45029
239.75	0.45236
240.00	0.45016
240.25	0.45064
240.50	0.45141
240.75	0.45023
241.00	0.45073
241.25	0.44901
241.50	0.44773
241.75	0.44509
242.00	0.44473
242.25	0.44114
242.50	0.43960
242.75	0.43541
243.00	0.43316
243.25	0.43149
243.50	0.42779
243.75	0.42381
244.00	0.41932
244.25	0.41485
244.50	0.41042
244.75	0.40331
245.00	0.39778
245.25	0.39325
245.50	0.38661
245.75	0.38080
246.00	0.37266
246.25	0.36483
246.50	0.35646
246.75	0.35013
247.00	0.34046
247.25	0.33283
247.50	0.32333
247.75	0.31744
248.00	0.30859
248.25	0.29791
248.50	0.28907
248.75	0.28264
249.00	0.27404
249.25	0.26514
249.50	0.25738
249.75	0.25141
250.00	0.24354
250.25	0.23821
250.50	0.23095
250.75	0.22539
251.00	0.22039
251.25	0.21492
251.50	0.20811
251.75	0.20505
252.00	0.20081
252.25	0.19720
252.50	0.19329
252.75	0.18943
253.00	0.18588
253.25	0.18352
253.50	0.18186
253.75	0.17891
254.00	0.17678
254.25	0.17386
254.50	0.17108
254.75	0.17060
255.00	0.16959
255.25	0.16890
255.50	0.16747
255.75	0.16762
256.00	0.16561
256.25	0.16381
256.50	0.16391
256.75	0.16304
257.00	0.16214
257.25	0.16182
257.50	0.16055
257.75	0.16009
258.00	0.15991
258.25	0.15853
258.50	0.15924
258.75	0.15897
259.00	0.15879
259.25	0.15808
259.50	0.15790
259.75	0.15775
260.00	0.15730
260.25	0.15595
260.50	0.15587
260.75	0.15557
261.00	0.15474
261.25	0.15503
261.50	0.15415
261.75	0.15532
262.00	0.15482
262.25	0.15406
262.50	0.15373
262.75	0.15313
263.00	0.15251
263.25	0.15156
263.50	0.15017
263.75	0.15025
264.00	0.14998
264.25	0.14871
264.50	0.14707
264.75	0.14749
265.00	0.14595
265.25	0.14458
265.50	0.14355
265.75	0.14194
266.00	0.14168
266.25	0.14104
266.50	0.13974
266.75	0.13930
267.00	0.13690
267.25	0.13760
267.50	0.13561
267.75	0.13428
268.00	0.13473
268.25	0.13350
268.50	0.13178
268.75	0.13175
269.00	0.13063
269.25	0.13049
269.50	0.12912
269.75	0.12818
270.00	0.12768
270.25	0.12587
270.50	0.12447
270.75	0.12402
271.00	0.12441
271.25	0.12280
271.50	0.12274
271.75	0.12186
272.00	0.12121
272.25	0.12093
272.50	0.12063
272.75	0.12062
273.00	0.11895
273.25	0.11913
273.50	0.11929
273.75	0.11831
274.00	0.11754
274.25	0.11694
274.50	0.11803
274.75	0.11642
275.00	0.11608
275.25	0.11600
275.50	0.11459
275.75	0.11627
276.00	0.11529
276.25	0.11539
276.50	0.11479
276.75	0.11492
277.00	0.11483
277.25	0.11594
277.50	0.11627
277.75	0.11506
278.00	0.11634
278.25	0.11692
278.50	0.11584
278.75	0.11635
279.00	0.11723
279.25	0.11779
279.50	0.11942
279.75	0.11735
280.00	0.11751
280.25	0.11862
280.50	0.11774
280.75	0.11866
281.00	0.12063
281.25	0.11996
281.50	0.12032
281.75	0.12106
282.00	0.12099
282.25	0.12206
282.50	0.12180
282.75	0.12342
283.00	0.12430
283.25	0.12349
283.50	0.12488
283.75	0.12630
284.00	0.12721
284.25	0.12696
284.50	0.12633
284.75	0.12733
285.00	0.12879
285.25	0.12835
285.50	0.12902
285.75	0.13063
286.00	0.13138
286.25	0.13204
286.50	0.13189
286.75	0.13265
287.00	0.13324
287.25	0.13308
287.50	0.13434
287.75	0.13526
288.00	0.13693
288.25	0.13596
288.50	0.13714
288.75	0.13565
289.00	0.13742
289.25	0.13765
289.50	0.13786
289.75	0.13903
290.00	0.13799
290.25	0.13760
290.50	0.13824
290.75	0.13831
291.00	0.13897
291.25	0.13874
291.50	0.13947
291.75	0.13888
292.00	0.13854
292.25	0.13845
292.50	0.13927
292.75	0.13804
293.00	0.13714
293.25	0.13602
293.50	0.13522
293.75	0.13426
294.00	0.13495
294.25	0.13415
294.50	0.13142
294.75	0.13156
295.00	0.13225
295.25	0.13119
295.50	0.12936
295.75	0.13007
296.00	0.12871
296.25	0.12885
296.50	0.12740
296.75	0.12661
297.00	0.12575
297.25	0.12529
297.50	0.12408
297.75	0.12366
298.00	0.12349
298.25	0.12178
298.50	0.11960
298.75	0.11805
299.00	0.11653
299.25	0.11718
299.50	0.11665
299.75	0.11378
300.00	0.11331
300.25	0.11249
300.50	0.11100
300.75	0.10966
301.00	0.10881
301.25	0.10751
301.50	0.10722
301.75	0.10449
302.00	0.10410
302.25	0.10232
302.50	0.10347
302.75	0.10165
303.00	0.098853
303.25	0.098761
303.50	0.097565
303.75	0.097778
304.00	0.095321
304.25	0.094382
304.50	0.093153
304.75	0.091269
305.00	0.090745
305.25	0.089227
305.50	0.088414
305.75	0.088916
306.00	0.086230
306.25	0.085012
306.50	0.085067
306.75	0.084346
307.00	0.082408
307.25	0.081414
307.50	0.081032
307.75	0.080939
308.00	0.079181
308.25	0.079378
308.50	0.078739
308.75	0.077396
309.00	0.076325
309.25	0.076757
309.50	0.075430
309.75	0.079006
310.00	0.076309
310.25	0.075364
310.50	0.074622
310.75	0.072902
311.00	0.070920
311.25	0.071695
311.50	0.072656
311.75	0.072028
312.00	0.075097
312.25	0.076549
312.50	0.073443
312.75	0.077204
313.00	0.070101
313.25	0.074223
313.50	0.071832
313.75	0.073148
314.00	0.067726
314.25	0.073164
314.50	0.071439
314.75	0.075113
