Wavelength (nm)	C08 abs N
330.00	0.16057
330.25	0.15713
330.50	0.16220
330.75	0.17063
331.00	0.18035
331.25	0.18264
331.50	0.18315
331.75	0.18907
332.00	0.19448
332.25	0.20189
332.50	0.20150
332.75	0.21651
333.00	0.21542
333.25	0.22039
333.50	0.22392
333.75	0.23524
334.00	0.23805
334.25	0.24459
334.50	0.24388
334.75	0.25529
335.00	0.25072
335.25	0.25718
335.50	0.26231
335.75	0.26474
336.00	0.27027
336.25	0.26944
336.50	0.27379
336.75	0.27667
337.00	0.27801
337.25	0.28418
337.50	0.28350
337.75	0.28137
338.00	0.28704
338.25	0.28600
338.50	0.28810
338.75	0.28246
339.00	0.28345
339.25	0.28401
339.50	0.27725
339.75	0.28003
340.00	0.27673
340.25	0.27630
340.50	0.27355
340.75	0.27050
341.00	0.27096
341.25	0.26952
341.50	0.26992
341.75	0.26746
342.00	0.26800
342.25	0.26520
342.50	0.26627
342.75	0.26439
343.00	0.26753
343.25	0.26744
343.50	0.27320
343.75	0.27378
344.00	0.28188
344.25	0.27925
344.50	0.28465
344.75	0.28741
345.00	0.29316
345.25	0.30378
345.50	0.30773
345.75	0.31206
346.00	0.31627
346.25	0.32832
346.50	0.33321
346.75	0.34438
347.00	0.35686
347.25	0.36492
347.50	0.37638
347.75	0.38439
348.00	0.39470
348.25	0.40603
348.50	0.41968
348.75	0.43303
349.00	0.44018
349.25	0.45672
349.50	0.46711
349.75	0.47782
350.00	0.49247
350.25	0.50338
350.50	0.51990
350.75	0.52841
351.00	0.53798
351.25	0.55647
351.50	0.56174
351.75	0.57728
352.00	0.58219
352.25	0.59359
352.50	0.60095
352.75	0.60657
353.00	0.61408
353.25	0.61688
353.50	0.61896
353.75	0.62075
354.00	0.62428
354.25	0.62276
354.50	0.62183
354.75	0.62139
355.00	0.61404
355.25	0.61618
355.50	0.60823
355.75	0.60500
356.00	0.59373
356.25	0.58769
356.50	0.58526
356.75	0.57900
357.00	0.56687
357.25	0.55946
357.50	0.54915
357.75	0.54460
358.00	0.53374
358.25	0.52385
358.50	0.52107
358.75	0.51045
359.00	0.50450
359.25	0.49384
359.50	0.48725
359.75	0.48081
360.00	0.47685
360.25	0.47174
360.50	0.46494
360.75	0.46370
361.00	0.45967
361.25	0.45711
361.50	0.45246
361.75	0.45341
362.00	0.45411
362.25	0.45468
362.50	0.45829
362.75	0.45939
363.00	0.46702
363.25	0.46868
363.50	0.48090
363.75	0.48408
364.00	0.49015
364.25	0.49951
364.50	0.51155
364.75	0.52623
365.00	0.53441
365.25	0.54820
365.50	0.55829
365.75	0.57404
366.00	0.58456
366.25	0.59875
366.50	0.61263
366.75	0.62884
367.00	0.64453
367.25	0.66405
367.50	0.68524
367.75	0.70014
368.00	0.72376
368.25	0.74204
368.50	0.76352
368.75	0.78959
369.00	0.80645
369.25	0.83073
369.50	0.85248
369.75	0.87177
370.00	0.89587
370.25	0.91302
370.50	0.92954
370.75	0.94787
371.00	0.95369
371.25	0.97262
371.50	0.97908
371.75	0.98314
372.00	0.99108
372.25	0.99053
372.50	1.0000
372.75	0.99493
373.00	0.99071
373.25	0.98695
373.50	0.98331
373.75	0.97601
374.00	0.96532
374.25	0.96121
374.50	0.95049
374.75	0.94814
375.00	0.94352
375.25	0.92770
375.50	0.91777
375.75	0.89659
376.00	0.88632
376.25	0.86477
376.50	0.84734
376.75	0.82842
377.00	0.80508
377.25	0.78790
377.50	0.76587
377.75	0.74524
378.00	0.72739
378.25	0.70890
378.50	0.68676
378.75	0.66951
379.00	0.65066
379.25	0.63535
379.50	0.61624
379.75	0.59269
380.00	0.58000
380.25	0.56380
380.50	0.54742
380.75	0.53551
381.00	0.52648
381.25	0.51138
381.50	0.50120
381.75	0.49665
382.00	0.48836
382.25	0.48360
382.50	0.48157
382.75	0.47835
383.00	0.47719
383.25	0.47829
383.50	0.48030
383.75	0.48318
384.00	0.48918
384.25	0.49529
384.50	0.49908
384.75	0.50156
385.00	0.50903
385.25	0.51947
385.50	0.52352
385.75	0.53347
386.00	0.54414
386.25	0.55100
386.50	0.56223
386.75	0.57361
387.00	0.58573
387.25	0.59700
387.50	0.61293
387.75	0.63280
388.00	0.64732
388.25	0.66528
388.50	0.68212
388.75	0.70531
389.00	0.73104
389.25	0.75726
389.50	0.77681
389.75	0.79818
390.00	0.81972
390.25	0.84505
390.50	0.86606
390.75	0.88367
391.00	0.89782
391.25	0.91197
391.50	0.92655
391.75	0.93740
392.00	0.94220
392.25	0.95713
392.50	0.95382
392.75	0.95610
393.00	0.95327
393.25	0.95026
393.50	0.94454
393.75	0.94311
394.00	0.92915
394.25	0.92744
394.50	0.91364
394.75	0.90087
395.00	0.88528
395.25	0.86319
395.50	0.84519
395.75	0.82323
396.00	0.80599
396.25	0.78368
396.50	0.76385
396.75	0.74448
397.00	0.72719
397.25	0.70425
397.50	0.68052
397.75	0.66292
398.00	0.63934
398.25	0.62004
398.50	0.59926
398.75	0.57571
399.00	0.55410
399.25	0.53387
399.50	0.51130
399.75	0.48897
400.00	0.47079
400.25	0.45031
400.50	0.42940
400.75	0.41157
401.00	0.39285
401.25	0.37519
401.50	0.35871
401.75	0.34193
402.00	0.32491
402.25	0.30828
402.50	0.29387
402.75	0.27765
403.00	0.26491
403.25	0.24940
403.50	0.23553
403.75	0.22355
404.00	0.21289
404.25	0.19876
404.50	0.18792
404.75	0.17816
405.00	0.16826
405.25	0.15731
405.50	0.14955
405.75	0.13987
406.00	0.13153
406.25	0.12665
406.50	0.11881
406.75	0.11089
407.00	0.10375
407.25	0.095800
407.50	0.091421
407.75	0.084099
408.00	0.081050
408.25	0.073774
408.50	0.071727
408.75	0.067670
409.00	0.061645
409.25	0.058386
409.50	0.056081
409.75	0.053118
410.00	0.047864
410.25	0.046580
410.50	0.043314
410.75	0.039877
411.00	0.038942
411.25	0.035116
411.50	0.034425
411.75	0.033983
412.00	0.030184
412.25	0.028307
412.50	0.024343
412.75	0.025792
413.00	0.024416
413.25	0.024166
413.50	0.021130
413.75	0.018957
414.00	0.018220
414.25	0.018384
414.50	0.018556
414.75	0.017423
415.00	0.015270
415.25	0.014967
415.50	0.013564
415.75	0.013314
416.00	0.014019
416.25	0.012201
416.50	0.012221
416.75	0.011293
417.00	0.0086588
417.25	0.0094885
417.50	0.0091987
417.75	0.010055
418.00	0.0076448
418.25	0.0071378
418.50	0.0070785
418.75	0.0080925
419.00	0.0073485
419.25	0.0069270
419.50	0.0067690
419.75	0.0066110
420.00	0.0064266
420.25	0.0054126
420.50	0.0050043
420.75	0.0056365
421.00	0.0040693
421.25	0.0044841
421.50	0.0037467
421.75	0.0055574
422.00	0.0040825
422.25	0.0040430
422.50	0.0032528
422.75	0.0032989
423.00	0.0023639
423.25	0.0028446
423.50	0.0031870
423.75	0.0049582
424.00	0.0022124
424.25	0.0024429
424.50	0.0037203
424.75	0.0016593
425.00	0.0035820
425.25	0.0022256
425.50	0.0023507
425.75	0.0036611
426.00	0.0025680
426.25	0.0018239
426.50	0.0030421
426.75	0.0013564
427.00	0.0019951
427.25	0.0022124
427.50	0.0023046
427.75	0.0019359
428.00	0.0034306
428.25	0.0011457
428.50	0.0016067
428.75	0.00067163
429.00	0.0027326
429.25	0.0015803
429.50	0.0013499
429.75	0.0025153
430.00	0.0015276
430.25	0.0027656
430.50	0.0022256
430.75	0.0028446
431.00	0.0035557
431.25	0.0037928
431.50	0.0010996
431.75	0.0010338
432.00	0.00071773
432.25	0.0017647
432.50	0.0014486
432.75	0.0018108
433.00	0.0018964
433.25	0.0015276
433.50	0.0024100
433.75	0.0021532
434.00	0.0014750
434.25	0.00053336
434.50	0.0010338
434.75	0.0010272
435.00	0.0016396
435.25	0.0032594
435.50	0.0020610
435.75	0.0018569
436.00	0.0018305
436.25	0.0020939
436.50	0.0016396
436.75	0.0010667
437.00	0.0016659
437.25	0.0012840
437.50	0.0016527
437.75	0.0012774
438.00	0.0018305
438.25	0.0012313
438.50	0.0014486
438.75	0.0019951
439.00	0.00096794
439.25	0.0010996
439.50	0.0014355
439.75	0.0019359
440.00	0.0027721
440.25	0.0011391
440.50	0.00077699
440.75	0.0019030
441.00	0.0033648
441.25	0.0012445
441.50	0.0010404
441.75	0.00088234
442.00	0.0011523
442.25	0.0010140
442.50	0.0016462
442.75	0.0027787
443.00	0.0012247
443.25	0.0012643
443.50	0.0011523
443.75	0.0018964
444.00	0.0022849
444.25	0.0020149
444.50	0.0020544
444.75	0.0014420
445.00	0.0013828
445.25	0.0012247
445.50	0.0017383
445.75	0.0023046
446.00	0.0022454
446.25	0.0012906
446.50	0.0019491
446.75	0.0010404
447.00	0.0024758
447.25	0.0020281
447.50	0.00084283
447.75	0.00099428
448.00	0.0019688
448.25	0.0011062
448.50	0.0011589
448.75	0.0014025
449.00	0.0016725
449.25	0.0017910
449.50	0.00082967
449.75	0.0019030
450.00	0.0024231
450.25	0.0021268
450.50	0.0013959
450.75	0.0023705
451.00	0.0028841
451.25	0.0014420
451.50	0.0012774
451.75	0.0012906
452.00	0.0017318
452.25	0.0014684
452.50	0.0012116
452.75	0.0012116
453.00	7.2431e-05
453.25	0.0018898
453.50	0.00061896
453.75	0.0013959
454.00	0.00054653
454.25	0.0022783
454.50	0.0017581
454.75	0.00059262
455.00	0.00089551
455.25	0.0021005
455.50	0.0015606
455.75	0.0014947
456.00	0.0022849
456.25	0.0014618
456.50	0.0024429
456.75	0.0010140
457.00	0.00045434
457.25	0.0024166
457.50	0.0010272
457.75	0.00094819
458.00	0.00044117
458.25	0.00060579
458.50	0.00070456
458.75	0.0012774
459.00	0.0019622
459.25	0.0014486
459.50	0.0012577
459.75	0.0014157
460.00	0.0014618
460.25	0.0014486
460.50	0.0011062
460.75	0.0011721
461.00	0.0013433
461.25	0.0013564
461.50	0.0011787
461.75	0.00076382
462.00	0.00077040
462.25	0.0010272
462.50	0.00080991
462.75	0.0015671
463.00	0.0016988
463.25	0.00084283
463.50	0.0017779
463.75	0.0016396
464.00	0.00072431
464.25	0.0011391
464.50	0.0014684
464.75	0.00088893
465.00	0.0019161
465.25	0.0013103
465.50	0.0017779
465.75	0.00069139
466.00	0.0018766
466.25	0.0011721
466.50	0.00050702
466.75	0.0015540
467.00	0.00048068
467.25	0.0030882
467.50	0.00011852
467.75	0.0017976
468.00	0.0010733
468.25	0.0014750
468.50	0.00011194
468.75	0.00044776
469.00	0.0025285
469.25	0.00075065
469.50	0.00088893
469.75	0.00053336
470.00	0.00094160
470.25	0.00053336
470.50	0.0020807
470.75	0.00050702
471.00	0.0022651
471.25	0.00045434
471.50	0.0020676
471.75	0.0018239
472.00	0.0016462
472.25	0.0016725
472.50	0.0015408
472.75	0.0012577
473.00	0.0014750
473.25	0.0017054
473.50	0.00093502
473.75	0.00096136
474.00	0.0019161
474.25	0.0016791
474.50	0.0032528
474.75	0.0012050
475.00	0.00040825
475.25	0.0013235
475.50	0.00086917
475.75	0.0018635
476.00	0.0014750
476.25	0.0013894
476.50	0.00045434
476.75	0.0011721
477.00	6.5846e-05
477.25	0.0010601
477.50	0.0012840
477.75	0.0010075
478.00	0.0015342
478.25	0.0012511
478.50	0.0013235
478.75	0.00054653
479.00	0.00073090
479.25	0.00052677
479.50	0.0016132
479.75	0.0014684
480.00	0.0026141
480.25	0.0015276
480.50	0.00061896
480.75	0.0011062
481.00	0.0013828
481.25	0.00049385
481.50	0.0015276
481.75	0.0021005
482.00	0.0017252
482.25	0.0012708
482.50	0.00075723
482.75	0.00096136
483.00	0.00073090
483.25	0.0014486
483.50	0.00078357
483.75	0.0012511
484.00	0.0016132
484.25	0.00034899
484.50	0.0035162
484.75	0.00096136
485.00	0.0010140
485.25	0.00076382
485.50	0.00056628
485.75	0.0027985
486.00	0.0013828
486.25	0.0036940
486.50	0.00095477
486.75	0.0028775
487.00	0.0012050
487.25	0.00027656
487.50	0.0014947
487.75	0.00032265
488.00	0.0012972
488.25	0.00042142
488.50	0.0014420
488.75	0.0022256
489.00	0.0022124
489.25	0.00021729
489.50	0.00089551
489.75	0.0022585
490.00	0.0012182
490.25	0.0016923
490.50	0.00045434
490.75	0.00088234
491.00	0.0018700
491.25	0.00075065
491.50	0.0022717
491.75	0.0014750
492.00	0.0011918
492.25	0.00082308
492.50	0.00059920
492.75	0.0022849
493.00	0.0017186
493.25	0.00075065
493.50	0.00075723
493.75	0.0023836
494.00	0.0016527
494.25	0.0023771
494.50	0.00089551
494.75	0.0016593
495.00	0.0015540
495.25	0.0015211
495.50	0.0020412
495.75	0.0024495
496.00	0.0010733
496.25	0.0019688
496.50	0.0011787
496.75	0.00061237
497.00	0.0010404
497.25	0.0021532
497.50	0.00036557
497.75	0.00096136
498.00	0.00069797
498.25	0.00033582
498.50	0.0015276
498.75	0.0014552
499.00	0.00065846
499.25	0.0016923
499.50	0.0021532
499.75	0.00086259
500.00	0.0024297
