Wavelength (nm)	C08 abs N
275.00	0.50423
275.25	0.47537
275.50	0.44813
275.75	0.42597
276.00	0.40561
276.25	0.38562
276.50	0.36810
276.75	0.35238
277.00	0.33842
277.25	0.32494
277.50	0.31249
277.75	0.30008
278.00	0.28958
278.25	0.27873
278.50	0.26667
278.75	0.25851
279.00	0.24700
279.25	0.23950
279.50	0.23194
279.75	0.22477
280.00	0.21638
280.25	0.20956
280.50	0.20294
280.75	0.19531
281.00	0.18974
281.25	0.18236
281.50	0.17709
281.75	0.17222
282.00	0.16722
282.25	0.16253
282.50	0.15696
282.75	0.15295
283.00	0.14679
283.25	0.14428
283.50	0.13879
283.75	0.13423
284.00	0.13215
284.25	0.12689
284.50	0.12490
284.75	0.11968
285.00	0.11723
285.25	0.11465
285.50	0.11038
285.75	0.10884
286.00	0.10537
286.25	0.10211
286.50	0.099191
286.75	0.096939
287.00	0.094746
287.25	0.093930
287.50	0.090434
287.75	0.088524
288.00	0.088135
288.25	0.084132
288.50	0.083967
288.75	0.080445
289.00	0.078785
289.25	0.077067
289.50	0.074867
289.75	0.073419
290.00	0.072148
290.25	0.071555
290.50	0.067894
290.75	0.067684
291.00	0.065096
291.25	0.064042
291.50	0.061935
291.75	0.061850
292.00	0.060263
292.25	0.058557
292.50	0.057306
292.75	0.054613
293.00	0.055792
293.25	0.052888
293.50	0.051801
293.75	0.052019
294.00	0.049306
294.25	0.049095
294.50	0.047943
294.75	0.046652
295.00	0.046896
295.25	0.045006
295.50	0.043821
295.75	0.043406
296.00	0.042161
296.25	0.041213
296.50	0.039758
296.75	0.040338
297.00	0.038467
297.25	0.036973
297.50	0.037085
297.75	0.035136
298.00	0.034629
298.25	0.033588
298.50	0.033687
298.75	0.032713
299.00	0.031547
299.25	0.031850
299.50	0.031112
299.75	0.031165
300.00	0.031475
300.25	0.030744
300.50	0.030605
300.75	0.031264
301.00	0.029749
301.25	0.030204
301.50	0.030138
301.75	0.029545
302.00	0.029591
302.25	0.030566
302.50	0.031060
302.75	0.031145
303.00	0.031014
303.25	0.030533
303.50	0.030691
303.75	0.031323
304.00	0.033621
304.25	0.031955
304.50	0.032350
304.75	0.031962
305.00	0.032693
305.25	0.033345
305.50	0.033707
305.75	0.034398
306.00	0.035096
306.25	0.034951
306.50	0.036499
306.75	0.035412
307.00	0.035603
307.25	0.035992
307.50	0.035834
307.75	0.037249
308.00	0.036584
308.25	0.037473
308.50	0.037723
308.75	0.037322
309.00	0.037539
309.25	0.038599
309.50	0.040370
309.75	0.036769
310.00	0.044868
310.25	0.041095
310.50	0.042682
310.75	0.042030
311.00	0.038007
311.25	0.039007
311.50	0.047627
311.75	0.043195
312.00	0.044130
312.25	0.047870
312.50	0.049951
312.75	0.047442
313.00	0.049148
313.25	0.048489
313.50	0.049938
313.75	0.048661
314.00	0.054211
314.25	0.051933
314.50	0.056648
314.75	0.059775
315.00	0.058412
315.25	0.061448
315.50	0.060533
315.75	0.066255
316.00	0.069060
316.25	0.073794
316.50	0.071871
316.75	0.074690
317.00	0.075381
317.25	0.079207
317.50	0.078548
317.75	0.082861
318.00	0.085153
318.25	0.086963
318.50	0.084027
318.75	0.088741
319.00	0.090532
319.25	0.096577
319.50	0.095023
319.75	0.094582
320.00	0.097663
320.25	0.097960
320.50	0.10013
320.75	0.098757
321.00	0.10367
321.25	0.10403
321.50	0.10165
321.75	0.11070
322.00	0.10514
322.25	0.10999
322.50	0.10861
322.75	0.10946
323.00	0.11133
323.25	0.11004
323.50	0.11273
323.75	0.10766
324.00	0.11002
324.25	0.10919
324.50	0.10956
324.75	0.10958
325.00	0.11167
325.25	0.11168
325.50	0.11217
325.75	0.11639
326.00	0.11283
326.25	0.11496
326.50	0.11453
326.75	0.11732
327.00	0.12470
327.25	0.12309
327.50	0.12341
327.75	0.12897
328.00	0.12945
328.25	0.12690
328.50	0.13428
328.75	0.14011
329.00	0.13909
329.25	0.14478
329.50	0.15003
329.75	0.14927
