Wavelength (nm)	H12 abs N
220.00	0.98821
220.25	0.98485
220.50	0.98650
220.75	0.97902
221.00	0.98189
221.25	0.97628
221.50	0.96605
221.75	0.95687
222.00	0.95894
222.25	0.95161
222.50	0.93975
222.75	0.93178
223.00	0.92807
223.25	0.91603
223.50	0.90509
223.75	0.89329
224.00	0.88659
224.25	0.87682
224.50	0.86695
224.75	0.84802
225.00	0.83652
225.25	0.82258
225.50	0.80574
225.75	0.79062
226.00	0.77332
226.25	0.75993
226.50	0.74422
226.75	0.72472
227.00	0.70883
227.25	0.69059
227.50	0.67178
227.75	0.65509
228.00	0.63748
228.25	0.61669
228.50	0.59592
228.75	0.57925
229.00	0.55998
229.25	0.53981
229.50	0.52231
229.75	0.50330
230.00	0.48582
230.25	0.46995
230.50	0.45225
230.75	0.43637
231.00	0.42066
231.25	0.40327
231.50	0.39047
231.75	0.37632
232.00	0.36347
232.25	0.35043
232.50	0.33782
232.75	0.32842
233.00	0.31595
233.25	0.30478
233.50	0.29472
233.75	0.28561
234.00	0.27719
234.25	0.26800
234.50	0.26113
234.75	0.25321
235.00	0.24353
235.25	0.23651
235.50	0.23084
235.75	0.22411
236.00	0.21965
236.25	0.21309
236.50	0.21052
236.75	0.20532
237.00	0.20192
237.25	0.19857
237.50	0.19580
237.75	0.19286
238.00	0.18927
238.25	0.18739
238.50	0.18640
238.75	0.18343
239.00	0.18184
239.25	0.17948
239.50	0.18022
239.75	0.17927
240.00	0.17640
240.25	0.17827
240.50	0.17631
240.75	0.17534
241.00	0.17516
241.25	0.17342
241.50	0.17450
241.75	0.17505
242.00	0.17413
242.25	0.17524
242.50	0.17466
242.75	0.17667
243.00	0.17490
243.25	0.17635
243.50	0.17741
243.75	0.17677
244.00	0.17900
244.25	0.18003
244.50	0.18132
244.75	0.18186
245.00	0.18345
245.25	0.18431
245.50	0.18682
245.75	0.18589
246.00	0.19005
246.25	0.18963
246.50	0.19126
246.75	0.19219
247.00	0.19289
247.25	0.19348
247.50	0.19524
247.75	0.19680
248.00	0.19807
248.25	0.20096
248.50	0.20134
248.75	0.20334
249.00	0.20417
249.25	0.20617
249.50	0.20735
249.75	0.20923
250.00	0.21170
250.25	0.21419
250.50	0.21425
250.75	0.21702
251.00	0.21639
251.25	0.21880
251.50	0.21997
251.75	0.22131
252.00	0.22149
252.25	0.22516
252.50	0.22546
252.75	0.22786
253.00	0.22905
253.25	0.23046
253.50	0.23206
253.75	0.23414
254.00	0.23495
254.25	0.23778
254.50	0.24061
254.75	0.24029
255.00	0.24157
255.25	0.24142
255.50	0.24258
255.75	0.24456
256.00	0.24613
256.25	0.24704
256.50	0.24812
256.75	0.25065
257.00	0.25359
257.25	0.25262
257.50	0.25497
257.75	0.25627
258.00	0.25752
258.25	0.25779
258.50	0.26201
258.75	0.26427
259.00	0.26463
259.25	0.26495
259.50	0.26760
259.75	0.26880
260.00	0.26835
260.25	0.27033
260.50	0.26972
260.75	0.27329
261.00	0.27226
261.25	0.27440
261.50	0.27680
261.75	0.27625
262.00	0.27747
262.25	0.27797
262.50	0.28039
262.75	0.28030
263.00	0.28248
263.25	0.27985
263.50	0.28209
263.75	0.28378
264.00	0.28108
264.25	0.28441
264.50	0.28365
264.75	0.28476
265.00	0.28461
265.25	0.28553
265.50	0.28483
265.75	0.28527
266.00	0.28446
266.25	0.28510
266.50	0.28671
266.75	0.28528
267.00	0.28543
267.25	0.28407
267.50	0.28247
267.75	0.28418
268.00	0.28328
268.25	0.28291
268.50	0.28176
268.75	0.28386
269.00	0.28304
269.25	0.27994
269.50	0.28002
269.75	0.27882
270.00	0.27664
