Wavelength (nm)	H10 ems
400.00	0.0034041
401.00	0.0033570
402.00	0.0033853
403.00	0.0033743
404.00	0.0036019
405.00	0.0034949
406.00	0.0035808
407.00	0.0038457
408.00	0.0036535
409.00	0.0036964
410.00	0.0041373
411.00	0.0040870
412.00	0.0046156
413.00	0.0048750
414.00	0.0051172
415.00	0.0057448
416.00	0.0061401
417.00	0.0064298
418.00	0.0076982
419.00	0.0086364
420.00	0.0096746
421.00	0.010793
422.00	0.012306
423.00	0.014302
424.00	0.016353
425.00	0.019219
426.00	0.022198
427.00	0.025814
428.00	0.029414
429.00	0.034249
430.00	0.039739
431.00	0.046255
432.00	0.052389
433.00	0.058287
434.00	0.066017
435.00	0.074773
436.00	0.084980
437.00	0.095538
438.00	0.10686
439.00	0.11988
440.00	0.13223
441.00	0.14770
442.00	0.16349
443.00	0.18072
444.00	0.19671
445.00	0.21766
446.00	0.23554
447.00	0.25934
448.00	0.28039
449.00	0.30466
450.00	0.33069
451.00	0.35592
452.00	0.37920
453.00	0.40947
454.00	0.43731
455.00	0.46739
456.00	0.49363
457.00	0.52386
458.00	0.55055
459.00	0.58015
460.00	0.60707
461.00	0.63621
462.00	0.66333
463.00	0.69009
464.00	0.72151
465.00	0.74837
466.00	0.76803
467.00	0.79374
468.00	0.81475
469.00	0.83546
470.00	0.85257
471.00	0.86989
472.00	0.88877
473.00	0.90458
474.00	0.91747
475.00	0.92670
476.00	0.94077
477.00	0.94716
478.00	0.95673
479.00	0.96473
480.00	0.96617
481.00	0.98124
482.00	0.98803
483.00	0.99555
484.00	1.0000
485.00	0.99185
486.00	0.98097
487.00	0.97794
488.00	0.96858
489.00	0.95309
490.00	0.94968
491.00	0.94038
492.00	0.93717
493.00	0.92901
494.00	0.92247
495.00	0.91341
496.00	0.90887
497.00	0.89437
498.00	0.88614
499.00	0.88246
500.00	0.87548
501.00	0.85713
502.00	0.84100
503.00	0.83128
504.00	0.82000
505.00	0.80580
506.00	0.79669
507.00	0.78360
508.00	0.77266
509.00	0.76288
510.00	0.74662
511.00	0.73393
512.00	0.72097
513.00	0.70787
514.00	0.70052
515.00	0.68219
516.00	0.66896
517.00	0.65490
518.00	0.64350
519.00	0.63394
520.00	0.62191
521.00	0.60449
522.00	0.59341
523.00	0.58660
524.00	0.57601
525.00	0.55361
526.00	0.54682
527.00	0.53003
528.00	0.52088
529.00	0.50980
530.00	0.49797
531.00	0.48587
532.00	0.47164
533.00	0.46231
534.00	0.45083
535.00	0.44107
536.00	0.43480
537.00	0.42001
538.00	0.41513
539.00	0.40002
540.00	0.39157
541.00	0.38357
542.00	0.37134
543.00	0.36534
544.00	0.35651
545.00	0.34901
546.00	0.34109
547.00	0.33189
548.00	0.32438
549.00	0.31833
550.00	0.31231
551.00	0.30583
552.00	0.29421
553.00	0.28734
554.00	0.28056
555.00	0.27296
556.00	0.26926
557.00	0.26015
558.00	0.25385
559.00	0.24860
560.00	0.24287
561.00	0.23654
562.00	0.23279
563.00	0.22466
564.00	0.21991
565.00	0.21244
566.00	0.20782
567.00	0.20227
568.00	0.19806
569.00	0.19248
570.00	0.18776
571.00	0.18436
572.00	0.17772
573.00	0.17370
574.00	0.16851
575.00	0.16453
576.00	0.16330
577.00	0.15727
578.00	0.15294
579.00	0.14854
580.00	0.14398
581.00	0.14011
582.00	0.13932
583.00	0.13395
584.00	0.13092
585.00	0.12587
586.00	0.12337
587.00	0.12097
588.00	0.11847
589.00	0.11639
590.00	0.11239
591.00	0.10878
592.00	0.10689
593.00	0.10409
594.00	0.10148
595.00	0.098367
596.00	0.095936
597.00	0.093440
598.00	0.092128
599.00	0.088516
600.00	0.087850
601.00	0.084944
602.00	0.082351
603.00	0.081792
604.00	0.078874
605.00	0.076118
606.00	0.074404
607.00	0.073837
608.00	0.070751
609.00	0.067044
610.00	0.066750
611.00	0.065850
612.00	0.063199
613.00	0.061826
614.00	0.058802
615.00	0.059505
616.00	0.056746
617.00	0.055974
618.00	0.054125
619.00	0.052237
620.00	0.051919
621.00	0.049809
622.00	0.048992
623.00	0.046140
624.00	0.046473
625.00	0.044805
626.00	0.043194
627.00	0.042871
628.00	0.042117
629.00	0.040587
630.00	0.039862
631.00	0.038010
632.00	0.037259
633.00	0.036615
634.00	0.035517
635.00	0.034715
636.00	0.033807
637.00	0.033083
638.00	0.032611
639.00	0.031824
640.00	0.030872
641.00	0.029564
642.00	0.029015
643.00	0.028645
644.00	0.028638
645.00	0.026895
646.00	0.026874
647.00	0.026458
648.00	0.025806
649.00	0.025243
650.00	0.024624
651.00	0.023972
652.00	0.023895
653.00	0.023215
654.00	0.022204
655.00	0.021910
656.00	0.021278
657.00	0.021167
658.00	0.020539
659.00	0.020157
660.00	0.019927
661.00	0.020378
662.00	0.018851
663.00	0.018373
664.00	0.018363
665.00	0.018157
666.00	0.017896
667.00	0.017495
668.00	0.016841
669.00	0.016582
670.00	0.017072
671.00	0.016434
672.00	0.016133
673.00	0.015917
674.00	0.015198
675.00	0.015350
676.00	0.014884
677.00	0.015006
678.00	0.014332
679.00	0.014467
680.00	0.013738
681.00	0.013522
682.00	0.013601
683.00	0.013911
684.00	0.014353
685.00	0.012874
686.00	0.012988
687.00	0.013404
688.00	0.013309
689.00	0.012139
690.00	0.011963
691.00	0.012086
692.00	0.012195
693.00	0.012241
694.00	0.012648
695.00	0.012180
696.00	0.012027
697.00	0.011931
698.00	0.012088
699.00	0.012085
700.00	0.011319
