Wavelength (nm)	T15 abs N
350.00	0.045684
351.00	0.045368
352.00	0.044991
353.00	0.044639
354.00	0.044768
355.00	0.044429
356.00	0.044399
357.00	0.044533
358.00	0.044849
359.00	0.044620
360.00	0.045276
361.00	0.045859
362.00	0.047372
363.00	0.049079
364.00	0.050633
365.00	0.051361
366.00	0.050428
367.00	0.050154
368.00	0.051047
369.00	0.052492
370.00	0.054611
371.00	0.056004
372.00	0.056913
373.00	0.058217
374.00	0.059472
375.00	0.060400
376.00	0.061841
377.00	0.062828
378.00	0.064023
379.00	0.065501
380.00	0.066929
381.00	0.069027
382.00	0.069638
383.00	0.071099
384.00	0.073012
385.00	0.074904
386.00	0.076918
387.00	0.079322
388.00	0.082147
389.00	0.085645
390.00	0.091288
391.00	0.099006
392.00	0.10756
393.00	0.11615
394.00	0.12796
395.00	0.14085
396.00	0.15466
397.00	0.16795
398.00	0.17938
399.00	0.18774
400.00	0.19458
401.00	0.19887
402.00	0.20013
403.00	0.19902
404.00	0.19614
405.00	0.19312
406.00	0.19089
407.00	0.19150
408.00	0.19476
409.00	0.20243
410.00	0.21544
411.00	0.23575
412.00	0.26618
413.00	0.30454
414.00	0.35369
415.00	0.41735
416.00	0.49431
417.00	0.58323
418.00	0.68129
419.00	0.77979
420.00	0.87312
421.00	0.94890
422.00	0.99290
423.00	1.00000
424.00	0.97285
425.00	0.91343
426.00	0.83015
427.00	0.72841
428.00	0.62525
429.00	0.52109
430.00	0.42486
431.00	0.34498
432.00	0.27557
433.00	0.21284
434.00	0.16292
435.00	0.12670
436.00	0.096495
437.00	0.073349
438.00	0.055822
439.00	0.043173
440.00	0.034080
441.00	0.027085
442.00	0.022249
443.00	0.019061
444.00	0.016374
445.00	0.014506
446.00	0.013074
447.00	0.011833
448.00	0.011234
449.00	0.010626
450.00	0.0099391
451.00	0.0096350
452.00	0.0094464
453.00	0.0091058
454.00	0.0090115
455.00	0.0088441
456.00	0.0083515
457.00	0.0081205
458.00	0.0081783
459.00	0.0078107
460.00	0.0076645
461.00	0.0075740
462.00	0.0072238
463.00	0.0075836
464.00	0.0077684
465.00	0.0073950
466.00	0.0069890
467.00	0.0069524
468.00	0.0069640
469.00	0.0068524
470.00	0.0069178
471.00	0.0071122
472.00	0.0066830
473.00	0.0068139
474.00	0.0070891
475.00	0.0070795
476.00	0.0070487
477.00	0.0068447
478.00	0.0070102
479.00	0.0071199
480.00	0.0071622
481.00	0.0069274
482.00	0.0068274
483.00	0.0070236
484.00	0.0069698
485.00	0.0073258
486.00	0.0068601
487.00	0.0061404
488.00	0.0071737
489.00	0.0067889
490.00	0.0065156
491.00	0.0064887
492.00	0.0063867
493.00	0.0062077
494.00	0.0065695
495.00	0.0065868
496.00	0.0067331
497.00	0.0062578
498.00	0.0066927
499.00	0.0069524
500.00	0.0073720
501.00	0.0077126
502.00	0.0076548
503.00	0.0080436
504.00	0.0082687
505.00	0.0089018
506.00	0.0093771
507.00	0.0096485
508.00	0.0099891
509.00	0.010813
510.00	0.011096
511.00	0.011500
512.00	0.011661
513.00	0.011971
514.00	0.012298
515.00	0.012779
516.00	0.013374
517.00	0.013472
518.00	0.013674
519.00	0.013978
520.00	0.014336
521.00	0.014461
522.00	0.014365
523.00	0.014090
524.00	0.013720
525.00	0.013384
526.00	0.013164
527.00	0.012672
528.00	0.012337
529.00	0.011910
530.00	0.011958
531.00	0.012260
532.00	0.012123
533.00	0.012556
534.00	0.012658
535.00	0.012906
536.00	0.013430
537.00	0.013645
538.00	0.013693
539.00	0.014042
540.00	0.014388
541.00	0.014486
542.00	0.014758
543.00	0.015168
544.00	0.015087
545.00	0.015114
546.00	0.015042
547.00	0.015310
548.00	0.015352
549.00	0.015423
550.00	0.015758
551.00	0.016303
552.00	0.017625
553.00	0.018402
554.00	0.019863
555.00	0.021839
556.00	0.023723
557.00	0.025921
558.00	0.027283
559.00	0.028480
560.00	0.029096
561.00	0.029816
562.00	0.029822
563.00	0.029791
564.00	0.029662
565.00	0.029104
566.00	0.028199
567.00	0.027247
568.00	0.025880
569.00	0.024753
570.00	0.023360
571.00	0.022215
572.00	0.021087
573.00	0.020129
574.00	0.019328
575.00	0.017704
576.00	0.016611
577.00	0.016440
578.00	0.015475
579.00	0.015139
580.00	0.015235
581.00	0.016380
582.00	0.016255
583.00	0.016299
584.00	0.016680
585.00	0.016957
586.00	0.017361
587.00	0.018018
588.00	0.017973
589.00	0.017879
590.00	0.018335
591.00	0.018841
592.00	0.020061
593.00	0.021620
594.00	0.022351
595.00	0.023531
596.00	0.023679
597.00	0.024139
598.00	0.025201
599.00	0.026804
600.00	0.029712
601.00	0.034759
602.00	0.042892
603.00	0.055716
604.00	0.072527
605.00	0.096435
606.00	0.12516
607.00	0.15338
608.00	0.17605
609.00	0.18751
610.00	0.18542
611.00	0.17082
612.00	0.14858
613.00	0.12290
614.00	0.098090
615.00	0.076449
616.00	0.058435
617.00	0.044256
618.00	0.033382
619.00	0.025172
620.00	0.019280
621.00	0.014904
622.00	0.011556
