Wavelength (nm)	I02 abs N
220.00	0.17418
220.25	0.17463
220.50	0.17596
220.75	0.17593
221.00	0.17784
221.25	0.18059
221.50	0.18308
221.75	0.18480
222.00	0.18535
222.25	0.18794
222.50	0.19119
222.75	0.19418
223.00	0.19598
223.25	0.19786
223.50	0.19923
223.75	0.20243
224.00	0.20539
224.25	0.20654
224.50	0.20913
224.75	0.21116
225.00	0.21542
225.25	0.21737
225.50	0.22012
225.75	0.22244
226.00	0.22667
226.25	0.22785
226.50	0.23217
226.75	0.23523
227.00	0.23824
227.25	0.24091
227.50	0.24360
227.75	0.24506
228.00	0.24959
228.25	0.25114
228.50	0.25498
228.75	0.25907
229.00	0.26237
229.25	0.26513
229.50	0.26808
229.75	0.27113
230.00	0.27360
230.25	0.27602
230.50	0.28028
230.75	0.28162
231.00	0.28573
231.25	0.28962
231.50	0.29384
231.75	0.29784
232.00	0.30115
232.25	0.30665
232.50	0.30809
232.75	0.31443
233.00	0.31939
233.25	0.32282
233.50	0.32727
233.75	0.33065
234.00	0.33544
234.25	0.33926
234.50	0.34495
234.75	0.35275
235.00	0.35917
235.25	0.36393
235.50	0.37209
235.75	0.37786
236.00	0.38427
236.25	0.39028
236.50	0.39690
236.75	0.40150
237.00	0.40782
237.25	0.41336
237.50	0.42014
237.75	0.42625
238.00	0.43358
238.25	0.43855
238.50	0.44567
238.75	0.45165
239.00	0.45954
239.25	0.46650
239.50	0.47213
239.75	0.47928
240.00	0.48617
240.25	0.49222
240.50	0.49975
240.75	0.50579
241.00	0.51303
241.25	0.51942
241.50	0.52689
241.75	0.53364
242.00	0.54210
242.25	0.54961
242.50	0.55703
242.75	0.56362
243.00	0.57149
243.25	0.57796
243.50	0.58569
243.75	0.59332
244.00	0.60013
244.25	0.60663
244.50	0.61621
244.75	0.62285
245.00	0.63227
245.25	0.63704
245.50	0.64625
245.75	0.65532
246.00	0.66320
246.25	0.66973
246.50	0.67546
246.75	0.68352
247.00	0.69207
247.25	0.69922
247.50	0.70575
247.75	0.71454
248.00	0.72010
248.25	0.72918
248.50	0.73711
248.75	0.74572
249.00	0.75179
249.25	0.75838
249.50	0.76683
249.75	0.77130
250.00	0.77862
250.25	0.78446
250.50	0.79336
250.75	0.79845
