Wavelength (nm)	H12 ems
410.00	0.0062849
410.50	0.0072375
411.00	0.0079261
411.50	0.0092010
412.00	0.0099130
412.50	0.011272
413.00	0.012369
413.50	0.014180
414.00	0.015259
414.50	0.017188
415.00	0.018789
415.50	0.021599
416.00	0.023026
416.50	0.025840
417.00	0.028225
417.50	0.032141
418.00	0.034333
418.50	0.038359
419.00	0.041121
419.50	0.046667
420.00	0.049847
420.50	0.055532
421.00	0.059749
421.50	0.067141
422.00	0.070962
422.50	0.078840
423.00	0.084483
423.50	0.094379
424.00	0.099891
424.50	0.11056
425.00	0.11758
425.50	0.13042
426.00	0.13768
426.50	0.15138
427.00	0.16076
427.50	0.17811
428.00	0.18716
428.50	0.20518
429.00	0.21724
429.50	0.23790
430.00	0.24884
430.50	0.27039
431.00	0.28430
431.50	0.30786
432.00	0.32129
432.50	0.34245
433.00	0.35918
433.50	0.38513
434.00	0.39855
434.50	0.42245
435.00	0.43862
435.50	0.46435
436.00	0.47747
436.50	0.49850
437.00	0.51592
437.50	0.53881
438.00	0.55223
438.50	0.57348
439.00	0.59095
439.50	0.61238
440.00	0.62533
440.50	0.64522
441.00	0.65988
441.50	0.68139
442.00	0.69393
442.50	0.71240
443.00	0.72510
443.50	0.74617
444.00	0.75640
444.50	0.77448
445.00	0.78640
445.50	0.80346
446.00	0.81321
446.50	0.82841
447.00	0.83845
447.50	0.85473
448.00	0.86330
448.50	0.87490
449.00	0.88474
449.50	0.89720
450.00	0.90417
450.50	0.91565
451.00	0.92282
451.50	0.93459
452.00	0.94002
452.50	0.94733
453.00	0.95441
453.50	0.96345
454.00	0.96586
454.50	0.97277
455.00	0.97703
455.50	0.98239
456.00	0.98331
456.50	0.98805
457.00	0.99076
457.50	0.99387
458.00	0.99528
458.50	0.99626
459.00	0.99852
459.50	0.99923
460.00	0.99996
460.50	0.99906
461.00	0.99991
461.50	0.99996
462.00	1.00000
462.50	0.99974
463.00	0.99902
463.50	0.99704
464.00	0.99763
464.50	0.99576
465.00	0.99331
465.50	0.99140
466.00	0.99101
466.50	0.98790
467.00	0.98715
467.50	0.98365
468.00	0.98168
468.50	0.97778
469.00	0.97686
469.50	0.97268
470.00	0.96957
470.50	0.96518
471.00	0.96426
471.50	0.95895
472.00	0.95729
472.50	0.95184
473.00	0.94886
473.50	0.94334
474.00	0.94074
474.50	0.93584
475.00	0.93100
475.50	0.92417
476.00	0.92089
476.50	0.91420
477.00	0.90891
477.50	0.90096
478.00	0.89794
478.50	0.88907
479.00	0.88240
479.50	0.87367
480.00	0.86848
480.50	0.86145
481.00	0.85534
481.50	0.84528
482.00	0.84098
482.50	0.83296
483.00	0.82576
483.50	0.81616
484.00	0.81150
484.50	0.80350
485.00	0.79796
485.50	0.78787
486.00	0.78230
486.50	0.77352
487.00	0.76721
487.50	0.75715
488.00	0.75184
488.50	0.74456
489.00	0.73739
489.50	0.72822
490.00	0.72288
490.50	0.71305
491.00	0.70727
491.50	0.69510
492.00	0.69125
492.50	0.68159
493.00	0.67558
493.50	0.66414
494.00	0.65921
494.50	0.65086
495.00	0.64384
495.50	0.63307
496.00	0.62904
496.50	0.61802
497.00	0.61231
497.50	0.60227
498.00	0.59650
498.50	0.58643
499.00	0.58047
499.50	0.56953
500.00	0.56403
500.50	0.55397
501.00	0.54822
501.50	0.53698
502.00	0.53161
502.50	0.52305
503.00	0.51548
503.50	0.50391
504.00	0.49890
504.50	0.48982
505.00	0.48317
505.50	0.47339
506.00	0.46852
506.50	0.45912
507.00	0.45282
507.50	0.44366
508.00	0.43930
508.50	0.43153
509.00	0.42597
509.50	0.41798
510.00	0.41336
510.50	0.40529
511.00	0.40119
511.50	0.39321
512.00	0.38887
512.50	0.38256
513.00	0.37726
513.50	0.36941
514.00	0.36558
514.50	0.35882
515.00	0.35429
515.50	0.34585
516.00	0.34342
516.50	0.33669
517.00	0.33274
517.50	0.32519
518.00	0.32242
518.50	0.31692
519.00	0.31293
519.50	0.30634
520.00	0.30290
520.50	0.29801
521.00	0.29388
521.50	0.28821
522.00	0.28436
522.50	0.27958
523.00	0.27597
523.50	0.26994
524.00	0.26700
524.50	0.26277
525.00	0.25864
525.50	0.25273
526.00	0.24972
526.50	0.24494
527.00	0.24165
527.50	0.23607
528.00	0.23377
528.50	0.22859
529.00	0.22526
529.50	0.21988
530.00	0.21730
530.50	0.21279
531.00	0.20974
531.50	0.20505
532.00	0.20327
532.50	0.19893
533.00	0.19575
533.50	0.19166
534.00	0.18954
534.50	0.18591
535.00	0.18303
535.50	0.17854
536.00	0.17713
536.50	0.17381
537.00	0.17172
537.50	0.16740
538.00	0.16574
538.50	0.16239
539.00	0.16000
539.50	0.15607
540.00	0.15462
540.50	0.15115
541.00	0.14919
541.50	0.14572
542.00	0.14413
542.50	0.14090
543.00	0.13918
543.50	0.13599
544.00	0.13419
544.50	0.13113
545.00	0.12968
545.50	0.12620
546.00	0.12477
546.50	0.12203
547.00	0.12012
547.50	0.11729
548.00	0.11647
548.50	0.11329
549.00	0.11200
549.50	0.10919
550.00	0.10799
550.50	0.10560
551.00	0.10370
551.50	0.10095
552.00	0.099696
552.50	0.097257
553.00	0.095792
553.50	0.093352
554.00	0.092767
554.50	0.090111
555.00	0.088488
555.50	0.086845
556.00	0.085437
556.50	0.083668
557.00	0.082447
557.50	0.080583
558.00	0.079446
558.50	0.078211
559.00	0.077037
559.50	0.075338
560.00	0.074052
560.50	0.072596
561.00	0.071625
561.50	0.069854
562.00	0.069018
562.50	0.067784
563.00	0.066685
563.50	0.064895
564.00	0.064194
564.50	0.063113
565.00	0.061920
565.50	0.060616
566.00	0.059835
566.50	0.058937
567.00	0.057829
567.50	0.056562
568.00	0.055853
568.50	0.054691
569.00	0.053854
569.50	0.052697
570.00	0.052294
570.50	0.051068
571.00	0.050474
571.50	0.049208
572.00	0.048835
572.50	0.047580
573.00	0.047002
573.50	0.045953
574.00	0.045447
574.50	0.044179
575.00	0.043715
575.50	0.042612
576.00	0.042257
576.50	0.041400
577.00	0.040820
577.50	0.039888
578.00	0.039256
578.50	0.038304
579.00	0.037856
579.50	0.037000
580.00	0.036525
580.50	0.035911
581.00	0.035331
581.50	0.034601
582.00	0.033966
582.50	0.033466
583.00	0.033107
583.50	0.032452
584.00	0.031986
584.50	0.031541
585.00	0.030898
585.50	0.030278
586.00	0.029780
586.50	0.029309
587.00	0.028902
587.50	0.028226
588.00	0.027897
588.50	0.027297
589.00	0.027019
589.50	0.026280
590.00	0.026016
590.50	0.025462
591.00	0.025076
591.50	0.024518
592.00	0.024597
592.50	0.023783
593.00	0.023616
593.50	0.023032
594.00	0.022766
594.50	0.022294
595.00	0.022022
595.50	0.021510
596.00	0.021404
596.50	0.020965
597.00	0.020543
597.50	0.020191
598.00	0.019925
598.50	0.019354
599.00	0.019136
599.50	0.018656
600.00	0.018543
600.50	0.018188
601.00	0.017945
601.50	0.017391
602.00	0.017343
602.50	0.017010
603.00	0.016684
603.50	0.016423
604.00	0.016321
604.50	0.015867
605.00	0.015634
605.50	0.015325
606.00	0.015126
606.50	0.014934
607.00	0.014709
607.50	0.014554
608.00	0.014311
608.50	0.014113
609.00	0.013762
609.50	0.013507
610.00	0.013361
610.50	0.013074
611.00	0.012874
611.50	0.012652
612.00	0.012621
612.50	0.012398
613.00	0.012221
613.50	0.011850
614.00	0.011724
614.50	0.011556
615.00	0.011424
615.50	0.011306
616.00	0.010978
616.50	0.010845
617.00	0.010785
617.50	0.010616
618.00	0.010501
618.50	0.010241
619.00	0.010232
619.50	0.0099258
620.00	0.0098861
620.50	0.0096360
621.00	0.0096382
621.50	0.0093992
622.00	0.0093877
622.50	0.0092935
623.00	0.0090892
623.50	0.0090385
624.00	0.0088148
624.50	0.0087390
625.00	0.0086591
625.50	0.0083618
626.00	0.0084400
626.50	0.0081879
627.00	0.0080756
627.50	0.0078424
628.00	0.0078355
628.50	0.0076823
629.00	0.0076068
629.50	0.0075251
630.00	0.0074278
630.50	0.0073367
631.00	0.0072568
631.50	0.0071583
632.00	0.0070401
632.50	0.0070534
633.00	0.0068885
633.50	0.0068702
634.00	0.0067165
634.50	0.0065866
635.00	0.0066130
635.50	0.0064520
636.00	0.0063407
636.50	0.0063329
637.00	0.0062359
637.50	0.0062073
638.00	0.0060120
638.50	0.0061507
639.00	0.0059839
639.50	0.0059070
640.00	0.0057627
640.50	0.0057136
641.00	0.0056951
641.50	0.0055789
642.00	0.0055169
642.50	0.0054508
643.00	0.0054762
643.50	0.0052404
644.00	0.0053196
644.50	0.0052202
645.00	0.0051951
645.50	0.0050987
646.00	0.0050913
646.50	0.0049884
647.00	0.0047998
647.50	0.0048582
648.00	0.0047921
648.50	0.0047494
649.00	0.0046841
649.50	0.0045991
650.00	0.0046125
650.50	0.0045631
651.00	0.0045120
651.50	0.0044346
652.00	0.0044908
652.50	0.0043594
653.00	0.0043665
653.50	0.0042252
654.00	0.0041577
654.50	0.0041972
655.00	0.0040916
655.50	0.0040792
656.00	0.0040471
656.50	0.0040019
657.00	0.0040345
657.50	0.0039225
658.00	0.0039318
658.50	0.0038876
659.00	0.0038350
659.50	0.0037173
660.00	0.0036829
660.50	0.0037104
661.00	0.0037460
661.50	0.0036997
662.00	0.0036285
662.50	0.0035767
663.00	0.0035417
663.50	0.0034834
664.00	0.0035569
664.50	0.0034590
665.00	0.0034242
665.50	0.0034489
666.00	0.0033550
666.50	0.0033862
667.00	0.0033595
667.50	0.0032948
668.00	0.0033899
668.50	0.0033100
669.00	0.0032667
669.50	0.0032489
670.00	0.0031755
670.50	0.0032044
671.00	0.0031132
671.50	0.0031135
672.00	0.0031634
672.50	0.0031054
673.00	0.0030746
673.50	0.0031103
674.00	0.0030792
674.50	0.0030512
675.00	0.0030459
675.50	0.0030453
676.00	0.0030128
676.50	0.0030210
677.00	0.0030157
677.50	0.0029609
678.00	0.0029442
678.50	0.0029053
679.00	0.0030182
679.50	0.0029290
680.00	0.0029750
680.50	0.0029286
681.00	0.0028570
681.50	0.0028339
682.00	0.0027902
682.50	0.0028614
683.00	0.0028021
683.50	0.0028759
684.00	0.0028098
684.50	0.0028041
685.00	0.0027464
685.50	0.0028115
686.00	0.0027090
686.50	0.0028190
687.00	0.0028208
687.50	0.0027464
688.00	0.0027387
688.50	0.0028066
689.00	0.0027333
689.50	0.0027661
690.00	0.0027029
690.50	0.0027716
691.00	0.0027665
691.50	0.0026986
692.00	0.0027114
692.50	0.0027390
693.00	0.0027413
693.50	0.0027277
694.00	0.0027869
694.50	0.0027152
695.00	0.0027195
695.50	0.0026501
696.00	0.0027765
696.50	0.0027882
697.00	0.0026952
697.50	0.0026528
698.00	0.0027693
698.50	0.0027580
699.00	0.0027470
699.50	0.0026796
700.00	0.0026757
