Wavelength (nm)	E20 abs N
593.25	5.5776e-05
593.50	0.0015236
593.75	0.0012006
594.00	0.0011302
594.25	0.00087186
594.50	0.0013063
594.75	0.00038456
595.00	0.0019521
595.25	0.00080728
595.50	0.00082489
595.75	0.00086599
596.00	0.0011478
596.25	0.00036107
596.50	0.00017818
596.75	0.00051960
597.00	0.0010010
597.25	0.00066050
597.50	0.00093644
597.75	0.00072508
598.00	0.00060179
598.25	0.0013416
598.50	0.00096580
598.75	0.00092470
599.00	0.00022017
599.25	0.0016527
599.50	0.0010656
599.75	0.00047263
600.00	0.0013474
