Wavelength (nm)	C15 ems
355.00	0.014998
356.00	0.017129
357.00	0.021798
358.00	0.028100
359.00	0.039377
360.00	0.058845
361.00	0.084583
362.00	0.12860
363.00	0.19362
364.00	0.28522
365.00	0.39293
366.00	0.51909
367.00	0.65211
368.00	0.76717
369.00	0.86619
370.00	0.93451
371.00	0.97592
372.00	1.0000
373.00	0.98659
374.00	0.96314
375.00	0.92674
376.00	0.88332
377.00	0.83644
378.00	0.78996
379.00	0.75475
380.00	0.72707
381.00	0.70185
382.00	0.69491
383.00	0.70576
384.00	0.71802
385.00	0.74085
386.00	0.77131
387.00	0.80475
388.00	0.83442
389.00	0.86214
390.00	0.87389
391.00	0.87947
392.00	0.87520
393.00	0.85446
394.00	0.83565
395.00	0.80838
396.00	0.76616
397.00	0.73725
398.00	0.68915
399.00	0.64687
400.00	0.61354
401.00	0.57639
402.00	0.53833
403.00	0.51135
404.00	0.48207
405.00	0.45574
406.00	0.43750
407.00	0.42032
408.00	0.41149
409.00	0.39955
410.00	0.39261
411.00	0.38513
412.00	0.37722
413.00	0.36908
414.00	0.36610
415.00	0.35530
416.00	0.34347
417.00	0.33349
418.00	0.31484
419.00	0.30014
420.00	0.28777
421.00	0.27636
422.00	0.26054
423.00	0.24787
424.00	0.23383
425.00	0.22078
426.00	0.20387
427.00	0.19146
428.00	0.18062
429.00	0.16462
430.00	0.15797
431.00	0.14687
432.00	0.13896
433.00	0.13207
434.00	0.12737
435.00	0.11920
436.00	0.11479
437.00	0.11119
438.00	0.10672
439.00	0.10260
440.00	0.099391
441.00	0.094744
442.00	0.089507
443.00	0.086393
444.00	0.082731
445.00	0.080225
446.00	0.075768
447.00	0.071250
448.00	0.068046
449.00	0.063971
450.00	0.061705
451.00	0.057358
452.00	0.052703
453.00	0.050789
454.00	0.049207
455.00	0.045792
456.00	0.042619
457.00	0.040400
458.00	0.038537
459.00	0.036006
460.00	0.033915
461.00	0.031501
462.00	0.030031
463.00	0.029581
464.00	0.027658
465.00	0.026490
466.00	0.025726
467.00	0.023286
468.00	0.023059
469.00	0.022028
470.00	0.020873
471.00	0.020010
472.00	0.019284
473.00	0.018819
474.00	0.017828
475.00	0.016709
476.00	0.016242
477.00	0.015702
478.00	0.015412
479.00	0.014940
480.00	0.013359
481.00	0.013029
482.00	0.012450
483.00	0.011921
484.00	0.011108
485.00	0.011472
486.00	0.010642
487.00	0.0095658
488.00	0.0094242
489.00	0.0090901
490.00	0.0083582
491.00	0.0081639
492.00	0.0084029
493.00	0.0076236
494.00	0.0075207
495.00	0.0070617
496.00	0.0067114
497.00	0.0062775
498.00	0.0066938
499.00	0.0049130
500.00	0.0057274
501.00	0.0056727
502.00	0.0055178
503.00	0.0053992
504.00	0.0053988
505.00	0.0049578
506.00	0.0049620
507.00	0.0046683
508.00	0.0044107
509.00	0.0042661
510.00	0.0039732
511.00	0.0044449
512.00	0.0036672
513.00	0.0040368
514.00	0.0035462
515.00	0.0039936
516.00	0.0037402
517.00	0.0041565
518.00	0.0037607
519.00	0.0036031
520.00	0.0035938
521.00	0.0031855
522.00	0.0031262
523.00	0.0036353
524.00	0.0032015
525.00	0.0031423
526.00	0.0027606
527.00	0.0033336
528.00	0.0032486
529.00	0.0029833
530.00	0.0030660
531.00	0.0032387
532.00	0.0033790
533.00	0.0029660
534.00	0.0027462
535.00	0.0023658
536.00	0.0028340
537.00	0.0031092
538.00	0.0024851
539.00	0.0030041
540.00	0.0031120
541.00	0.0036538
542.00	0.0039971
543.00	0.0041866
544.00	0.0031148
545.00	0.0031236
546.00	0.0032676
547.00	0.0026573
548.00	0.0025689
549.00	0.0026418
550.00	0.0029347
