Wavelength (nm)	O08 abs N
240.00	0.029311
240.25	0.028075
240.50	0.028383
240.75	0.031670
241.00	0.028620
241.25	0.029520
241.50	0.027486
241.75	0.031376
242.00	0.032842
242.25	0.032321
242.50	0.027749
242.75	0.028137
243.00	0.032884
243.25	0.030377
243.50	0.033578
243.75	0.029311
244.00	0.032038
244.25	0.035526
244.50	0.033726
244.75	0.033080
245.00	0.035785
245.25	0.035270
245.50	0.032940
245.75	0.036618
246.00	0.037729
246.25	0.032986
246.50	0.036859
246.75	0.036260
247.00	0.036233
247.25	0.036271
247.50	0.038440
247.75	0.039125
248.00	0.042427
248.25	0.040677
248.50	0.042279
248.75	0.041136
249.00	0.043241
249.25	0.043775
249.50	0.045512
249.75	0.046892
250.00	0.043908
250.25	0.044606
250.50	0.045327
250.75	0.046858
251.00	0.044336
251.25	0.045847
251.50	0.047207
251.75	0.049553
252.00	0.047258
252.25	0.047303
252.50	0.048590
252.75	0.051324
253.00	0.049738
253.25	0.048421
253.50	0.053888
253.75	0.052503
254.00	0.057242
254.25	0.053933
254.50	0.054812
254.75	0.054782
255.00	0.059700
255.25	0.055983
255.50	0.057224
255.75	0.058340
256.00	0.057487
256.25	0.055666
256.50	0.059049
256.75	0.060525
257.00	0.058190
257.25	0.058983
257.50	0.058852
257.75	0.056125
258.00	0.060706
258.25	0.063310
258.50	0.062817
258.75	0.062629
259.00	0.061967
259.25	0.059536
259.50	0.063658
259.75	0.068382
260.00	0.070823
260.25	0.066175
260.50	0.068151
260.75	0.069399
261.00	0.073799
261.25	0.070065
261.50	0.069189
261.75	0.073847
262.00	0.072133
262.25	0.067496
262.50	0.073217
262.75	0.067350
263.00	0.072143
263.25	0.070539
263.50	0.070787
263.75	0.069886
264.00	0.070707
264.25	0.067210
264.50	0.069531
264.75	0.070205
265.00	0.065724
265.25	0.065851
265.50	0.064866
265.75	0.065677
266.00	0.064012
266.25	0.065004
266.50	0.060919
266.75	0.059223
267.00	0.061816
267.25	0.058829
267.50	0.059930
267.75	0.057562
268.00	0.054439
268.25	0.055243
268.50	0.054332
268.75	0.056535
269.00	0.055995
269.25	0.051871
269.50	0.052122
269.75	0.050138
270.00	0.051039
270.25	0.048208
270.50	0.045701
270.75	0.042512
271.00	0.045551
271.25	0.044497
271.50	0.046787
271.75	0.045264
272.00	0.044231
272.25	0.039432
272.50	0.041753
272.75	0.040559
273.00	0.039900
273.25	0.039478
273.50	0.036381
273.75	0.034427
274.00	0.037675
274.25	0.038282
274.50	0.035218
274.75	0.039434
275.00	0.035134
275.25	0.034923
275.50	0.033013
275.75	0.032051
276.00	0.031403
276.25	0.029397
276.50	0.028760
276.75	0.031616
277.00	0.031047
277.25	0.028782
277.50	0.027433
