Wavelength (nm)	L01 abs N
220.00	0.14949
220.25	0.15011
220.50	0.14977
220.75	0.14891
221.00	0.14925
221.25	0.14758
221.50	0.14734
221.75	0.14893
222.00	0.14868
222.25	0.14956
222.50	0.14934
222.75	0.15109
223.00	0.15174
223.25	0.15259
223.50	0.15278
223.75	0.15421
224.00	0.15441
224.25	0.15383
224.50	0.15526
224.75	0.15521
225.00	0.15671
225.25	0.15729
225.50	0.15935
225.75	0.15951
226.00	0.16183
226.25	0.16245
226.50	0.16200
226.75	0.16181
227.00	0.16342
227.25	0.16487
227.50	0.16640
227.75	0.16743
228.00	0.16763
228.25	0.17002
228.50	0.17129
228.75	0.17252
229.00	0.17394
229.25	0.17525
229.50	0.17708
229.75	0.17734
230.00	0.17921
230.25	0.18141
230.50	0.18133
230.75	0.18462
231.00	0.18576
231.25	0.18678
231.50	0.18927
231.75	0.19121
232.00	0.19210
232.25	0.19556
232.50	0.19650
232.75	0.19805
233.00	0.19962
233.25	0.20086
233.50	0.20287
233.75	0.20603
234.00	0.20740
234.25	0.21035
234.50	0.21138
234.75	0.21444
235.00	0.21792
235.25	0.21954
235.50	0.22308
235.75	0.22500
236.00	0.22735
236.25	0.22888
236.50	0.23277
236.75	0.23492
237.00	0.23760
237.25	0.23994
237.50	0.24299
237.75	0.24485
238.00	0.24817
238.25	0.24994
238.50	0.25155
238.75	0.25363
239.00	0.25605
239.25	0.25924
239.50	0.26082
239.75	0.26484
240.00	0.26587
240.25	0.26823
240.50	0.27061
240.75	0.27325
241.00	0.27611
241.25	0.27715
241.50	0.27956
241.75	0.28194
242.00	0.28469
242.25	0.28633
242.50	0.28879
242.75	0.28837
243.00	0.29180
243.25	0.29511
243.50	0.29840
243.75	0.29872
244.00	0.30090
244.25	0.30240
244.50	0.30385
244.75	0.30576
245.00	0.30832
245.25	0.30933
245.50	0.31070
245.75	0.31307
246.00	0.31471
246.25	0.31534
246.50	0.31681
246.75	0.31844
247.00	0.31887
247.25	0.32112
247.50	0.32212
247.75	0.32279
248.00	0.32519
248.25	0.32573
248.50	0.32520
248.75	0.32513
249.00	0.32689
249.25	0.32842
249.50	0.32933
249.75	0.32851
250.00	0.33043
250.25	0.33044
250.50	0.32985
250.75	0.32939
251.00	0.32936
251.25	0.33009
251.50	0.32966
251.75	0.33098
252.00	0.32951
252.25	0.33078
252.50	0.32946
252.75	0.32843
253.00	0.32755
253.25	0.32710
253.50	0.32687
253.75	0.32717
254.00	0.32704
254.25	0.32521
254.50	0.32272
254.75	0.32367
255.00	0.32205
255.25	0.32084
255.50	0.31901
255.75	0.31970
256.00	0.31748
256.25	0.31716
256.50	0.31549
256.75	0.31489
257.00	0.31141
257.25	0.31199
257.50	0.30958
257.75	0.30808
258.00	0.30510
258.25	0.30435
258.50	0.30347
258.75	0.30125
259.00	0.29881
259.25	0.29629
259.50	0.29511
259.75	0.29512
260.00	0.29293
260.25	0.29113
260.50	0.29033
260.75	0.28849
261.00	0.28550
261.25	0.28428
261.50	0.28076
261.75	0.28186
262.00	0.27808
262.25	0.27672
262.50	0.27507
262.75	0.27448
263.00	0.27141
263.25	0.27076
263.50	0.26927
263.75	0.26792
264.00	0.26526
264.25	0.26455
264.50	0.26203
264.75	0.26050
265.00	0.25860
265.25	0.25558
265.50	0.25407
265.75	0.25271
266.00	0.25088
266.25	0.24870
266.50	0.24752
266.75	0.24609
267.00	0.24354
267.25	0.24107
267.50	0.23887
267.75	0.23653
268.00	0.23361
268.25	0.23120
268.50	0.22950
268.75	0.22687
269.00	0.22367
269.25	0.22227
269.50	0.21903
269.75	0.21763
270.00	0.21516
270.25	0.21283
270.50	0.20959
270.75	0.20652
271.00	0.20306
271.25	0.20033
271.50	0.19660
271.75	0.19205
272.00	0.19055
272.25	0.18786
272.50	0.18459
272.75	0.18196
273.00	0.17876
273.25	0.17691
273.50	0.17213
273.75	0.16940
274.00	0.16680
274.25	0.16351
274.50	0.15972
274.75	0.15553
275.00	0.15096
275.25	0.14819
275.50	0.14340
275.75	0.14097
276.00	0.13654
276.25	0.13366
276.50	0.13064
276.75	0.12839
277.00	0.12467
277.25	0.12272
277.50	0.11872
277.75	0.11610
278.00	0.11359
278.25	0.11002
278.50	0.10746
278.75	0.10579
279.00	0.10309
279.25	0.10050
279.50	0.098385
279.75	0.096369
280.00	0.094275
280.25	0.090609
280.50	0.088030
280.75	0.086486
281.00	0.085298
281.25	0.082015
281.50	0.081602
281.75	0.080720
282.00	0.078100
282.25	0.077278
282.50	0.074706
282.75	0.073003
283.00	0.071625
283.25	0.069975
283.50	0.068053
283.75	0.068141
284.00	0.065977
284.25	0.064421
284.50	0.064741
284.75	0.062505
285.00	0.062748
285.25	0.061583
285.50	0.059572
285.75	0.058833
286.00	0.058614
286.25	0.058980
286.50	0.057951
286.75	0.057289
287.00	0.057407
287.25	0.055716
287.50	0.054610
287.75	0.054515
288.00	0.055089
288.25	0.054557
288.50	0.056455
288.75	0.054799
289.00	0.054013
289.25	0.053640
289.50	0.053510
289.75	0.051635
290.00	0.052309
290.25	0.051884
290.50	0.053338
290.75	0.054137
291.00	0.055255
291.25	0.053262
291.50	0.054090
291.75	0.054362
292.00	0.054090
292.25	0.054226
292.50	0.054184
292.75	0.053894
293.00	0.054598
293.25	0.055497
293.50	0.056165
293.75	0.056698
294.00	0.057354
294.25	0.057520
294.50	0.056414
294.75	0.057319
295.00	0.058052
295.25	0.058720
295.50	0.058566
295.75	0.059755
296.00	0.060021
296.25	0.060299
296.50	0.059980
296.75	0.062990
297.00	0.061914
297.25	0.062878
297.50	0.063008
297.75	0.064386
298.00	0.065019
298.25	0.063842
298.50	0.064764
298.75	0.065929
299.00	0.066284
299.25	0.067029
299.50	0.068673
299.75	0.068431
300.00	0.070743
300.25	0.070655
300.50	0.070980
300.75	0.071849
301.00	0.070182
301.25	0.071110
301.50	0.072104
301.75	0.071796
302.00	0.073470
302.25	0.074724
302.50	0.074014
302.75	0.075072
303.00	0.075989
303.25	0.074511
303.50	0.074256
303.75	0.076060
304.00	0.075279
304.25	0.075078
304.50	0.076125
304.75	0.075522
305.00	0.077332
305.25	0.076060
305.50	0.076415
305.75	0.077237
306.00	0.077828
306.25	0.079467
306.50	0.076817
306.75	0.079916
307.00	0.078301
307.25	0.079638
307.50	0.078727
307.75	0.079591
308.00	0.079904
308.25	0.079851
308.50	0.081253
308.75	0.082157
309.00	0.082524
309.25	0.082382
309.50	0.083890
309.75	0.079685
310.00	0.084890
310.25	0.082979
310.50	0.084984
310.75	0.086037
311.00	0.085363
311.25	0.088409
311.50	0.088243
311.75	0.090792
312.00	0.086688
312.25	0.089349
312.50	0.090195
312.75	0.090975
313.00	0.094417
313.25	0.093495
313.50	0.096357
313.75	0.090786
314.00	0.089662
314.25	0.090561
314.50	0.094583
314.75	0.092921
315.00	0.093909
315.25	0.090543
315.50	0.098646
315.75	0.096836
316.00	0.094760
316.25	0.092341
316.50	0.092749
316.75	0.093311
317.00	0.094920
317.25	0.091649
317.50	0.086534
317.75	0.090431
318.00	0.087581
318.25	0.090124
318.50	0.093406
318.75	0.082719
319.00	0.084422
319.25	0.093092
319.50	0.084505
319.75	0.083825
320.00	0.083630
320.25	0.083748
320.50	0.082530
320.75	0.079804
321.00	0.082589
321.25	0.078727
321.50	0.080206
321.75	0.081501
322.00	0.081637
322.25	0.078911
322.50	0.078804
322.75	0.081223
323.00	0.082021
323.25	0.078100
323.50	0.078538
323.75	0.080673
324.00	0.080779
324.25	0.080543
324.50	0.076539
324.75	0.080904
325.00	0.077669
325.25	0.079946
325.50	0.080212
325.75	0.076788
326.00	0.080809
326.25	0.078875
326.50	0.078556
326.75	0.080655
327.00	0.083518
327.25	0.085741
327.50	0.084050
327.75	0.084807
328.00	0.084919
328.25	0.086191
328.50	0.088639
328.75	0.088769
329.00	0.087267
329.25	0.090437
329.50	0.093719
329.75	0.092264
330.00	0.092418
330.25	0.094263
330.50	0.094470
330.75	0.095973
331.00	0.096576
331.25	0.10157
331.50	0.10231
331.75	0.10232
332.00	0.10353
332.25	0.10706
332.50	0.10535
332.75	0.10564
333.00	0.10796
333.25	0.10733
333.50	0.10897
333.75	0.11420
334.00	0.11616
334.25	0.11597
334.50	0.11645
334.75	0.11683
335.00	0.11930
335.25	0.11929
335.50	0.12073
335.75	0.12551
336.00	0.12285
336.25	0.12662
336.50	0.12886
336.75	0.13071
337.00	0.13252
337.25	0.13307
337.50	0.13284
337.75	0.13758
338.00	0.13977
338.25	0.14117
338.50	0.14341
338.75	0.14761
339.00	0.14627
339.25	0.14787
339.50	0.15343
339.75	0.15479
340.00	0.15554
340.25	0.15766
340.50	0.16283
340.75	0.16061
341.00	0.16194
341.25	0.16866
341.50	0.16816
341.75	0.17236
342.00	0.17647
342.25	0.17764
342.50	0.17983
342.75	0.18063
343.00	0.18446
343.25	0.18559
343.50	0.19068
343.75	0.19358
344.00	0.19651
344.25	0.19950
344.50	0.19970
344.75	0.20073
345.00	0.20329
345.25	0.20711
345.50	0.20840
345.75	0.21198
346.00	0.21587
346.25	0.21989
346.50	0.22147
346.75	0.22389
347.00	0.22321
347.25	0.22495
347.50	0.22958
347.75	0.23498
348.00	0.23988
348.25	0.24176
348.50	0.24235
348.75	0.24515
349.00	0.24647
349.25	0.24789
349.50	0.25511
349.75	0.25269
350.00	0.25997
350.25	0.26123
350.50	0.26670
350.75	0.26531
351.00	0.26836
351.25	0.27151
351.50	0.27280
351.75	0.27627
352.00	0.27702
352.25	0.28624
352.50	0.28549
352.75	0.28649
353.00	0.28831
353.25	0.29280
353.50	0.29379
353.75	0.30015
354.00	0.30093
354.25	0.30165
354.50	0.30496
354.75	0.30944
355.00	0.31085
355.25	0.31740
355.50	0.31749
355.75	0.32072
356.00	0.32574
356.25	0.32670
356.50	0.32880
356.75	0.32887
357.00	0.33421
357.25	0.33577
357.50	0.33755
357.75	0.33812
358.00	0.34061
358.25	0.34743
358.50	0.34841
358.75	0.34892
359.00	0.35272
359.25	0.35625
359.50	0.35744
359.75	0.36013
