Wavelength (nm)	Q23 abs N
300.00	0.10925
301.00	0.10951
302.00	0.11005
303.00	0.11073
304.00	0.11093
305.00	0.11130
306.00	0.11171
307.00	0.11166
308.00	0.11190
309.00	0.11186
310.00	0.11156
311.00	0.11152
312.00	0.11143
313.00	0.11126
314.00	0.11119
315.00	0.11108
316.00	0.11112
317.00	0.11075
318.00	0.11020
319.00	0.10948
320.00	0.10877
321.00	0.10815
322.00	0.10697
323.00	0.10569
324.00	0.10463
325.00	0.10329
326.00	0.10209
327.00	0.10088
328.00	0.10013
329.00	0.099231
330.00	0.098541
331.00	0.097772
332.00	0.096892
333.00	0.096163
334.00	0.095751
335.00	0.094972
336.00	0.094324
337.00	0.093831
338.00	0.093170
339.00	0.092818
340.00	0.092509
341.00	0.091998
342.00	0.091127
343.00	0.090569
344.00	0.090106
345.00	0.089481
346.00	0.088978
347.00	0.088325
348.00	0.087714
349.00	0.086814
350.00	0.086096
351.00	0.085219
352.00	0.084612
353.00	0.084233
354.00	0.084016
355.00	0.084010
356.00	0.084140
357.00	0.084290
358.00	0.084952
359.00	0.086428
360.00	0.088289
361.00	0.090522
362.00	0.091436
363.00	0.092009
364.00	0.092305
365.00	0.092211
366.00	0.091580
367.00	0.090816
368.00	0.089875
369.00	0.089192
370.00	0.088658
371.00	0.089628
372.00	0.090873
373.00	0.092324
374.00	0.094604
375.00	0.097597
376.00	0.10156
377.00	0.10726
378.00	0.11445
379.00	0.12291
380.00	0.13373
381.00	0.14680
382.00	0.16170
383.00	0.17623
384.00	0.18717
385.00	0.19405
386.00	0.19362
387.00	0.18777
388.00	0.18099
389.00	0.17507
390.00	0.17087
391.00	0.16795
392.00	0.16472
393.00	0.16102
394.00	0.15741
395.00	0.15723
396.00	0.16116
397.00	0.16977
398.00	0.18218
399.00	0.19621
400.00	0.21284
401.00	0.23382
402.00	0.25730
403.00	0.28416
404.00	0.31460
405.00	0.34859
406.00	0.38236
407.00	0.41961
408.00	0.47063
409.00	0.53197
410.00	0.61024
411.00	0.70430
412.00	0.79935
413.00	0.85446
414.00	0.85546
415.00	0.79853
416.00	0.71341
417.00	0.62542
418.00	0.54916
419.00	0.49234
420.00	0.45699
421.00	0.44527
422.00	0.45644
423.00	0.49153
424.00	0.54677
425.00	0.63185
426.00	0.74219
427.00	0.87833
428.00	0.96780
429.00	1.0000
430.00	0.94695
431.00	0.82178
432.00	0.66162
433.00	0.49803
434.00	0.37253
435.00	0.28313
436.00	0.21238
437.00	0.16344
438.00	0.12810
439.00	0.10376
440.00	0.085624
441.00	0.072493
442.00	0.064392
443.00	0.058366
444.00	0.055877
445.00	0.054143
446.00	0.053333
447.00	0.050797
448.00	0.047467
449.00	0.043386
450.00	0.038855
451.00	0.034443
452.00	0.031049
453.00	0.027671
454.00	0.024594
455.00	0.022866
456.00	0.021316
457.00	0.019954
458.00	0.019278
459.00	0.018335
460.00	0.016971
461.00	0.016335
462.00	0.016043
463.00	0.016637
464.00	0.016941
465.00	0.016407
466.00	0.015701
467.00	0.015457
468.00	0.015860
469.00	0.015826
470.00	0.015394
471.00	0.016321
472.00	0.016809
473.00	0.017040
474.00	0.015961
475.00	0.016443
476.00	0.015808
477.00	0.015159
478.00	0.015471
479.00	0.014937
480.00	0.014551
481.00	0.014248
482.00	0.013642
483.00	0.013420
484.00	0.013092
485.00	0.013679
486.00	0.014585
487.00	0.012631
488.00	0.012583
489.00	0.010691
490.00	0.011205
491.00	0.010701
492.00	0.010464
493.00	0.010730
494.00	0.010177
495.00	0.0097351
496.00	0.010405
497.00	0.010513
498.00	0.010114
499.00	0.010171
500.00	0.0098310
501.00	0.0098482
502.00	0.010209
503.00	0.0099425
504.00	0.010063
505.00	0.010902
506.00	0.011311
507.00	0.011093
508.00	0.011045
509.00	0.010992
510.00	0.011689
511.00	0.012878
512.00	0.012431
513.00	0.012376
514.00	0.012421
515.00	0.013321
516.00	0.013178
517.00	0.013682
518.00	0.014156
519.00	0.014355
520.00	0.014615
521.00	0.014322
522.00	0.014288
523.00	0.014331
524.00	0.014710
525.00	0.014919
526.00	0.014538
527.00	0.014189
528.00	0.014319
529.00	0.014592
530.00	0.014370
531.00	0.014123
532.00	0.014156
533.00	0.014442
534.00	0.014417
535.00	0.014345
536.00	0.013233
537.00	0.013438
538.00	0.014732
539.00	0.014528
540.00	0.014796
541.00	0.015470
542.00	0.016765
543.00	0.017586
544.00	0.019343
545.00	0.020793
546.00	0.022030
547.00	0.024181
548.00	0.025705
549.00	0.026152
550.00	0.027250
551.00	0.029819
552.00	0.033688
553.00	0.036411
554.00	0.038588
555.00	0.040766
556.00	0.042263
557.00	0.043326
558.00	0.045272
559.00	0.046913
560.00	0.049428
561.00	0.050670
562.00	0.050524
563.00	0.050901
564.00	0.050510
565.00	0.049614
566.00	0.049596
567.00	0.049794
568.00	0.050061
569.00	0.049834
570.00	0.049091
571.00	0.047668
572.00	0.045454
573.00	0.043606
574.00	0.042331
575.00	0.039722
576.00	0.038187
577.00	0.037725
578.00	0.037272
579.00	0.035850
580.00	0.037369
581.00	0.037806
582.00	0.037284
583.00	0.034599
584.00	0.038149
585.00	0.042153
586.00	0.043113
587.00	0.049256
588.00	0.055844
589.00	0.060632
590.00	0.070028
591.00	0.081141
592.00	0.097470
593.00	0.11674
594.00	0.13838
595.00	0.16596
596.00	0.18841
597.00	0.20582
598.00	0.21052
599.00	0.20548
600.00	0.19630
601.00	0.19066
602.00	0.19286
603.00	0.20434
604.00	0.21769
605.00	0.23033
606.00	0.23385
607.00	0.22462
608.00	0.20926
609.00	0.19436
610.00	0.18555
611.00	0.18356
612.00	0.18573
613.00	0.18923
614.00	0.18726
615.00	0.17763
616.00	0.16023
617.00	0.13780
618.00	0.11504
619.00	0.092801
620.00	0.074755
621.00	0.060297
622.00	0.049074
623.00	0.041293
624.00	0.034327
625.00	0.029401
626.00	0.025835
627.00	0.023498
628.00	0.021239
629.00	0.020136
630.00	0.018892
631.00	0.018232
632.00	0.017907
633.00	0.017351
634.00	0.016402
635.00	0.015534
636.00	0.015694
637.00	0.015051
638.00	0.014898
639.00	0.014077
640.00	0.013156
641.00	0.012299
642.00	0.012216
643.00	0.012427
644.00	0.012556
645.00	0.013346
646.00	0.015543
647.00	0.016992
648.00	0.020606
649.00	0.024086
650.00	0.026986
651.00	0.032534
652.00	0.039024
653.00	0.047861
654.00	0.056736
655.00	0.083567
656.00	0.099361
657.00	0.080237
658.00	0.11484
659.00	0.14520
660.00	0.16112
661.00	0.17137
662.00	0.17391
663.00	0.16734
664.00	0.15340
665.00	0.13635
666.00	0.11585
667.00	0.095617
668.00	0.077693
669.00	0.060915
670.00	0.047403
671.00	0.037338
672.00	0.029295
673.00	0.022413
674.00	0.018087
675.00	0.014535
676.00	0.012127
677.00	0.010415
678.00	0.0092142
679.00	0.0079816
680.00	0.0066392
681.00	0.0057487
682.00	0.0052492
683.00	0.0049017
684.00	0.0046368
685.00	0.0047029
686.00	0.0035478
687.00	0.0031647
688.00	0.0031144
689.00	0.0032929
690.00	0.0029729
691.00	0.0035199
692.00	0.0027731
693.00	0.0029547
694.00	0.0022661
695.00	0.0026328
696.00	0.0028197
697.00	0.0028678
698.00	0.0025384
699.00	0.0025794
700.00	0.0023920
701.00	0.0025172
702.00	0.0024008
703.00	0.0023664
704.00	0.0020719
705.00	0.0019339
706.00	0.0022720
707.00	0.0031691
708.00	0.0022168
709.00	0.0023243
710.00	0.0020863
711.00	0.0025244
712.00	0.0021731
713.00	0.0022365
714.00	0.0022568
715.00	0.0021668
716.00	0.0018401
717.00	0.0016902
718.00	0.0020592
719.00	0.0018176
720.00	0.0016659
721.00	0.0017285
722.00	0.0014842
723.00	0.0012183
724.00	0.0018024
725.00	0.0013003
726.00	0.0016000
727.00	0.00098372
728.00	0.0014748
729.00	0.0015391
730.00	0.0013641
731.00	0.0015166
732.00	0.0011970
733.00	0.0015642
734.00	0.0020389
735.00	0.0013159
736.00	0.0010981
737.00	0.0012780
738.00	0.0010571
739.00	0.0020027
