Wavelength (nm)	I12 ems
625.00	0.0051540
626.00	0.0067325
627.00	0.0078981
628.00	0.010126
629.00	0.012502
630.00	0.016079
631.00	0.018012
632.00	0.023717
633.00	0.026322
634.00	0.030679
635.00	0.036479
636.00	0.043068
637.00	0.047784
638.00	0.056814
639.00	0.064876
640.00	0.075348
641.00	0.086114
642.00	0.096392
643.00	0.10962
644.00	0.12419
645.00	0.14113
646.00	0.16020
647.00	0.18087
648.00	0.20489
649.00	0.22913
650.00	0.25613
651.00	0.28732
652.00	0.32532
653.00	0.36351
654.00	0.40362
655.00	0.45075
656.00	0.48571
657.00	0.53374
658.00	0.58132
659.00	0.62620
660.00	0.66513
661.00	0.70872
662.00	0.76065
663.00	0.79930
664.00	0.83095
665.00	0.86747
666.00	0.89569
667.00	0.92160
668.00	0.93310
669.00	0.96252
670.00	0.96320
671.00	0.97818
672.00	0.98100
673.00	0.98667
674.00	0.99203
675.00	0.99822
676.00	0.99086
677.00	1.0000
678.00	0.99285
679.00	0.99578
680.00	0.99140
681.00	0.98647
682.00	0.97506
683.00	0.96577
684.00	0.96340
685.00	0.94777
686.00	0.93027
687.00	0.91944
688.00	0.89267
689.00	0.87706
690.00	0.85309
691.00	0.83024
692.00	0.80576
693.00	0.78629
694.00	0.77051
695.00	0.73683
696.00	0.71648
697.00	0.70064
698.00	0.66814
699.00	0.65795
700.00	0.63154
701.00	0.60986
702.00	0.58209
703.00	0.56798
704.00	0.55041
705.00	0.53379
706.00	0.51277
707.00	0.49577
708.00	0.47828
709.00	0.46403
710.00	0.45215
711.00	0.43922
712.00	0.41951
713.00	0.41046
714.00	0.39962
715.00	0.38805
716.00	0.37545
717.00	0.37124
718.00	0.36063
719.00	0.34811
720.00	0.33801
721.00	0.33282
722.00	0.33155
723.00	0.32595
724.00	0.32106
725.00	0.30971
726.00	0.30079
727.00	0.30607
728.00	0.29308
729.00	0.29120
730.00	0.29297
731.00	0.29102
732.00	0.28239
733.00	0.28091
734.00	0.27023
735.00	0.26903
736.00	0.26586
737.00	0.26438
738.00	0.26588
739.00	0.25858
740.00	0.25431
741.00	0.24747
742.00	0.25371
743.00	0.24290
744.00	0.24363
745.00	0.23964
746.00	0.23969
747.00	0.23321
748.00	0.22028
749.00	0.22260
750.00	0.21709
751.00	0.21727
752.00	0.21743
753.00	0.20559
754.00	0.20525
755.00	0.20125
756.00	0.19337
757.00	0.19010
758.00	0.19072
759.00	0.18013
760.00	0.18658
761.00	0.17511
762.00	0.16786
763.00	0.16115
764.00	0.16839
765.00	0.16412
766.00	0.15893
767.00	0.15197
768.00	0.14780
769.00	0.14501
770.00	0.14264
771.00	0.13995
772.00	0.13231
773.00	0.12390
774.00	0.12759
775.00	0.12473
776.00	0.12481
777.00	0.11461
778.00	0.11011
779.00	0.10447
780.00	0.11005
781.00	0.10856
782.00	0.10072
783.00	0.094262
784.00	0.095387
785.00	0.087438
786.00	0.093594
787.00	0.088353
788.00	0.085183
789.00	0.083537
790.00	0.076171
791.00	0.076289
792.00	0.070114
793.00	0.072928
794.00	0.072064
795.00	0.062064
796.00	0.069179
797.00	0.059774
798.00	0.057251
799.00	0.061594
800.00	0.061342
