Wavelength (nm)	J02 abs N
280.00	0.33221
281.00	0.32446
282.00	0.31660
283.00	0.30873
284.00	0.30131
285.00	0.29379
286.00	0.28665
287.00	0.27938
288.00	0.27210
289.00	0.26544
290.00	0.25866
291.00	0.25239
292.00	0.24641
293.00	0.24094
294.00	0.23590
295.00	0.23141
296.00	0.22778
297.00	0.22455
298.00	0.22154
299.00	0.21918
300.00	0.21731
301.00	0.21558
302.00	0.21408
303.00	0.21285
304.00	0.21166
305.00	0.21079
306.00	0.21003
307.00	0.20925
308.00	0.20864
309.00	0.20748
310.00	0.20634
311.00	0.20596
312.00	0.20578
313.00	0.20515
314.00	0.20454
315.00	0.20400
316.00	0.20295
317.00	0.20143
318.00	0.19939
319.00	0.19721
320.00	0.19482
321.00	0.19257
322.00	0.19070
323.00	0.18952
324.00	0.18847
325.00	0.18832
326.00	0.18815
327.00	0.18837
328.00	0.18843
329.00	0.18779
330.00	0.18716
331.00	0.18609
332.00	0.18492
333.00	0.18416
334.00	0.18363
335.00	0.18359
336.00	0.18471
337.00	0.18668
338.00	0.18996
339.00	0.19360
340.00	0.19856
341.00	0.20417
342.00	0.21004
343.00	0.21663
344.00	0.22396
345.00	0.23176
346.00	0.23985
347.00	0.24849
348.00	0.25724
349.00	0.26667
350.00	0.27610
351.00	0.28585
352.00	0.29610
353.00	0.30656
354.00	0.31758
355.00	0.32858
356.00	0.33975
357.00	0.35046
358.00	0.36183
359.00	0.37348
360.00	0.38560
361.00	0.39820
362.00	0.41120
363.00	0.42405
364.00	0.43719
365.00	0.45086
366.00	0.46527
367.00	0.47907
368.00	0.49324
369.00	0.50725
370.00	0.52095
371.00	0.53451
372.00	0.54783
373.00	0.56245
374.00	0.57752
375.00	0.59187
376.00	0.60495
377.00	0.61938
378.00	0.63406
379.00	0.64713
380.00	0.66068
381.00	0.67543
382.00	0.68862
383.00	0.70162
384.00	0.71492
385.00	0.72662
386.00	0.74003
387.00	0.75299
388.00	0.76724
389.00	0.77763
390.00	0.78912
391.00	0.80145
392.00	0.81300
393.00	0.82310
394.00	0.83377
395.00	0.84436
396.00	0.85346
397.00	0.86508
398.00	0.87316
399.00	0.88133
400.00	0.88917
401.00	0.89757
402.00	0.90553
403.00	0.91311
404.00	0.91925
405.00	0.92487
406.00	0.93056
407.00	0.93779
408.00	0.94322
409.00	0.94911
410.00	0.95413
411.00	0.95836
412.00	0.96235
413.00	0.96492
414.00	0.96915
415.00	0.97225
416.00	0.97690
417.00	0.98003
418.00	0.98301
419.00	0.98405
420.00	0.98774
421.00	0.98876
422.00	0.99062
423.00	0.99211
424.00	0.99255
425.00	0.99485
426.00	0.99632
427.00	0.99749
428.00	0.99822
429.00	0.99816
430.00	1.0000
431.00	0.99824
432.00	0.99754
433.00	0.99697
434.00	0.99809
435.00	0.99869
436.00	0.99798
437.00	0.99668
438.00	0.99535
439.00	0.99433
440.00	0.99112
441.00	0.99058
442.00	0.98935
443.00	0.98587
444.00	0.98463
445.00	0.98049
446.00	0.97693
447.00	0.97284
448.00	0.96797
449.00	0.96352
450.00	0.95959
451.00	0.95475
452.00	0.94735
453.00	0.93934
454.00	0.93530
455.00	0.92909
456.00	0.92194
457.00	0.91036
458.00	0.90052
459.00	0.89283
460.00	0.88326
461.00	0.87221
462.00	0.86164
463.00	0.85079
464.00	0.83823
465.00	0.82567
466.00	0.81311
467.00	0.79985
468.00	0.78740
469.00	0.77283
470.00	0.75680
471.00	0.74152
472.00	0.72632
473.00	0.71152
474.00	0.69571
475.00	0.68030
476.00	0.66421
477.00	0.64841
478.00	0.63099
479.00	0.61311
480.00	0.59607
481.00	0.57999
482.00	0.56129
483.00	0.54389
484.00	0.52760
485.00	0.50558
486.00	0.49251
487.00	0.47948
488.00	0.46172
489.00	0.44265
490.00	0.42563
491.00	0.40823
492.00	0.39197
493.00	0.37453
494.00	0.35957
495.00	0.34397
496.00	0.32817
497.00	0.31440
498.00	0.29925
499.00	0.28481
500.00	0.27164
501.00	0.25776
502.00	0.24522
503.00	0.23198
504.00	0.22025
505.00	0.20842
506.00	0.19676
507.00	0.18606
508.00	0.17469
509.00	0.16507
510.00	0.15554
511.00	0.14642
512.00	0.13766
513.00	0.13000
514.00	0.12136
515.00	0.11383
516.00	0.10684
517.00	0.10022
518.00	0.093399
519.00	0.087552
520.00	0.081285
521.00	0.076050
522.00	0.071409
523.00	0.066507
524.00	0.061299
525.00	0.057267
526.00	0.053809
527.00	0.050181
528.00	0.047223
529.00	0.043733
530.00	0.040815
531.00	0.037468
532.00	0.034677
533.00	0.032392
534.00	0.030431
535.00	0.027989
536.00	0.026323
537.00	0.023688
538.00	0.023025
539.00	0.021697
540.00	0.019792
541.00	0.018515
542.00	0.017846
543.00	0.016752
544.00	0.015813
545.00	0.014354
546.00	0.013759
547.00	0.013145
548.00	0.012512
549.00	0.011786
550.00	0.011360
551.00	0.010906
552.00	0.010391
553.00	0.0097075
554.00	0.0091569
555.00	0.0085902
556.00	0.0086302
557.00	0.0080008
558.00	0.0079627
559.00	0.0075767
560.00	0.0072087
561.00	0.0068567
562.00	0.0063354
563.00	0.0065179
564.00	0.0065310
565.00	0.0056727
566.00	0.0056888
567.00	0.0052915
568.00	0.0051495
569.00	0.0050427
570.00	0.0044695
571.00	0.0043025
572.00	0.0041653
573.00	0.0042303
574.00	0.0038527
575.00	0.0034399
576.00	0.0033021
577.00	0.0033242
578.00	0.0030385
579.00	0.0029788
580.00	0.0028649
581.00	0.0027903
582.00	0.0025016
583.00	0.0020053
584.00	0.0023704
585.00	0.0024754
586.00	0.0020840
587.00	0.0020763
588.00	0.0020178
589.00	0.0019808
590.00	0.0018747
591.00	0.0021682
592.00	0.0021353
593.00	0.0019612
594.00	0.0017088
595.00	0.0017613
596.00	0.0016385
597.00	0.0020435
598.00	0.0017023
599.00	0.0017756
600.00	0.0015639
601.00	0.0016886
602.00	0.0016784
603.00	0.0017935
604.00	0.0017315
605.00	0.0017721
606.00	0.0016355
607.00	0.0017607
608.00	0.0016206
609.00	0.0017154
610.00	0.0016713
611.00	0.0013784
612.00	0.0017703
613.00	0.0018001
614.00	0.0015526
615.00	0.0015239
616.00	0.0015466
617.00	0.0016241
618.00	0.0018872
619.00	0.0016295
620.00	0.0018246
621.00	0.0018043
622.00	0.0016587
623.00	0.0017601
624.00	0.0015866
625.00	0.0016957
626.00	0.0017756
627.00	0.0017297
628.00	0.0017924
629.00	0.0019946
630.00	0.0017524
631.00	0.0020363
632.00	0.0019743
633.00	0.0022881
634.00	0.0025094
635.00	0.0027605
636.00	0.0025839
637.00	0.0024294
638.00	0.0023936
639.00	0.0021568
640.00	0.0020840
641.00	0.0023167
642.00	0.0018747
643.00	0.0016814
644.00	0.0019910
645.00	0.0018765
646.00	0.0021139
647.00	0.0016337
648.00	0.0014887
649.00	0.0012030
650.00	0.0017297
