Wavelength (nm)	B13 abs N
250.00	0.69944
251.00	0.66114
252.00	0.64140
253.00	0.63445
254.00	0.63665
255.00	0.64345
256.00	0.65151
257.00	0.65816
258.00	0.66367
259.00	0.67100
260.00	0.68249
261.00	0.70026
262.00	0.72370
263.00	0.75496
264.00	0.78730
265.00	0.81891
266.00	0.84038
267.00	0.85173
268.00	0.85563
269.00	0.85341
270.00	0.85188
271.00	0.85287
272.00	0.86389
273.00	0.88471
274.00	0.91378
275.00	0.94795
276.00	0.97893
277.00	0.99772
278.00	1.0000
279.00	0.98357
280.00	0.95220
281.00	0.91388
282.00	0.87837
283.00	0.85482
284.00	0.84254
285.00	0.84043
286.00	0.84916
287.00	0.86459
288.00	0.88105
289.00	0.89082
290.00	0.87528
291.00	0.82784
292.00	0.75900
293.00	0.68421
294.00	0.61167
295.00	0.54809
296.00	0.49315
297.00	0.44663
298.00	0.40825
299.00	0.37696
300.00	0.35230
301.00	0.33391
302.00	0.32166
303.00	0.31443
304.00	0.31185
305.00	0.31225
306.00	0.31359
307.00	0.31489
308.00	0.31661
309.00	0.31998
310.00	0.32647
311.00	0.33639
312.00	0.34966
313.00	0.36628
314.00	0.38511
315.00	0.40746
316.00	0.43358
317.00	0.46374
318.00	0.49598
319.00	0.52274
320.00	0.54195
321.00	0.55210
322.00	0.55426
323.00	0.55327
324.00	0.55177
325.00	0.55259
326.00	0.55844
327.00	0.56992
328.00	0.58607
329.00	0.60688
330.00	0.63258
331.00	0.66460
332.00	0.70260
333.00	0.73879
334.00	0.76359
335.00	0.76436
336.00	0.73685
337.00	0.68311
338.00	0.60764
339.00	0.52252
340.00	0.43439
341.00	0.35151
342.00	0.27655
343.00	0.21382
344.00	0.16162
345.00	0.12042
346.00	0.087913
347.00	0.063452
348.00	0.045498
349.00	0.032121
350.00	0.022674
351.00	0.015839
352.00	0.010823
353.00	0.0075119
354.00	0.0052349
355.00	0.0034756
356.00	0.0024211
357.00	0.0016264
358.00	0.0014008
359.00	0.00097511
360.00	0.00061664
361.00	0.00049005
362.00	0.00015832
363.00	0.00012657
364.00	0.00013033
365.00	0.00035552
366.00	0.00045955
367.00	0.00034298
368.00	0.00058907
369.00	0.00015242
370.00	0.00046707
371.00	0.00071296
372.00	0.00031386
373.00	0.00088930
374.00	0.0010186
375.00	0.0013431
376.00	0.0015046
377.00	0.0010719
378.00	0.0017135
379.00	0.0014630
380.00	0.0015748
381.00	0.0011049
382.00	0.0013921
383.00	0.0011943
384.00	0.0012162
385.00	0.00042394
386.00	0.0011933
387.00	0.0014724
388.00	0.00051697
389.00	0.0016395
390.00	0.00082498
391.00	0.0014937
392.00	0.0013866
393.00	0.00087711
394.00	0.00076871
395.00	0.00087798
396.00	0.00054690
397.00	0.00022793
398.00	0.00028763
399.00	0.00015234
400.00	0.00011706
