Wavelength (nm)	G17 abs N
200.00	0.67740
201.00	0.71294
202.00	0.70274
203.00	0.68318
204.00	0.65685
205.00	0.62649
206.00	0.59870
207.00	0.57075
208.00	0.54745
209.00	0.52497
210.00	0.50439
211.00	0.48700
212.00	0.47158
213.00	0.45857
214.00	0.44776
215.00	0.43913
216.00	0.43315
217.00	0.42853
218.00	0.42547
219.00	0.42306
220.00	0.42057
221.00	0.41734
222.00	0.41347
223.00	0.40925
224.00	0.40481
225.00	0.40145
226.00	0.39933
227.00	0.39954
228.00	0.40147
229.00	0.40265
230.00	0.40227
231.00	0.40092
232.00	0.40230
233.00	0.40974
234.00	0.42472
235.00	0.44766
236.00	0.47721
237.00	0.51266
238.00	0.55136
239.00	0.59194
240.00	0.63625
241.00	0.68315
242.00	0.73278
243.00	0.78692
244.00	0.83980
245.00	0.88906
246.00	0.93324
247.00	0.96813
248.00	0.99083
249.00	1.0000
250.00	0.99999
251.00	0.99842
252.00	0.99589
253.00	0.98679
254.00	0.95369
255.00	0.88976
256.00	0.79489
257.00	0.68173
258.00	0.56513
259.00	0.46111
260.00	0.37528
261.00	0.30816
262.00	0.25791
263.00	0.21971
264.00	0.19058
265.00	0.16873
266.00	0.15137
267.00	0.13799
268.00	0.12716
269.00	0.11807
270.00	0.11067
271.00	0.10443
272.00	0.098486
273.00	0.093033
274.00	0.088193
275.00	0.083470
276.00	0.079168
277.00	0.075077
278.00	0.071440
279.00	0.068365
280.00	0.065371
281.00	0.062629
282.00	0.060324
283.00	0.058266
284.00	0.056358
285.00	0.054602
286.00	0.053024
287.00	0.051517
288.00	0.050208
289.00	0.049178
290.00	0.048298
291.00	0.047323
292.00	0.046548
293.00	0.045705
294.00	0.045027
295.00	0.044603
296.00	0.044072
297.00	0.043921
298.00	0.043794
299.00	0.043925
300.00	0.044118
301.00	0.044719
302.00	0.045502
303.00	0.046311
304.00	0.047338
305.00	0.048766
306.00	0.049956
307.00	0.051473
308.00	0.053316
309.00	0.054862
310.00	0.056674
311.00	0.058761
312.00	0.060550
313.00	0.062700
314.00	0.064766
315.00	0.066993
316.00	0.069314
317.00	0.071339
318.00	0.073773
319.00	0.075875
320.00	0.078113
321.00	0.080332
322.00	0.082623
323.00	0.084668
324.00	0.086764
325.00	0.088593
326.00	0.090764
327.00	0.092591
328.00	0.094345
329.00	0.096091
330.00	0.097706
331.00	0.098978
332.00	0.10033
333.00	0.10134
334.00	0.10219
335.00	0.10294
336.00	0.10358
337.00	0.10415
338.00	0.10440
339.00	0.10458
340.00	0.10443
341.00	0.10431
342.00	0.10397
343.00	0.10366
344.00	0.10293
345.00	0.10226
346.00	0.10168
347.00	0.10069
348.00	0.099553
349.00	0.098450
350.00	0.097204
351.00	0.095965
352.00	0.094624
353.00	0.093298
354.00	0.091910
355.00	0.090712
356.00	0.089392
357.00	0.088000
358.00	0.086884
359.00	0.085747
360.00	0.084645
361.00	0.083614
362.00	0.082536
363.00	0.081748
364.00	0.080853
365.00	0.080340
366.00	0.080056
367.00	0.079539
368.00	0.079016
369.00	0.078764
370.00	0.078755
371.00	0.078759
372.00	0.079008
373.00	0.079456
374.00	0.079664
375.00	0.080256
376.00	0.080614
377.00	0.081514
378.00	0.082064
379.00	0.082799
380.00	0.083518
381.00	0.084355
382.00	0.085407
383.00	0.085879
384.00	0.086559
385.00	0.086980
386.00	0.087794
387.00	0.088837
388.00	0.089318
