Wavelength (nm)	S02 abs N
340.00	0.25384
340.25	0.26207
340.50	0.25847
340.75	0.25905
341.00	0.25681
341.25	0.26213
341.50	0.26224
341.75	0.26286
342.00	0.26729
342.25	0.26390
342.50	0.26307
342.75	0.26424
343.00	0.26555
343.25	0.26079
343.50	0.26750
343.75	0.26310
344.00	0.25974
344.25	0.26155
344.50	0.26410
344.75	0.26695
345.00	0.26537
345.25	0.26311
345.50	0.26258
345.75	0.26485
346.00	0.26299
346.25	0.26659
346.50	0.26733
346.75	0.26351
347.00	0.26545
347.25	0.26659
347.50	0.26416
347.75	0.26677
348.00	0.26577
348.25	0.26591
348.50	0.26990
348.75	0.26575
349.00	0.26860
349.25	0.26333
349.50	0.26355
349.75	0.26253
350.00	0.26385
350.25	0.26144
350.50	0.26173
350.75	0.26487
351.00	0.26291
351.25	0.26492
351.50	0.26007
351.75	0.25870
352.00	0.25880
352.25	0.25800
352.50	0.26158
352.75	0.25836
353.00	0.25879
353.25	0.25586
353.50	0.25786
353.75	0.25455
354.00	0.25790
354.25	0.25470
354.50	0.25448
354.75	0.25228
355.00	0.25621
355.25	0.25726
355.50	0.24855
355.75	0.25026
356.00	0.25232
356.25	0.24974
356.50	0.24765
356.75	0.24970
357.00	0.25229
357.25	0.24621
357.50	0.24746
357.75	0.24879
358.00	0.24712
358.25	0.24394
358.50	0.24638
358.75	0.24471
359.00	0.24553
359.25	0.24675
359.50	0.24622
359.75	0.24382
360.00	0.24382
360.25	0.24421
360.50	0.24582
360.75	0.24023
361.00	0.23953
361.25	0.24217
361.50	0.24028
361.75	0.23671
362.00	0.23852
362.25	0.24091
362.50	0.23487
362.75	0.23527
363.00	0.23604
363.25	0.23702
363.50	0.23640
363.75	0.23526
364.00	0.23515
364.25	0.23299
364.50	0.23200
364.75	0.23137
365.00	0.22855
365.25	0.22916
365.50	0.22771
365.75	0.22749
366.00	0.22775
366.25	0.22680
366.50	0.22523
366.75	0.22443
367.00	0.22205
367.25	0.22136
367.50	0.21927
367.75	0.21982
368.00	0.21639
368.25	0.21462
368.50	0.21267
368.75	0.21489
369.00	0.20973
369.25	0.21046
369.50	0.21088
369.75	0.20763
370.00	0.20473
370.25	0.20261
370.50	0.20481
370.75	0.20304
371.00	0.19898
371.25	0.19800
371.50	0.19711
371.75	0.19356
372.00	0.19443
372.25	0.19059
372.50	0.19259
372.75	0.18767
373.00	0.18830
373.25	0.18413
373.50	0.18500
373.75	0.18475
374.00	0.18028
374.25	0.18013
374.50	0.18033
374.75	0.17643
375.00	0.17724
375.25	0.17306
375.50	0.16957
375.75	0.16903
376.00	0.17076
376.25	0.16562
376.50	0.16608
376.75	0.16271
377.00	0.15880
377.25	0.15542
377.50	0.15663
377.75	0.15466
378.00	0.15176
378.25	0.14837
378.50	0.14776
378.75	0.14715
379.00	0.14292
379.25	0.14047
379.50	0.13955
379.75	0.13689
380.00	0.13508
380.25	0.13334
380.50	0.13195
380.75	0.12942
381.00	0.13066
381.25	0.12604
381.50	0.12098
381.75	0.12140
382.00	0.11919
382.25	0.11636
382.50	0.11653
382.75	0.11080
383.00	0.11307
383.25	0.10977
383.50	0.10839
383.75	0.10544
384.00	0.10586
384.25	0.10052
384.50	0.10215
384.75	0.099734
385.00	0.097387
385.25	0.096684
385.50	0.092099
385.75	0.093310
386.00	0.091272
386.25	0.089248
386.50	0.086356
386.75	0.084263
387.00	0.085509
387.25	0.082962
387.50	0.082507
387.75	0.078948
388.00	0.079643
388.25	0.077481
388.50	0.076620
388.75	0.074596
389.00	0.076166
389.25	0.072372
389.50	0.071422
389.75	0.069384
390.00	0.068922
390.25	0.068007
390.50	0.066017
390.75	0.066974
391.00	0.064977
391.25	0.064571
391.50	0.063366
391.75	0.061693
392.00	0.060350
392.25	0.062030
392.50	0.060460
392.75	0.060509
393.00	0.058746
393.25	0.058815
393.50	0.055441
393.75	0.056288
394.00	0.054374
394.25	0.053300
394.50	0.052370
394.75	0.050187
395.00	0.049258
395.25	0.050587
395.50	0.048487
395.75	0.047908
396.00	0.047764
396.25	0.046208
396.50	0.045815
396.75	0.047027
397.00	0.045017
397.25	0.044631
397.50	0.043743
397.75	0.042896
398.00	0.043226
398.25	0.041285
398.50	0.041422
398.75	0.040231
399.00	0.038661
399.25	0.037580
399.50	0.037525
399.75	0.038530
400.00	0.037174
400.25	0.037635
400.50	0.036486
400.75	0.037381
401.00	0.035232
401.25	0.033201
401.50	0.033112
401.75	0.031012
402.00	0.033229
402.25	0.030888
402.50	0.031012
402.75	0.031046
403.00	0.031012
403.25	0.031349
403.50	0.030929
403.75	0.030289
404.00	0.028285
404.25	0.028354
404.50	0.028299
404.75	0.026839
405.00	0.025951
405.25	0.026729
405.50	0.025724
405.75	0.025462
406.00	0.025827
406.25	0.023989
406.50	0.025228
406.75	0.023121
407.00	0.024078
407.25	0.025097
407.50	0.020195
407.75	0.023279
