Wavelength (nm)	Q22 abs N
300.06	0.20640
300.25	0.20747
300.44	0.20764
300.63	0.20752
300.81	0.20708
301.00	0.20706
301.19	0.20685
301.38	0.20651
301.56	0.20799
301.75	0.20815
301.94	0.20788
302.13	0.20847
302.31	0.20742
302.50	0.20779
302.69	0.20815
302.88	0.20752
303.06	0.20826
303.25	0.20866
303.44	0.20896
303.63	0.20906
303.81	0.20912
304.00	0.21015
304.19	0.20901
304.38	0.20985
304.56	0.20899
304.75	0.20922
304.94	0.21029
305.13	0.21036
305.31	0.21096
305.50	0.21149
305.69	0.21032
305.88	0.21160
306.06	0.21083
306.25	0.21208
306.44	0.21157
306.63	0.21236
306.81	0.21287
307.00	0.21227
307.19	0.21243
307.38	0.21276
307.56	0.21339
307.75	0.21318
307.94	0.21339
308.13	0.21408
308.31	0.21425
308.50	0.21539
308.69	0.21576
308.88	0.21634
309.06	0.21576
309.25	0.21687
309.44	0.21707
309.63	0.21769
309.81	0.20963
310.00	0.21568
310.19	0.21745
310.38	0.22043
310.56	0.21687
310.75	0.21898
310.94	0.21266
311.13	0.21714
311.31	0.21974
311.50	0.21818
311.69	0.21429
311.88	0.22251
312.06	0.21918
312.25	0.22246
312.44	0.22632
312.63	0.22254
312.81	0.21898
313.00	0.22223
313.19	0.22478
313.38	0.22509
313.56	0.23079
313.75	0.22289
313.94	0.23539
314.13	0.22743
314.31	0.22723
314.50	0.23142
314.69	0.23533
314.88	0.23445
315.06	0.23503
315.25	0.23080
315.44	0.24347
315.63	0.23451
315.81	0.24266
316.00	0.23839
316.19	0.24095
316.38	0.23831
316.56	0.23786
316.75	0.24218
316.94	0.23894
317.13	0.24891
317.31	0.24001
317.50	0.24603
317.69	0.24449
317.88	0.24776
318.06	0.25044
318.25	0.24788
318.44	0.25084
318.63	0.24795
318.81	0.25614
319.00	0.24918
319.19	0.25378
319.38	0.25356
319.56	0.25194
319.75	0.25176
319.94	0.26175
320.13	0.26206
320.31	0.26034
320.50	0.26687
320.69	0.26697
320.88	0.26619
321.06	0.26705
321.25	0.26309
321.44	0.26744
321.63	0.26782
321.81	0.26256
322.00	0.26849
322.19	0.26790
322.38	0.27385
322.56	0.27249
322.75	0.26925
322.94	0.27680
323.13	0.28077
323.31	0.27389
323.50	0.27725
323.69	0.27888
323.88	0.27531
324.06	0.28267
324.25	0.28328
324.44	0.28419
324.63	0.28264
324.81	0.28762
325.00	0.29554
325.19	0.29615
325.38	0.29202
325.56	0.29330
325.75	0.29731
325.94	0.29567
326.13	0.29556
326.31	0.30365
326.50	0.30278
326.69	0.29486
326.88	0.30142
327.06	0.31115
327.25	0.30708
327.44	0.30503
327.63	0.30618
327.81	0.31754
328.00	0.31191
328.19	0.30660
328.38	0.31444
328.56	0.31665
328.75	0.31418
328.94	0.32324
329.13	0.32107
329.31	0.32228
329.50	0.32687
329.69	0.33185
329.88	0.33552
330.06	0.32785
330.25	0.33136
330.44	0.33465
330.63	0.33558
330.81	0.33442
331.00	0.34044
331.19	0.33574
331.38	0.33812
331.56	0.34490
331.75	0.35062
331.94	0.35115
332.13	0.34766
332.31	0.35175
332.50	0.34530
332.69	0.35315
332.88	0.35882
333.06	0.35456
333.25	0.36540
333.44	0.36040
333.63	0.36601
333.81	0.36573
334.00	0.36607
334.19	0.36517
334.38	0.36875
334.56	0.37152
334.75	0.37619
334.94	0.37249
335.13	0.38127
335.31	0.37855
335.50	0.38703
335.69	0.37914
335.88	0.38827
336.06	0.38893
336.25	0.38718
336.44	0.39180
336.63	0.39223
336.81	0.40006
337.00	0.39913
337.19	0.40462
337.38	0.40676
337.56	0.41052
337.75	0.40672
337.94	0.41010
338.13	0.41767
338.31	0.41361
338.50	0.42040
338.69	0.42343
338.88	0.42451
339.06	0.42718
339.25	0.43161
339.44	0.43349
339.63	0.42847
339.81	0.43479
340.00	0.43784
340.19	0.44758
340.38	0.44277
340.56	0.44975
340.75	0.45054
340.94	0.45323
341.13	0.45873
341.31	0.45811
341.50	0.46076
341.69	0.46454
341.88	0.47311
342.06	0.46499
342.25	0.47627
342.44	0.47575
342.63	0.47626
342.81	0.48224
343.00	0.48747
343.19	0.48255
343.38	0.49358
343.56	0.49278
343.75	0.49449
343.94	0.49994
344.13	0.50290
344.31	0.50537
344.50	0.50660
344.69	0.50812
344.88	0.51226
345.06	0.51701
345.25	0.52295
345.44	0.52595
345.63	0.52432
345.81	0.52787
346.00	0.52949
346.19	0.54412
346.38	0.53569
346.56	0.54545
346.75	0.54048
346.94	0.54479
347.13	0.54560
347.31	0.55268
347.50	0.55252
347.69	0.56113
347.88	0.56277
348.06	0.56503
348.25	0.56646
348.44	0.57280
348.63	0.57324
348.81	0.57488
349.00	0.58259
349.19	0.58899
349.38	0.58715
349.56	0.58753
349.75	0.59567
349.94	0.59406
350.13	0.60231
350.31	0.60816
350.50	0.60674
350.69	0.60734
350.88	0.61887
351.06	0.61600
351.25	0.61901
351.44	0.62733
351.63	0.63784
351.81	0.63130
352.00	0.63913
352.19	0.63826
352.38	0.64328
352.56	0.64989
352.75	0.64605
352.94	0.65912
353.13	0.66040
353.31	0.66407
353.50	0.67248
353.69	0.67791
353.88	0.67568
354.06	0.67940
354.25	0.68680
354.44	0.68781
354.63	0.69767
354.81	0.68950
355.00	0.69971
355.19	0.70120
355.38	0.71416
355.56	0.70841
355.75	0.71582
355.94	0.71647
356.13	0.72092
356.31	0.72401
356.50	0.72364
356.69	0.72600
356.88	0.73285
357.06	0.73056
357.25	0.74350
357.44	0.73891
357.63	0.74791
357.81	0.75377
358.00	0.75027
358.19	0.75672
358.38	0.76421
358.56	0.76199
358.75	0.76216
358.94	0.76719
359.13	0.77600
359.31	0.77268
359.50	0.77752
359.69	0.77963
359.88	0.77395
360.06	0.78702
360.25	0.78329
360.44	0.79414
360.63	0.79409
360.81	0.79366
361.00	0.80322
361.19	0.79519
361.38	0.80539
361.56	0.80244
361.75	0.80886
361.94	0.80567
362.13	0.81659
362.31	0.81541
362.50	0.81795
362.69	0.82118
362.88	0.82552
