Wavelength (nm)	B07 abs N
201.00	0.63197
202.00	0.73659
203.00	0.81298
204.00	0.86233
205.00	0.91141
206.00	0.93665
207.00	0.97059
208.00	0.99047
209.00	1.0000
210.00	0.99564
211.00	0.96745
212.00	0.92021
213.00	0.85331
214.00	0.77592
215.00	0.69666
216.00	0.61964
217.00	0.54981
218.00	0.48800
219.00	0.43569
220.00	0.39099
221.00	0.35425
222.00	0.32293
223.00	0.29645
224.00	0.27286
225.00	0.25201
226.00	0.23240
227.00	0.21426
228.00	0.19717
229.00	0.18161
230.00	0.16696
231.00	0.15373
232.00	0.14206
233.00	0.13184
234.00	0.12317
235.00	0.11576
236.00	0.10979
237.00	0.10506
238.00	0.10120
239.00	0.098337
240.00	0.096329
241.00	0.095117
242.00	0.094782
243.00	0.095257
244.00	0.096571
245.00	0.098617
246.00	0.10161
247.00	0.10544
248.00	0.11011
249.00	0.11571
250.00	0.12227
251.00	0.12978
252.00	0.13813
253.00	0.14748
254.00	0.15778
255.00	0.16898
256.00	0.18103
257.00	0.19375
258.00	0.20733
259.00	0.22164
260.00	0.23636
261.00	0.25184
262.00	0.26744
263.00	0.28405
264.00	0.30055
265.00	0.31705
266.00	0.33360
267.00	0.35012
268.00	0.36631
269.00	0.38273
270.00	0.39838
271.00	0.41323
272.00	0.42717
273.00	0.44058
274.00	0.45415
275.00	0.46642
276.00	0.47704
277.00	0.48727
278.00	0.49586
279.00	0.50323
280.00	0.50899
281.00	0.51355
282.00	0.51716
283.00	0.51909
284.00	0.52032
285.00	0.52121
286.00	0.51976
287.00	0.51784
288.00	0.51553
289.00	0.51258
290.00	0.50843
291.00	0.50391
292.00	0.49919
293.00	0.49218
294.00	0.48580
295.00	0.47815
296.00	0.46990
297.00	0.46057
298.00	0.45019
299.00	0.43952
300.00	0.42760
301.00	0.41518
302.00	0.40184
303.00	0.38769
304.00	0.37316
305.00	0.35752
306.00	0.34161
307.00	0.32520
308.00	0.30888
309.00	0.29239
310.00	0.27544
311.00	0.25856
312.00	0.24228
313.00	0.22592
314.00	0.20993
315.00	0.19453
316.00	0.17952
317.00	0.16509
318.00	0.15140
319.00	0.13834
320.00	0.12614
321.00	0.11438
322.00	0.10372
323.00	0.093596
324.00	0.084347
325.00	0.075809
326.00	0.067895
327.00	0.060654
328.00	0.054251
329.00	0.048506
330.00	0.042954
331.00	0.038020
332.00	0.033688
333.00	0.029863
334.00	0.026416
335.00	0.023397
336.00	0.020732
337.00	0.018229
338.00	0.016024
339.00	0.014250
340.00	0.012572
341.00	0.011019
342.00	0.0098450
343.00	0.0087308
344.00	0.0077421
345.00	0.0069730
346.00	0.0062010
347.00	0.0054290
348.00	0.0049601
349.00	0.0045582
350.00	0.0041813
351.00	0.0039038
352.00	0.0036148
353.00	0.0033522
354.00	0.0031206
355.00	0.0030127
356.00	0.0027651
357.00	0.0025120
358.00	0.0024717
359.00	0.0024782
360.00	0.0024897
361.00	0.0023703
362.00	0.0023109
363.00	0.0022971
364.00	0.0021451
365.00	0.0020034
366.00	0.0018549
367.00	0.0019605
368.00	0.0018144
369.00	0.0018649
370.00	0.0018047
371.00	0.0018729
372.00	0.0018014
373.00	0.0016353
374.00	0.0016550
375.00	0.0016865
376.00	0.0016480
377.00	0.0014169
378.00	0.0015656
379.00	0.0016194
380.00	0.0014995
381.00	0.0013928
382.00	0.0016062
383.00	0.0016241
384.00	0.0013719
385.00	0.0012358
386.00	0.0012758
387.00	0.0013543
388.00	0.0013566
389.00	0.0012690
390.00	0.0014092
391.00	0.0012370
392.00	0.0013293
393.00	0.0010112
394.00	0.0010920
395.00	0.0012258
396.00	0.0011885
397.00	0.00094826
398.00	0.00096943
399.00	0.0011197
400.00	0.0010053
