Wavelength (nm)	Q18 abs N
300.00	0.092518
301.00	0.091313
302.00	0.090171
303.00	0.088838
304.00	0.087434
305.00	0.086301
306.00	0.085030
307.00	0.083928
308.00	0.082668
309.00	0.081641
310.00	0.080740
311.00	0.079901
312.00	0.079409
313.00	0.078774
314.00	0.078376
315.00	0.078060
316.00	0.077840
317.00	0.077757
318.00	0.077562
319.00	0.077475
320.00	0.077422
321.00	0.077311
322.00	0.077295
323.00	0.077315
324.00	0.077296
325.00	0.077471
326.00	0.077748
327.00	0.078089
328.00	0.078501
329.00	0.079001
330.00	0.079672
331.00	0.080374
332.00	0.081317
333.00	0.082029
334.00	0.082908
335.00	0.083708
336.00	0.084575
337.00	0.085168
338.00	0.085916
339.00	0.086517
340.00	0.087021
341.00	0.087569
342.00	0.087959
343.00	0.088601
344.00	0.089094
345.00	0.089560
346.00	0.090327
347.00	0.091011
348.00	0.091778
349.00	0.092582
350.00	0.093349
351.00	0.094280
352.00	0.095358
353.00	0.096289
354.00	0.097211
355.00	0.098307
356.00	0.099603
357.00	0.10060
358.00	0.10196
359.00	0.10290
360.00	0.10356
361.00	0.10447
362.00	0.10523
363.00	0.10619
364.00	0.10894
365.00	0.11300
366.00	0.11752
367.00	0.12084
368.00	0.12255
369.00	0.12354
370.00	0.12527
371.00	0.12763
372.00	0.13049
373.00	0.13345
374.00	0.13640
375.00	0.13890
376.00	0.14185
377.00	0.14476
378.00	0.14737
379.00	0.14972
380.00	0.15239
381.00	0.15432
382.00	0.15663
383.00	0.15854
384.00	0.16006
385.00	0.16161
386.00	0.16312
387.00	0.16407
388.00	0.16469
389.00	0.16556
390.00	0.16636
391.00	0.16672
392.00	0.16685
393.00	0.16746
394.00	0.16799
395.00	0.16834
396.00	0.16847
397.00	0.16881
398.00	0.16903
399.00	0.17030
400.00	0.17187
401.00	0.17351
402.00	0.17529
403.00	0.17788
404.00	0.18143
405.00	0.18598
406.00	0.19122
407.00	0.19819
408.00	0.20634
409.00	0.21575
410.00	0.22624
411.00	0.23794
412.00	0.25160
413.00	0.26526
414.00	0.27987
415.00	0.29570
