Wavelength (nm)	P06 abs N
482.50	0.97774
483.00	0.98718
483.50	0.99424
484.00	0.99805
484.50	1.0000
485.00	0.99923
485.50	0.99561
486.00	0.99064
486.50	0.98350
487.00	0.97412
487.50	0.96186
488.00	0.94907
488.50	0.93328
489.00	0.91638
489.50	0.89697
490.00	0.87706
490.50	0.85449
491.00	0.83115
491.50	0.80569
492.00	0.77970
492.50	0.75092
493.00	0.72293
493.50	0.69265
494.00	0.66221
494.50	0.63076
495.00	0.59999
495.50	0.56806
496.00	0.53701
496.50	0.50548
497.00	0.47547
497.50	0.44525
498.00	0.41634
498.50	0.38804
499.00	0.36135
499.50	0.33525
500.00	0.31114
500.50	0.28754
501.00	0.26591
501.50	0.24462
502.00	0.22532
502.50	0.20653
503.00	0.18960
503.50	0.17350
504.00	0.15880
504.50	0.14483
505.00	0.13285
505.50	0.12072
506.00	0.10996
506.50	0.10024
507.00	0.091280
507.50	0.082530
508.00	0.075440
508.50	0.068430
509.00	0.061780
509.50	0.056250
510.00	0.051070
510.50	0.046140
511.00	0.041610
511.50	0.038310
512.00	0.034470
512.50	0.031080
513.00	0.028540
513.50	0.025760
514.00	0.023260
514.50	0.021310
515.00	0.019440
515.50	0.017400
516.00	0.015990
516.50	0.014720
517.00	0.013300
517.50	0.011770
518.00	0.010830
518.50	0.010230
519.00	0.0091400
519.50	0.0083700
520.00	0.0079000
520.50	0.0070200
521.00	0.0064400
521.50	0.0059700
522.00	0.0056700
522.50	0.0051100
523.00	0.0047600
523.50	0.0047100
524.00	0.0038900
524.50	0.0036700
525.00	0.0036100
525.50	0.0031900
526.00	0.0030600
526.50	0.0031900
527.00	0.0027100
527.50	0.0024100
528.00	0.0025300
528.50	0.0025500
529.00	0.0021000
529.50	0.0020800
530.00	0.0020400
530.50	0.0018100
531.00	0.0016900
531.50	0.0018300
532.00	0.0018300
532.50	0.0015100
533.00	0.0016700
533.50	0.0016000
534.00	0.0014200
534.50	0.0012800
535.00	0.0014700
535.50	0.0012100
536.00	0.0012900
536.50	0.0014700
537.00	0.0011900
537.50	0.0013300
538.00	0.0014100
538.50	0.0014500
539.00	0.0010100
539.50	0.0012600
540.00	0.0013400
540.50	0.0012300
541.00	0.0011700
541.50	0.0012600
542.00	0.0012200
542.50	0.0011400
543.00	0.0013000
543.50	0.0012500
544.00	0.0011300
544.50	0.0012700
545.00	0.0012500
545.50	0.0010400
546.00	0.00098400
546.50	0.0013500
547.00	0.0010400
547.50	0.00090700
548.00	0.0010600
548.50	0.0011700
549.00	0.00090400
549.50	0.00093200
550.00	0.0012600
