Wavelength (nm)	S06 abs N
300.00	0.15449
301.00	0.15596
302.00	0.15793
303.00	0.16082
304.00	0.16421
305.00	0.16805
306.00	0.17256
307.00	0.17707
308.00	0.18193
309.00	0.18732
310.00	0.19305
311.00	0.19910
312.00	0.20522
313.00	0.21177
314.00	0.21817
315.00	0.22520
316.00	0.23254
317.00	0.23979
318.00	0.24799
319.00	0.25611
320.00	0.26448
321.00	0.27306
322.00	0.28186
323.00	0.29125
324.00	0.29984
325.00	0.30857
326.00	0.31744
327.00	0.32536
328.00	0.33397
329.00	0.34163
330.00	0.34924
331.00	0.35610
332.00	0.36271
333.00	0.36883
334.00	0.37432
335.00	0.37912
336.00	0.38409
337.00	0.38822
338.00	0.39220
339.00	0.39548
340.00	0.39824
341.00	0.40098
342.00	0.40313
343.00	0.40479
344.00	0.40641
345.00	0.40701
346.00	0.40697
347.00	0.40665
348.00	0.40522
349.00	0.40347
350.00	0.40058
351.00	0.39753
352.00	0.39402
353.00	0.39025
354.00	0.38663
355.00	0.38306
356.00	0.37991
357.00	0.37770
358.00	0.37616
359.00	0.37472
360.00	0.37367
361.00	0.37216
362.00	0.36966
363.00	0.36612
364.00	0.36110
365.00	0.35507
366.00	0.34710
367.00	0.33849
368.00	0.32839
369.00	0.31764
370.00	0.30593
371.00	0.29380
372.00	0.28108
373.00	0.26886
374.00	0.25580
375.00	0.24256
376.00	0.23045
377.00	0.21749
378.00	0.20538
379.00	0.19375
380.00	0.18311
381.00	0.17223
382.00	0.16227
383.00	0.15323
384.00	0.14425
385.00	0.13599
386.00	0.12867
387.00	0.12153
388.00	0.11520
389.00	0.10937
390.00	0.10403
391.00	0.098179
392.00	0.093310
393.00	0.088837
394.00	0.084800
395.00	0.081189
396.00	0.078005
397.00	0.075260
398.00	0.071973
399.00	0.069845
400.00	0.067667
401.00	0.065321
402.00	0.063480
403.00	0.061319
404.00	0.059858
405.00	0.058269
406.00	0.056570
407.00	0.055184
408.00	0.054069
409.00	0.052574
410.00	0.051263
411.00	0.050081
412.00	0.048585
413.00	0.047688
414.00	0.046638
415.00	0.045344
416.00	0.044518
417.00	0.043180
418.00	0.042001
419.00	0.041188
420.00	0.040057
421.00	0.038916
422.00	0.038190
423.00	0.037253
424.00	0.036369
425.00	0.035460
426.00	0.034444
427.00	0.032900
428.00	0.032269
429.00	0.031293
430.00	0.030026
431.00	0.029418
432.00	0.028570
433.00	0.027474
434.00	0.026722
435.00	0.026152
436.00	0.025244
437.00	0.024385
438.00	0.023584
439.00	0.022784
440.00	0.021890
441.00	0.020680
442.00	0.020090
443.00	0.018867
444.00	0.018325
445.00	0.017357
446.00	0.016840
447.00	0.015886
448.00	0.015312
449.00	0.014540
450.00	0.013781
451.00	0.013319
452.00	0.013202
453.00	0.012118
454.00	0.011717
455.00	0.011115
456.00	0.010486
457.00	0.010062
458.00	0.0097446
459.00	0.0095305
460.00	0.0089465
461.00	0.0090705
462.00	0.0082241
463.00	0.0076005
464.00	0.0071164
465.00	0.0069005
466.00	0.0069308
467.00	0.0065659
468.00	0.0059234
469.00	0.0058654
470.00	0.0057493
471.00	0.0054199
472.00	0.0056684
473.00	0.0048848
474.00	0.0049894
475.00	0.0040009
476.00	0.0040423
477.00	0.0040739
478.00	0.0037077
479.00	0.0035533
480.00	0.0033475
481.00	0.0029491
482.00	0.0026884
483.00	0.0028102
484.00	0.0022882
485.00	0.0010135
486.00	0.0015341
487.00	0.0025899
488.00	0.0019795
489.00	0.0017170
490.00	0.0019254
491.00	0.0013384
492.00	0.0015359
493.00	0.0010095
494.00	0.0016357
495.00	0.0019703
496.00	0.0010829
497.00	0.0018569
498.00	0.0023370
499.00	0.0015587
500.00	0.0022355
501.00	0.0015227
502.00	0.0021946
503.00	0.0019914
504.00	0.0019896
505.00	0.0023625
506.00	0.0022399
507.00	0.0025987
508.00	0.0023792
509.00	0.0026519
510.00	0.0024729
511.00	0.0021866
512.00	0.0028084
513.00	0.0031505
514.00	0.0031751
515.00	0.0032991
516.00	0.0031470
517.00	0.0031114
518.00	0.0029175
519.00	0.0030151
520.00	0.0031065
521.00	0.0034552
522.00	0.0035880
523.00	0.0036870
524.00	0.0041856
525.00	0.0040247
526.00	0.0045018
527.00	0.0045150
528.00	0.0041408
529.00	0.0042705
530.00	0.0054701
531.00	0.0058280
532.00	0.0051755
533.00	0.0060144
534.00	0.0057678
535.00	0.0061283
536.00	0.0065663
537.00	0.0070654
538.00	0.0073657
539.00	0.0083256
540.00	0.0089782
541.00	0.0092939
542.00	0.0097345
543.00	0.011066
544.00	0.011597
545.00	0.012655
546.00	0.013482
547.00	0.015192
548.00	0.015906
549.00	0.017121
550.00	0.017866
551.00	0.018465
552.00	0.019062
553.00	0.019721
554.00	0.020052
555.00	0.020342
556.00	0.020221
557.00	0.020689
558.00	0.020732
559.00	0.020930
560.00	0.021076
561.00	0.021659
562.00	0.021941
563.00	0.022527
564.00	0.022946
565.00	0.023423
566.00	0.024300
567.00	0.025468
568.00	0.026862
569.00	0.027983
570.00	0.029570
571.00	0.031467
572.00	0.033566
573.00	0.035349
574.00	0.036897
575.00	0.038528
576.00	0.039836
577.00	0.040892
578.00	0.041728
579.00	0.043085
580.00	0.044097
581.00	0.045454
582.00	0.046953
583.00	0.049647
584.00	0.052581
585.00	0.055881
586.00	0.060057
587.00	0.065723
588.00	0.071368
589.00	0.077950
590.00	0.086483
591.00	0.096232
592.00	0.10743
593.00	0.11871
594.00	0.12996
595.00	0.14125
596.00	0.15108
597.00	0.15995
598.00	0.16585
599.00	0.16918
600.00	0.17078
601.00	0.17031
602.00	0.16870
603.00	0.16625
604.00	0.16356
605.00	0.16013
606.00	0.15612
607.00	0.15267
608.00	0.14919
609.00	0.14548
610.00	0.14113
611.00	0.13819
612.00	0.13479
613.00	0.13169
614.00	0.12920
615.00	0.12718
616.00	0.12530
617.00	0.12312
618.00	0.12115
619.00	0.11978
620.00	0.11879
621.00	0.11941
