Wavelength (nm)	K11 ems
600.00	0.0026696
600.50	0.0028552
601.00	0.0030118
601.50	0.0032182
602.00	0.0031539
602.50	0.0035762
603.00	0.0035749
603.50	0.0038943
604.00	0.0038975
604.50	0.0042608
605.00	0.0043321
605.50	0.0047846
606.00	0.0050814
606.50	0.0053605
607.00	0.0057323
607.50	0.0062614
608.00	0.0063435
608.50	0.0069026
609.00	0.0073628
609.50	0.0079299
610.00	0.0082270
610.50	0.0089193
611.00	0.0092166
611.50	0.010470
612.00	0.010896
612.50	0.011383
613.00	0.012244
613.50	0.013224
614.00	0.014092
614.50	0.015380
615.00	0.016710
615.50	0.018287
616.00	0.019180
616.50	0.020679
617.00	0.022046
617.50	0.024328
618.00	0.025254
618.50	0.027424
619.00	0.029503
619.50	0.032400
620.00	0.034441
620.50	0.037590
621.00	0.040187
621.50	0.043894
622.00	0.046686
622.50	0.050725
623.00	0.055154
623.50	0.059790
624.00	0.064346
624.50	0.069992
625.00	0.075297
625.50	0.082515
626.00	0.086964
626.50	0.094300
627.00	0.10022
627.50	0.10926
628.00	0.11551
628.50	0.12592
629.00	0.13428
629.50	0.14684
630.00	0.15371
630.50	0.16432
631.00	0.17553
631.50	0.18958
632.00	0.20052
632.50	0.21127
633.00	0.22508
633.50	0.24347
634.00	0.25502
634.50	0.26956
635.00	0.28632
635.50	0.30692
636.00	0.31967
636.50	0.33850
637.00	0.35495
637.50	0.37772
638.00	0.39338
638.50	0.41136
639.00	0.43183
639.50	0.45356
640.00	0.47181
640.50	0.49127
641.00	0.51201
641.50	0.53560
642.00	0.55288
642.50	0.57443
643.00	0.59385
643.50	0.61815
644.00	0.63259
644.50	0.65607
645.00	0.67532
645.50	0.70047
646.00	0.71721
646.50	0.73790
647.00	0.75828
647.50	0.77966
648.00	0.79717
648.50	0.81583
649.00	0.83022
649.50	0.85417
650.00	0.86651
650.50	0.88507
651.00	0.90055
651.50	0.91608
652.00	0.92511
652.50	0.93990
653.00	0.94994
653.50	0.96041
654.00	0.96801
654.50	0.97755
655.00	0.98518
655.50	0.99002
656.00	0.99468
656.50	0.99573
657.00	1.0000
657.50	0.99691
658.00	0.99882
658.50	0.99823
659.00	0.98948
659.50	0.98783
660.00	0.98578
660.50	0.98547
661.00	0.97660
661.50	0.96661
662.00	0.95689
662.50	0.95139
663.00	0.94147
663.50	0.93045
664.00	0.92295
664.50	0.91162
665.00	0.89927
665.50	0.88127
666.00	0.87377
666.50	0.85531
667.00	0.85517
667.50	0.83178
668.00	0.82940
668.50	0.80813
669.00	0.79361
669.50	0.77429
670.00	0.76781
670.50	0.74768
671.00	0.73539
671.50	0.71604
672.00	0.70387
672.50	0.68638
673.00	0.67410
673.50	0.64895
674.00	0.64082
674.50	0.62703
675.00	0.61362
675.50	0.59503
676.00	0.58818
676.50	0.56914
677.00	0.56130
677.50	0.54431
678.00	0.53465
678.50	0.52168
679.00	0.50803
679.50	0.49015
680.00	0.48618
680.50	0.47576
681.00	0.46526
681.50	0.45146
682.00	0.44327
682.50	0.43282
683.00	0.42459
683.50	0.41112
684.00	0.40393
684.50	0.40032
685.00	0.38923
685.50	0.38267
686.00	0.37513
686.50	0.36867
687.00	0.36035
687.50	0.35366
688.00	0.35025
688.50	0.34553
689.00	0.34028
689.50	0.33511
690.00	0.33035
690.50	0.32659
691.00	0.32147
691.50	0.31570
692.00	0.31382
692.50	0.31071
693.00	0.30627
693.50	0.30219
694.00	0.29794
694.50	0.29472
695.00	0.29228
695.50	0.29158
696.00	0.28840
696.50	0.28374
697.00	0.28157
697.50	0.27817
698.00	0.27826
698.50	0.27278
699.00	0.27382
699.50	0.27194
700.00	0.27035
700.50	0.26960
701.00	0.26786
701.50	0.26653
702.00	0.26463
702.50	0.26518
703.00	0.26341
703.50	0.26377
704.00	0.26279
704.50	0.26097
705.00	0.26201
705.50	0.25765
706.00	0.25820
706.50	0.25957
707.00	0.25739
707.50	0.25760
708.00	0.25684
708.50	0.25801
709.00	0.25552
709.50	0.25495
710.00	0.25267
710.50	0.25329
711.00	0.25193
711.50	0.25094
712.00	0.25074
712.50	0.24897
713.00	0.25016
713.50	0.24758
714.00	0.24886
714.50	0.24645
715.00	0.24695
715.50	0.24347
716.00	0.24241
716.50	0.24201
717.00	0.23972
717.50	0.23850
718.00	0.23945
718.50	0.23723
719.00	0.23351
719.50	0.23218
720.00	0.23064
720.50	0.22764
721.00	0.22743
721.50	0.22319
722.00	0.22102
722.50	0.22198
723.00	0.22050
723.50	0.21454
724.00	0.21479
724.50	0.21156
725.00	0.21267
725.50	0.21085
726.00	0.20643
726.50	0.20703
727.00	0.20441
727.50	0.19816
728.00	0.20069
728.50	0.19606
729.00	0.19527
729.50	0.18962
730.00	0.18813
730.50	0.18568
731.00	0.18270
731.50	0.18131
732.00	0.17869
732.50	0.17596
733.00	0.17033
733.50	0.16981
734.00	0.16823
734.50	0.16501
735.00	0.16381
735.50	0.15872
736.00	0.15716
736.50	0.15508
737.00	0.15184
737.50	0.14980
738.00	0.14789
738.50	0.14535
739.00	0.14339
739.50	0.14153
740.00	0.13945
740.50	0.13577
741.00	0.13466
741.50	0.13151
742.00	0.13041
742.50	0.12732
743.00	0.12779
743.50	0.12151
744.00	0.12022
744.50	0.11998
745.00	0.11717
745.50	0.11461
746.00	0.11241
746.50	0.10949
747.00	0.10673
747.50	0.10452
748.00	0.10291
748.50	0.10101
749.00	0.099922
749.50	0.099052
750.00	0.097882
750.50	0.095691
751.00	0.093703
751.50	0.090414
752.00	0.090218
752.50	0.088407
753.00	0.088482
753.50	0.084705
754.00	0.084917
754.50	0.081138
755.00	0.081784
755.50	0.078795
756.00	0.076774
756.50	0.074983
757.00	0.072605
757.50	0.073834
758.00	0.073960
758.50	0.070398
759.00	0.067411
759.50	0.067759
760.00	0.067396
760.50	0.066824
761.00	0.065963
761.50	0.065078
762.00	0.063616
762.50	0.061506
763.00	0.060401
763.50	0.059556
764.00	0.060358
764.50	0.057781
765.00	0.057368
765.50	0.056927
766.00	0.058076
766.50	0.055925
767.00	0.055948
767.50	0.054910
768.00	0.054287
768.50	0.052640
769.00	0.052471
769.50	0.051304
770.00	0.051405
770.50	0.049684
771.00	0.050846
771.50	0.048015
772.00	0.048401
772.50	0.048563
773.00	0.047013
773.50	0.046993
774.00	0.045641
774.50	0.045561
775.00	0.046903
775.50	0.046468
776.00	0.044727
776.50	0.044530
777.00	0.043724
777.50	0.043669
778.00	0.043635
778.50	0.042372
779.00	0.041819
779.50	0.040614
780.00	0.041029
780.50	0.040979
781.00	0.040619
781.50	0.038199
782.00	0.040106
782.50	0.039456
783.00	0.038836
783.50	0.037729
784.00	0.038878
784.50	0.037682
785.00	0.038186
785.50	0.037257
786.00	0.038524
786.50	0.036719
787.00	0.036652
787.50	0.036296
788.00	0.036198
788.50	0.034545
789.00	0.035890
789.50	0.035388
790.00	0.034986
790.50	0.033850
791.00	0.035096
791.50	0.033622
792.00	0.033518
792.50	0.032662
793.00	0.033276
793.50	0.033247
794.00	0.031683
794.50	0.030645
795.00	0.030962
795.50	0.030253
796.00	0.029591
796.50	0.029756
797.00	0.030020
797.50	0.030715
798.00	0.028670
798.50	0.028337
799.00	0.029741
799.50	0.029990
800.00	0.027425
