Wavelength (nm)	H04 ems
543.00	0.58670
544.00	0.57939
545.00	0.57225
546.00	0.56262
547.00	0.55431
548.00	0.54681
549.00	0.53507
550.00	0.53116
551.00	0.52219
552.00	0.51716
553.00	0.50222
554.00	0.49658
555.00	0.49180
556.00	0.48526
557.00	0.48171
558.00	0.47234
559.00	0.45941
560.00	0.45441
561.00	0.45155
562.00	0.44201
563.00	0.44081
564.00	0.43975
565.00	0.42911
566.00	0.42333
567.00	0.41566
568.00	0.41487
569.00	0.40684
570.00	0.40464
571.00	0.40737
572.00	0.39562
573.00	0.38839
574.00	0.38611
575.00	0.37735
576.00	0.38111
577.00	0.37281
578.00	0.36651
579.00	0.36175
580.00	0.35823
581.00	0.35131
582.00	0.34701
583.00	0.34216
584.00	0.33663
585.00	0.33109
586.00	0.32448
587.00	0.32361
588.00	0.31414
589.00	0.30958
590.00	0.30868
591.00	0.29750
592.00	0.29287
593.00	0.28910
594.00	0.28360
595.00	0.27630
596.00	0.27264
597.00	0.26309
598.00	0.25893
599.00	0.25654
600.00	0.25292
601.00	0.24960
602.00	0.23895
603.00	0.23543
604.00	0.22960
605.00	0.22454
606.00	0.22252
607.00	0.21677
608.00	0.21306
609.00	0.20833
610.00	0.20265
611.00	0.20256
612.00	0.19843
613.00	0.19709
614.00	0.18920
615.00	0.18596
616.00	0.18497
617.00	0.17822
618.00	0.18185
619.00	0.17282
620.00	0.17236
621.00	0.16840
622.00	0.16535
623.00	0.16265
624.00	0.16470
625.00	0.15676
626.00	0.15377
627.00	0.15281
628.00	0.15203
629.00	0.14821
630.00	0.14469
631.00	0.13874
632.00	0.14053
633.00	0.13553
634.00	0.13589
635.00	0.13573
636.00	0.13206
637.00	0.13252
638.00	0.12440
639.00	0.12959
640.00	0.12248
641.00	0.12437
642.00	0.12195
643.00	0.12330
644.00	0.11766
645.00	0.11502
646.00	0.11808
647.00	0.11364
648.00	0.10964
649.00	0.11076
650.00	0.10576
651.00	0.10361
652.00	0.10127
653.00	0.10162
654.00	0.10176
655.00	0.097230
656.00	0.097214
657.00	0.093634
658.00	0.092679
659.00	0.094305
660.00	0.091768
