Wavelength (nm)	H07 abs N
220.00	0.66095
220.25	0.65521
220.50	0.64809
220.75	0.63728
221.00	0.62720
221.25	0.61511
221.50	0.60433
221.75	0.59432
222.00	0.58147
222.25	0.56921
222.50	0.55951
222.75	0.54625
223.00	0.53106
223.25	0.51998
223.50	0.51009
223.75	0.49667
224.00	0.48587
224.25	0.47374
224.50	0.46378
224.75	0.45079
225.00	0.44051
225.25	0.42786
225.50	0.41823
225.75	0.40773
226.00	0.39804
226.25	0.38595
226.50	0.37993
226.75	0.37052
227.00	0.36420
227.25	0.35321
227.50	0.34655
227.75	0.33763
228.00	0.33048
228.25	0.32410
228.50	0.32024
228.75	0.31332
229.00	0.30507
229.25	0.29925
229.50	0.29554
229.75	0.29033
230.00	0.28385
230.25	0.27995
230.50	0.27548
230.75	0.27077
231.00	0.26612
231.25	0.26316
231.50	0.26044
231.75	0.25418
232.00	0.25093
232.25	0.25217
232.50	0.24784
232.75	0.24539
233.00	0.24257
233.25	0.23988
233.50	0.23787
233.75	0.23749
234.00	0.23597
234.25	0.23673
234.50	0.23388
234.75	0.22956
235.00	0.22737
235.25	0.22519
235.50	0.22403
235.75	0.22118
236.00	0.22121
236.25	0.21959
236.50	0.21684
236.75	0.21355
237.00	0.21396
237.25	0.21109
237.50	0.20978
237.75	0.20659
238.00	0.20273
238.25	0.20331
238.50	0.20304
238.75	0.20009
239.00	0.19813
239.25	0.19857
239.50	0.19699
239.75	0.19601
240.00	0.19685
240.25	0.19392
240.50	0.19248
240.75	0.19305
241.00	0.19088
241.25	0.18757
241.50	0.18799
241.75	0.18749
242.00	0.18718
242.25	0.18270
242.50	0.18116
242.75	0.17897
243.00	0.17834
243.25	0.17760
243.50	0.17594
243.75	0.17289
244.00	0.17048
244.25	0.16802
244.50	0.16761
244.75	0.16619
245.00	0.16282
245.25	0.16156
245.50	0.15926
245.75	0.15640
246.00	0.15619
246.25	0.15407
246.50	0.15343
246.75	0.15144
247.00	0.15086
247.25	0.14864
247.50	0.14798
247.75	0.14749
248.00	0.14663
248.25	0.14562
248.50	0.14637
248.75	0.14530
249.00	0.14359
249.25	0.14356
249.50	0.14436
249.75	0.14531
250.00	0.14530
250.25	0.14378
250.50	0.14322
250.75	0.14390
251.00	0.14309
251.25	0.14234
251.50	0.14376
251.75	0.14374
252.00	0.14140
252.25	0.14204
252.50	0.14050
252.75	0.14093
253.00	0.14162
253.25	0.14039
253.50	0.13907
253.75	0.13921
254.00	0.13725
254.25	0.13750
254.50	0.13597
254.75	0.13659
255.00	0.13686
255.25	0.13577
255.50	0.13305
255.75	0.13263
256.00	0.13225
256.25	0.13253
256.50	0.13085
256.75	0.13111
257.00	0.13060
257.25	0.12923
257.50	0.12838
257.75	0.12835
258.00	0.12837
258.25	0.12807
258.50	0.12833
258.75	0.12712
259.00	0.12688
259.25	0.12828
259.50	0.12846
259.75	0.12918
260.00	0.12664
260.25	0.12649
260.50	0.12871
260.75	0.12871
261.00	0.12905
261.25	0.12929
261.50	0.13074
261.75	0.13042
262.00	0.13033
262.25	0.13183
262.50	0.13206
262.75	0.13179
263.00	0.13354
263.25	0.13288
263.50	0.13477
263.75	0.13459
264.00	0.13495
264.25	0.13587
264.50	0.13793
264.75	0.13760
265.00	0.13766
265.25	0.13903
265.50	0.13786
265.75	0.13962
266.00	0.13955
266.25	0.14067
266.50	0.14200
266.75	0.13995
267.00	0.14328
267.25	0.14432
267.50	0.14307
267.75	0.14433
268.00	0.14363
268.25	0.14607
268.50	0.14586
268.75	0.14682
269.00	0.14800
269.25	0.14896
269.50	0.14946
269.75	0.15146
270.00	0.15152
270.25	0.15390
270.50	0.15349
270.75	0.15444
271.00	0.15472
271.25	0.15634
271.50	0.15738
271.75	0.15689
272.00	0.15611
272.25	0.15841
272.50	0.15929
272.75	0.15944
273.00	0.16020
273.25	0.16144
273.50	0.16072
273.75	0.15974
274.00	0.16034
274.25	0.15949
274.50	0.16085
274.75	0.16094
275.00	0.15796
275.25	0.15732
275.50	0.15866
275.75	0.15623
276.00	0.15495
276.25	0.15597
276.50	0.15432
276.75	0.15297
277.00	0.15306
277.25	0.15277
277.50	0.15203
277.75	0.15181
278.00	0.15132
278.25	0.15197
278.50	0.15110
278.75	0.14990
279.00	0.14984
279.25	0.15268
279.50	0.15253
279.75	0.15437
280.00	0.15482
280.25	0.15378
280.50	0.15541
280.75	0.15677
281.00	0.15594
281.25	0.15702
281.50	0.15753
281.75	0.15987
282.00	0.15996
282.25	0.16011
282.50	0.16260
282.75	0.16264
283.00	0.16366
283.25	0.16489
283.50	0.16668
283.75	0.16640
284.00	0.16655
284.25	0.16868
284.50	0.16886
284.75	0.16940
285.00	0.16988
285.25	0.17117
285.50	0.17223
285.75	0.17389
286.00	0.17413
286.25	0.17442
286.50	0.17758
286.75	0.17719
287.00	0.17744
287.25	0.17768
287.50	0.17884
287.75	0.17929
288.00	0.17773
288.25	0.18011
288.50	0.18088
288.75	0.18052
289.00	0.18159
289.25	0.18246
289.50	0.18137
289.75	0.18323
290.00	0.18327
290.25	0.18150
290.50	0.18417
290.75	0.18180
291.00	0.18078
291.25	0.18155
291.50	0.18332
291.75	0.18149
292.00	0.18063
292.25	0.18102
292.50	0.18067
292.75	0.18086
293.00	0.17977
293.25	0.17850
293.50	0.17734
293.75	0.17793
294.00	0.17761
294.25	0.17572
294.50	0.17502
294.75	0.17505
295.00	0.17271
295.25	0.17220
295.50	0.17010
295.75	0.16957
296.00	0.16952
296.25	0.17001
296.50	0.16874
296.75	0.16512
297.00	0.16478
297.25	0.16353
297.50	0.16268
297.75	0.15892
298.00	0.15903
298.25	0.15632
298.50	0.15614
298.75	0.15298
299.00	0.15205
299.25	0.15112
299.50	0.14841
299.75	0.14835
300.00	0.14612
300.25	0.14662
300.50	0.14310
300.75	0.14389
301.00	0.14013
301.25	0.14001
301.50	0.13927
301.75	0.13769
302.00	0.13632
302.25	0.13386
302.50	0.13436
302.75	0.13302
303.00	0.13140
303.25	0.13074
303.50	0.12869
303.75	0.12901
304.00	0.12629
304.25	0.12670
304.50	0.12383
304.75	0.12562
305.00	0.12294
305.25	0.12214
305.50	0.12093
305.75	0.11950
306.00	0.11903
306.25	0.11847
306.50	0.11806
306.75	0.11731
307.00	0.11595
307.25	0.11429
307.50	0.11342
307.75	0.11483
308.00	0.11261
308.25	0.11117
308.50	0.11030
308.75	0.10986
309.00	0.10985
309.25	0.10977
309.50	0.11028
309.75	0.10906
310.00	0.11137
310.25	0.11487
310.50	0.11260
310.75	0.11165
311.00	0.11816
311.25	0.10946
311.50	0.10558
311.75	0.11054
312.00	0.10533
312.25	0.10155
312.50	0.11046
312.75	0.10949
313.00	0.10801
313.25	0.10610
313.50	0.10999
313.75	0.10667
314.00	0.10014
314.25	0.10653
314.50	0.10474
314.75	0.10164
315.00	0.10200
315.25	0.10207
315.50	0.10130
315.75	0.095427
316.00	0.097277
316.25	0.097277
316.50	0.092790
316.75	0.10008
317.00	0.097080
317.25	0.094888
317.50	0.094468
317.75	0.088251
318.00	0.087421
318.25	0.087387
318.50	0.085588
318.75	0.086162
319.00	0.087909
319.25	0.086898
319.50	0.085443
319.75	0.084312
320.00	0.089450
320.25	0.078344
320.50	0.081701
320.75	0.078592
321.00	0.080827
321.25	0.077924
321.50	0.072881
321.75	0.076940
322.00	0.077744
322.25	0.070868
322.50	0.066141
322.75	0.067460
323.00	0.069344
323.25	0.070226
323.50	0.069592
323.75	0.069044
324.00	0.069139
324.25	0.068077
324.50	0.067460
324.75	0.067383
325.00	0.069421
325.25	0.071228
325.50	0.065414
325.75	0.065396
326.00	0.063992
326.25	0.058649
326.50	0.064069
326.75	0.063042
327.00	0.063615
327.25	0.062280
327.50	0.062793
327.75	0.058315
328.00	0.054744
328.25	0.055104
328.50	0.056885
328.75	0.053605
329.00	0.052492
329.25	0.050779
329.50	0.049966
329.75	0.043989
330.00	0.042901
330.25	0.044400
330.50	0.051207
330.75	0.043963
331.00	0.039990
331.25	0.039724
331.50	0.031538
331.75	0.036496
332.00	0.038568
332.25	0.035734
332.50	0.033867
332.75	0.027950
333.00	0.030502
333.25	0.027830
333.50	0.024516
333.75	0.031915
334.00	0.025869
334.25	0.027265
334.50	0.022213
334.75	0.027650
335.00	0.021819
335.25	0.021690
335.50	0.022264
335.75	0.022547
336.00	0.020654
336.25	0.019841
336.50	0.022667
336.75	0.019327
337.00	0.021913
337.25	0.019344
337.50	0.016938
337.75	0.018942
338.00	0.017118
338.25	0.018865
338.50	0.015020
338.75	0.014797
339.00	0.014677
339.25	0.017726
339.50	0.017255
339.75	0.011971
340.00	0.012905
340.25	0.015902
340.50	0.015225
340.75	0.015799
341.00	0.012776
341.25	0.011475
341.50	0.010284
341.75	0.012228
342.00	0.013264
342.25	0.011363
342.50	0.011492
342.75	0.010361
343.00	0.015551
343.25	0.014412
343.50	0.010995
343.75	0.013487
344.00	0.014129
344.25	0.015182
344.50	0.012185
344.75	0.0081350
345.00	0.018813
345.25	0.010747
345.50	0.0077667
345.75	0.013692
346.00	0.012065
346.25	0.012262
346.50	0.015285
346.75	0.011680
347.00	0.012280
347.25	0.010447
347.50	0.011594
347.75	0.010096
348.00	0.013170
348.25	0.017657
348.50	0.011286
348.75	0.017340
349.00	0.011278
349.25	0.012571
349.50	0.018993
349.75	0.011440
350.00	0.013050
350.25	0.013924
350.50	0.013187
350.75	0.013033
351.00	0.015131
351.25	0.015499
351.50	0.015285
351.75	0.010147
352.00	0.015825
352.25	0.016809
352.50	0.012682
352.75	0.013084
353.00	0.017323
353.25	0.012999
353.50	0.014412
353.75	0.017272
354.00	0.014420
354.25	0.017623
354.50	0.017400
354.75	0.012417
355.00	0.015670
355.25	0.015602
355.50	0.016150
355.75	0.0098647
356.00	0.015516
356.25	0.019121
356.50	0.017023
356.75	0.016621
357.00	0.018051
357.25	0.023232
357.50	0.017272
357.75	0.018120
