Wavelength (nm)	E17 abs N
200.00	0.20699
201.00	0.17870
202.00	0.15142
203.00	0.12727
204.00	0.10564
205.00	0.088531
206.00	0.075068
207.00	0.065099
208.00	0.056413
209.00	0.048744
210.00	0.043034
211.00	0.039536
212.00	0.037924
213.00	0.037843
214.00	0.039094
215.00	0.040952
216.00	0.044001
217.00	0.047895
218.00	0.052940
219.00	0.058707
220.00	0.065776
221.00	0.073876
222.00	0.083116
223.00	0.093059
224.00	0.10424
225.00	0.11615
226.00	0.12910
227.00	0.14292
228.00	0.15756
229.00	0.17285
230.00	0.18845
231.00	0.20410
232.00	0.21931
233.00	0.23442
234.00	0.24924
235.00	0.26386
236.00	0.27776
237.00	0.29096
238.00	0.30267
239.00	0.31224
240.00	0.32014
241.00	0.32593
242.00	0.33009
243.00	0.33339
244.00	0.33583
245.00	0.33789
246.00	0.33920
247.00	0.33931
248.00	0.33810
249.00	0.33541
250.00	0.33218
251.00	0.32934
252.00	0.32796
253.00	0.32889
254.00	0.33343
255.00	0.34162
256.00	0.35433
257.00	0.37048
258.00	0.39033
259.00	0.41267
260.00	0.43799
261.00	0.46566
262.00	0.49585
263.00	0.52885
264.00	0.56329
265.00	0.59956
266.00	0.63735
267.00	0.67598
268.00	0.71241
269.00	0.74963
270.00	0.78513
271.00	0.81920
272.00	0.85285
273.00	0.88471
274.00	0.91621
275.00	0.94607
276.00	0.97050
277.00	0.98869
278.00	0.99928
279.00	1.0000
280.00	0.99138
281.00	0.97756
282.00	0.95895
283.00	0.93735
284.00	0.91352
285.00	0.88456
286.00	0.84934
287.00	0.80317
288.00	0.74487
289.00	0.67642
290.00	0.60015
291.00	0.52273
292.00	0.44562
293.00	0.37429
294.00	0.30963
295.00	0.25224
296.00	0.20423
297.00	0.16460
298.00	0.13274
299.00	0.10863
300.00	0.090501
301.00	0.076295
302.00	0.064741
303.00	0.055332
304.00	0.047528
305.00	0.040863
306.00	0.035338
307.00	0.030627
308.00	0.026735
309.00	0.023509
310.00	0.020846
311.00	0.018954
312.00	0.017838
313.00	0.016560
314.00	0.015457
315.00	0.014384
316.00	0.013147
317.00	0.012101
318.00	0.011356
319.00	0.010474
320.00	0.0097295
321.00	0.0092731
322.00	0.0085740
323.00	0.0078020
324.00	0.0075400
325.00	0.0072524
326.00	0.0073154
327.00	0.0069616
328.00	0.0062913
329.00	0.0062368
330.00	0.0058380
331.00	0.0058470
332.00	0.0058389
333.00	0.0056539
334.00	0.0053037
335.00	0.0046667
336.00	0.0040392
337.00	0.0034108
338.00	0.0029463
339.00	0.0028711
340.00	0.0029778
341.00	0.0029053
342.00	0.0026834
343.00	0.0023165
344.00	0.0022265
345.00	0.0024300
346.00	0.0026001
347.00	0.0029467
348.00	0.0028292
349.00	0.0025209
350.00	0.0021927
