Wavelength (nm)	Q32 abs N
350.00	0.061805
350.00	0.061805
350.00	0.061805
351.00	0.060629
352.00	0.059276
353.00	0.058259
354.00	0.057438
355.00	0.056356
356.00	0.055535
357.00	0.054863
358.00	0.054247
359.00	0.053436
360.00	0.052829
361.00	0.052297
362.00	0.051887
363.00	0.051607
364.00	0.051122
365.00	0.050991
366.00	0.050898
367.00	0.050534
368.00	0.050385
369.00	0.050189
370.00	0.050254
371.00	0.050151
372.00	0.050161
373.00	0.049993
374.00	0.050077
375.00	0.049899
376.00	0.049946
377.00	0.049787
378.00	0.049983
379.00	0.049993
380.00	0.049834
381.00	0.049993
382.00	0.049871
383.00	0.050273
384.00	0.050515
385.00	0.050478
386.00	0.050627
387.00	0.050776
388.00	0.051122
389.00	0.051458
390.00	0.051849
391.00	0.052213
392.00	0.052577
393.00	0.052950
394.00	0.053417
395.00	0.053697
396.00	0.053893
397.00	0.054257
398.00	0.054387
399.00	0.054555
400.00	0.054546
401.00	0.054471
402.00	0.054322
403.00	0.054247
404.00	0.054005
405.00	0.053641
406.00	0.053361
407.00	0.053081
408.00	0.052792
409.00	0.052633
410.00	0.052503
411.00	0.052204
412.00	0.052055
413.00	0.052111
414.00	0.052092
415.00	0.052279
416.00	0.052409
417.00	0.052782
418.00	0.053081
419.00	0.053734
420.00	0.054462
421.00	0.055236
422.00	0.056347
423.00	0.057513
424.00	0.058847
425.00	0.060489
426.00	0.062402
427.00	0.064520
428.00	0.066741
429.00	0.069437
430.00	0.072106
431.00	0.075082
432.00	0.078180
433.00	0.081306
434.00	0.084646
435.00	0.088080
436.00	0.091429
437.00	0.094891
438.00	0.098474
439.00	0.10191
440.00	0.10552
441.00	0.10938
442.00	0.11342
443.00	0.11786
444.00	0.12256
445.00	0.12758
446.00	0.13302
447.00	0.13877
448.00	0.14484
449.00	0.15128
450.00	0.15815
451.00	0.16510
452.00	0.17285
453.00	0.18136
454.00	0.19120
455.00	0.20227
456.00	0.21548
457.00	0.23071
458.00	0.24840
459.00	0.26837
460.00	0.29058
461.00	0.31519
462.00	0.34176
463.00	0.36996
464.00	0.39914
465.00	0.42894
466.00	0.45940
467.00	0.49018
468.00	0.52148
469.00	0.55387
470.00	0.58757
471.00	0.62318
472.00	0.66069
473.00	0.70063
474.00	0.74259
475.00	0.78527
476.00	0.82786
477.00	0.86905
478.00	0.90692
479.00	0.93926
480.00	0.96561
481.00	0.98443
482.00	0.99632
483.00	1.0000
484.00	0.99709
485.00	0.98735
486.00	0.97210
487.00	0.95119
488.00	0.92625
489.00	0.89710
490.00	0.86437
491.00	0.82781
492.00	0.78829
493.00	0.74543
494.00	0.70050
495.00	0.65321
496.00	0.60506
497.00	0.55635
498.00	0.50794
499.00	0.46018
500.00	0.41416
501.00	0.37035
502.00	0.32904
503.00	0.29076
504.00	0.25542
505.00	0.22360
506.00	0.19498
507.00	0.16963
508.00	0.14733
509.00	0.12801
510.00	0.11136
511.00	0.097233
512.00	0.085243
513.00	0.075194
514.00	0.066545
515.00	0.059323
516.00	0.053156
517.00	0.047949
518.00	0.043340
519.00	0.039850
520.00	0.036482
521.00	0.033758
522.00	0.031322
523.00	0.029344
524.00	0.027553
525.00	0.026004
526.00	0.024744
527.00	0.023606
528.00	0.022598
529.00	0.021815
530.00	0.021301
531.00	0.020770
532.00	0.020284
533.00	0.020107
534.00	0.019799
535.00	0.019883
536.00	0.019762
537.00	0.019893
538.00	0.020033
539.00	0.020256
540.00	0.020490
541.00	0.020854
542.00	0.021190
543.00	0.021441
544.00	0.021796
545.00	0.022160
546.00	0.022449
547.00	0.022804
548.00	0.023224
549.00	0.023587
550.00	0.023821
551.00	0.024297
552.00	0.024586
553.00	0.024884
554.00	0.025090
555.00	0.025398
556.00	0.025687
557.00	0.026051
558.00	0.026247
559.00	0.026433
560.00	0.026620
561.00	0.026881
562.00	0.027030
563.00	0.027133
564.00	0.027245
565.00	0.027236
566.00	0.027581
567.00	0.027628
568.00	0.028019
569.00	0.028159
570.00	0.028598
571.00	0.029251
572.00	0.029839
573.00	0.030604
574.00	0.031556
575.00	0.032741
576.00	0.033907
577.00	0.035055
578.00	0.036408
579.00	0.037882
580.00	0.039309
581.00	0.040718
582.00	0.042136
583.00	0.043657
584.00	0.045057
585.00	0.046456
586.00	0.047865
587.00	0.049200
588.00	0.050795
589.00	0.052008
590.00	0.053454
591.00	0.054611
592.00	0.055918
593.00	0.056897
594.00	0.057858
595.00	0.058427
596.00	0.058689
597.00	0.058773
598.00	0.058745
599.00	0.058297
600.00	0.057812
601.00	0.057065
602.00	0.056197
603.00	0.055031
604.00	0.054005
605.00	0.052838
606.00	0.051523
607.00	0.050450
608.00	0.049377
609.00	0.048164
