Wavelength (nm)	F11 abs N
200.00	0.36402
201.00	0.33601
202.00	0.31242
203.00	0.29395
204.00	0.27769
205.00	0.26350
206.00	0.25289
207.00	0.25257
208.00	0.25652
209.00	0.26716
210.00	0.28288
211.00	0.30248
212.00	0.32737
213.00	0.35875
214.00	0.39462
215.00	0.43674
216.00	0.48599
217.00	0.53766
218.00	0.59449
219.00	0.65313
220.00	0.71396
221.00	0.77182
222.00	0.82720
223.00	0.87675
224.00	0.92255
225.00	0.95850
226.00	0.98418
227.00	0.99935
228.00	1.0000
229.00	0.98984
230.00	0.97003
231.00	0.93846
232.00	0.89789
233.00	0.84730
234.00	0.78704
235.00	0.71965
236.00	0.64821
237.00	0.57151
238.00	0.49442
239.00	0.41984
240.00	0.34688
241.00	0.28049
242.00	0.22301
243.00	0.17366
244.00	0.13387
245.00	0.10336
246.00	0.080263
247.00	0.064314
248.00	0.053535
249.00	0.047024
250.00	0.043367
251.00	0.041823
252.00	0.041684
253.00	0.042718
254.00	0.044345
255.00	0.047157
256.00	0.050420
257.00	0.054109
258.00	0.058330
259.00	0.062703
260.00	0.066892
261.00	0.071864
262.00	0.077221
263.00	0.083488
264.00	0.089429
265.00	0.095570
266.00	0.10233
267.00	0.10911
268.00	0.11637
269.00	0.12453
270.00	0.13254
271.00	0.14008
272.00	0.14783
273.00	0.15593
274.00	0.16450
275.00	0.17314
276.00	0.18246
277.00	0.19138
278.00	0.20023
279.00	0.20891
280.00	0.21708
281.00	0.22552
282.00	0.23363
283.00	0.24191
284.00	0.24983
285.00	0.25694
286.00	0.26345
287.00	0.26959
288.00	0.27522
289.00	0.28002
290.00	0.28401
291.00	0.28714
292.00	0.28925
293.00	0.28977
294.00	0.28920
295.00	0.28803
296.00	0.28563
297.00	0.28183
298.00	0.27636
299.00	0.26894
300.00	0.26078
301.00	0.25179
302.00	0.24165
303.00	0.23028
304.00	0.21846
305.00	0.20574
306.00	0.19204
307.00	0.17793
308.00	0.16348
309.00	0.14913
310.00	0.13494
311.00	0.12021
312.00	0.10589
313.00	0.091886
314.00	0.079401
315.00	0.067521
316.00	0.057399
317.00	0.048406
318.00	0.039846
319.00	0.032371
320.00	0.026369
321.00	0.021547
322.00	0.017571
323.00	0.014578
324.00	0.012193
325.00	0.010053
326.00	0.0080244
327.00	0.0070446
328.00	0.0060436
329.00	0.0052631
330.00	0.0048620
331.00	0.0044820
332.00	0.0040599
333.00	0.0036007
334.00	0.0033529
335.00	0.0034947
336.00	0.0036884
337.00	0.0035506
338.00	0.0034856
339.00	0.0031330
340.00	0.0029370
341.00	0.0027165
342.00	0.0032230
343.00	0.0028686
344.00	0.0033415
345.00	0.0028869
346.00	0.0029079
347.00	0.0027046
348.00	0.0029621
349.00	0.0026214
350.00	0.0031113
