Wavelength (nm)	G07 abs N
330.00	0.69892
331.00	0.67145
332.00	0.64332
333.00	0.61681
334.00	0.59098
335.00	0.56723
336.00	0.54347
337.00	0.51978
338.00	0.49733
339.00	0.47620
340.00	0.45575
341.00	0.43646
342.00	0.41692
343.00	0.39893
344.00	0.38212
345.00	0.36605
346.00	0.35106
347.00	0.33588
348.00	0.32269
349.00	0.31006
350.00	0.29833
351.00	0.28691
352.00	0.27695
353.00	0.26718
354.00	0.25884
355.00	0.24999
356.00	0.24234
357.00	0.23630
358.00	0.23023
359.00	0.22370
360.00	0.21881
361.00	0.21473
362.00	0.21025
363.00	0.20641
364.00	0.20357
365.00	0.20112
366.00	0.19931
367.00	0.19786
368.00	0.19844
369.00	0.19837
370.00	0.19922
371.00	0.20208
372.00	0.20278
373.00	0.20418
374.00	0.20761
375.00	0.21045
376.00	0.21421
377.00	0.21778
378.00	0.22252
379.00	0.22696
380.00	0.23218
381.00	0.23837
382.00	0.24564
383.00	0.25155
384.00	0.25739
385.00	0.26539
386.00	0.27217
387.00	0.28004
388.00	0.28894
389.00	0.29593
390.00	0.30478
391.00	0.31376
392.00	0.32423
393.00	0.33433
394.00	0.34398
395.00	0.35487
396.00	0.36515
397.00	0.37770
398.00	0.38848
399.00	0.39897
400.00	0.41098
401.00	0.42313
402.00	0.43400
403.00	0.44786
404.00	0.45911
405.00	0.47144
406.00	0.48517
407.00	0.49695
408.00	0.51122
409.00	0.52590
410.00	0.53709
411.00	0.55125
412.00	0.56543
413.00	0.57871
414.00	0.59160
415.00	0.60593
416.00	0.61977
417.00	0.63248
418.00	0.64609
419.00	0.66025
420.00	0.67469
421.00	0.68949
422.00	0.70230
423.00	0.71522
424.00	0.72814
425.00	0.74109
426.00	0.75602
427.00	0.76896
428.00	0.78010
429.00	0.79274
430.00	0.80567
431.00	0.81632
432.00	0.82771
433.00	0.84017
434.00	0.85367
435.00	0.86307
436.00	0.87312
437.00	0.88422
438.00	0.89479
439.00	0.90440
440.00	0.91372
441.00	0.92424
442.00	0.93079
443.00	0.93833
444.00	0.94614
445.00	0.95397
446.00	0.96209
447.00	0.96684
448.00	0.97279
449.00	0.97998
450.00	0.98341
451.00	0.98703
452.00	0.99110
453.00	0.99352
454.00	0.99569
455.00	0.99703
456.00	0.99810
457.00	0.99749
458.00	1.0000
459.00	0.99696
460.00	0.99775
461.00	0.99490
462.00	0.99064
463.00	0.98685
464.00	0.98484
465.00	0.98061
466.00	0.97591
467.00	0.96985
468.00	0.96455
469.00	0.96076
470.00	0.95395
471.00	0.94417
472.00	0.93863
473.00	0.92949
474.00	0.92220
475.00	0.91133
476.00	0.90349
477.00	0.89097
478.00	0.88400
479.00	0.87168
480.00	0.86175
481.00	0.85003
482.00	0.83783
483.00	0.82229
484.00	0.80887
485.00	0.79282
486.00	0.78263
487.00	0.77098
488.00	0.75534
489.00	0.74126
490.00	0.72621
491.00	0.71131
492.00	0.69537
493.00	0.67672
494.00	0.66110
495.00	0.64262
496.00	0.62737
497.00	0.61193
498.00	0.59286
499.00	0.57520
500.00	0.56036
501.00	0.54367
502.00	0.52540
503.00	0.51157
504.00	0.49288
505.00	0.47637
506.00	0.46044
507.00	0.44485
508.00	0.42801
509.00	0.41318
510.00	0.39830
511.00	0.38390
512.00	0.36965
513.00	0.35656
514.00	0.34370
515.00	0.32885
516.00	0.31657
517.00	0.30691
518.00	0.29425
519.00	0.28499
520.00	0.27516
521.00	0.26282
522.00	0.25330
523.00	0.24192
524.00	0.23740
525.00	0.22825
526.00	0.21986
527.00	0.21662
528.00	0.20944
529.00	0.20220
530.00	0.19578
531.00	0.19014
532.00	0.18408
533.00	0.17769
534.00	0.17107
535.00	0.16570
536.00	0.16101
537.00	0.15167
538.00	0.14493
539.00	0.14122
540.00	0.13577
541.00	0.12775
542.00	0.12314
543.00	0.11690
544.00	0.11209
545.00	0.10746
546.00	0.10191
547.00	0.097679
548.00	0.093157
549.00	0.089111
550.00	0.085210
551.00	0.083314
552.00	0.078457
553.00	0.076313
554.00	0.074196
555.00	0.071354
556.00	0.070287
557.00	0.069421
558.00	0.068166
559.00	0.066356
560.00	0.066591
561.00	0.066852
562.00	0.066115
563.00	0.065552
564.00	0.065933
565.00	0.065368
566.00	0.064672
567.00	0.063473
568.00	0.064161
569.00	0.063862
570.00	0.062469
571.00	0.060430
572.00	0.059169
573.00	0.057416
574.00	0.055251
575.00	0.053058
576.00	0.049996
577.00	0.047466
578.00	0.045295
579.00	0.041778
580.00	0.039019
581.00	0.035887
582.00	0.033952
583.00	0.030709
584.00	0.027309
585.00	0.025818
586.00	0.023483
587.00	0.021064
588.00	0.019130
589.00	0.017413
590.00	0.015738
591.00	0.013776
592.00	0.012337
593.00	0.011841
594.00	0.010170
595.00	0.0092548
596.00	0.0086683
597.00	0.0073174
598.00	0.0073626
599.00	0.0066901
600.00	0.0058483
