Wavelength (nm)	T13 abs N
350.00	0.045870
351.00	0.045342
352.00	0.045052
353.00	0.044789
354.00	0.044533
355.00	0.044358
356.00	0.044341
357.00	0.044219
358.00	0.044316
359.00	0.044037
360.00	0.043825
361.00	0.043468
362.00	0.042996
363.00	0.043672
364.00	0.045109
365.00	0.046472
366.00	0.046618
367.00	0.046098
368.00	0.046354
369.00	0.047884
370.00	0.049058
371.00	0.050033
372.00	0.050858
373.00	0.051392
374.00	0.052191
375.00	0.053048
376.00	0.054000
377.00	0.054807
378.00	0.055567
379.00	0.056491
380.00	0.057550
381.00	0.058751
382.00	0.060334
383.00	0.061730
384.00	0.063052
385.00	0.064480
386.00	0.065865
387.00	0.067191
388.00	0.068278
389.00	0.069677
390.00	0.071542
391.00	0.074055
392.00	0.077587
393.00	0.081955
394.00	0.088590
395.00	0.096965
396.00	0.10771
397.00	0.12103
398.00	0.13706
399.00	0.15332
400.00	0.17106
401.00	0.19014
402.00	0.20698
403.00	0.22172
404.00	0.23278
405.00	0.23985
406.00	0.24334
407.00	0.24302
408.00	0.23979
409.00	0.23424
410.00	0.22908
411.00	0.22489
412.00	0.22343
413.00	0.22793
414.00	0.23929
415.00	0.25951
416.00	0.28895
417.00	0.33113
418.00	0.39198
419.00	0.47755
420.00	0.59140
421.00	0.72636
422.00	0.85204
423.00	0.93987
424.00	0.99105
425.00	1.00000
426.00	0.97608
427.00	0.93795
428.00	0.89834
429.00	0.85675
430.00	0.81550
431.00	0.77329
432.00	0.71924
433.00	0.65048
434.00	0.57891
435.00	0.50479
436.00	0.42632
437.00	0.35363
438.00	0.28526
439.00	0.22617
440.00	0.17682
441.00	0.13425
442.00	0.10374
443.00	0.080166
444.00	0.062135
445.00	0.049151
446.00	0.039330
447.00	0.032671
448.00	0.027837
449.00	0.024121
450.00	0.021572
451.00	0.019737
452.00	0.018141
453.00	0.016669
454.00	0.015849
455.00	0.014836
456.00	0.013981
457.00	0.013242
458.00	0.012717
459.00	0.012096
460.00	0.011653
461.00	0.011103
462.00	0.010716
463.00	0.010021
464.00	0.0095563
465.00	0.0091089
466.00	0.0087078
467.00	0.0084723
468.00	0.0080046
469.00	0.0075587
470.00	0.0075190
471.00	0.0071150
472.00	0.0068920
473.00	0.0065414
474.00	0.0061911
475.00	0.0063679
476.00	0.0061441
477.00	0.0060137
478.00	0.0060003
479.00	0.0059257
480.00	0.0060520
481.00	0.0061714
482.00	0.0062805
483.00	0.0064164
484.00	0.0065329
485.00	0.0067732
486.00	0.0065760
487.00	0.0070284
488.00	0.0077039
489.00	0.0075303
490.00	0.0075839
491.00	0.0078491
492.00	0.0080064
493.00	0.0081083
494.00	0.0082895
495.00	0.0085567
