Wavelength (nm)	Q21 abs N
300.00	0.035761
301.00	0.035318
302.00	0.035146
303.00	0.034860
304.00	0.034821
305.00	0.035109
306.00	0.035439
307.00	0.035755
308.00	0.036312
309.00	0.036785
310.00	0.037661
311.00	0.038534
312.00	0.039371
313.00	0.040586
314.00	0.041604
315.00	0.042910
316.00	0.044303
317.00	0.045834
318.00	0.047460
319.00	0.049127
320.00	0.051022
321.00	0.052950
322.00	0.054913
323.00	0.057006
324.00	0.059171
325.00	0.061480
326.00	0.063870
327.00	0.066098
328.00	0.068457
329.00	0.070833
330.00	0.073084
331.00	0.075417
332.00	0.077599
333.00	0.079806
334.00	0.082020
335.00	0.084270
336.00	0.086499
337.00	0.088802
338.00	0.091122
339.00	0.093591
340.00	0.096296
341.00	0.098932
342.00	0.10195
343.00	0.10526
344.00	0.10872
345.00	0.11262
346.00	0.11671
347.00	0.12094
348.00	0.12558
349.00	0.13067
350.00	0.13601
351.00	0.14153
352.00	0.14744
353.00	0.15336
354.00	0.15946
355.00	0.16589
356.00	0.17229
357.00	0.17905
358.00	0.18524
359.00	0.19250
360.00	0.19985
361.00	0.20783
362.00	0.21550
363.00	0.22377
364.00	0.23205
365.00	0.24020
366.00	0.24996
367.00	0.26178
368.00	0.27486
369.00	0.28857
370.00	0.30165
371.00	0.31407
372.00	0.32631
373.00	0.33905
374.00	0.35191
375.00	0.36573
376.00	0.37995
377.00	0.39464
378.00	0.40995
379.00	0.42466
380.00	0.43823
381.00	0.45364
382.00	0.46838
383.00	0.48429
384.00	0.49864
385.00	0.51369
386.00	0.52947
387.00	0.54548
388.00	0.56229
389.00	0.57844
390.00	0.59515
391.00	0.61454
392.00	0.63549
393.00	0.65702
394.00	0.67793
395.00	0.70192
396.00	0.72656
397.00	0.75499
398.00	0.78600
399.00	0.81322
400.00	0.84017
401.00	0.86905
402.00	0.89717
403.00	0.92519
404.00	0.94959
405.00	0.97188
406.00	0.98771
407.00	0.99443
408.00	1.0000
409.00	0.99830
410.00	0.98652
411.00	0.96905
412.00	0.94493
413.00	0.91401
414.00	0.87601
415.00	0.83473
416.00	0.78764
417.00	0.73974
418.00	0.69135
419.00	0.64130
420.00	0.59209
421.00	0.54374
422.00	0.49960
423.00	0.45956
424.00	0.41944
425.00	0.38099
426.00	0.34622
427.00	0.31134
428.00	0.28113
429.00	0.25239
430.00	0.22617
431.00	0.20477
432.00	0.18452
433.00	0.16379
434.00	0.14593
435.00	0.13126
436.00	0.11666
437.00	0.10417
438.00	0.093083
439.00	0.083061
440.00	0.074236
441.00	0.065911
442.00	0.059139
443.00	0.053058
444.00	0.047544
445.00	0.042769
446.00	0.038524
447.00	0.034920
448.00	0.031764
449.00	0.028941
450.00	0.026542
451.00	0.024567
452.00	0.022742
453.00	0.020861
454.00	0.019521
455.00	0.018613
456.00	0.017498
457.00	0.016535
458.00	0.015759
459.00	0.015038
460.00	0.014473
461.00	0.013870
462.00	0.013470
463.00	0.013141
464.00	0.013192
465.00	0.013092
466.00	0.012832
467.00	0.012838
468.00	0.012830
469.00	0.012920
470.00	0.013255
471.00	0.013959
472.00	0.014585
473.00	0.015085
474.00	0.015517
475.00	0.016055
476.00	0.016848
477.00	0.017389
478.00	0.017958
