Wavelength (nm)	C16 abs N
210.00	0.69151
211.00	0.69445
212.00	0.69466
213.00	0.67929
214.00	0.65700
215.00	0.61997
216.00	0.58517
217.00	0.56643
218.00	0.56271
219.00	0.56964
220.00	0.58733
221.00	0.61358
222.00	0.64726
223.00	0.68676
224.00	0.73211
225.00	0.77690
226.00	0.82001
227.00	0.85657
228.00	0.88774
229.00	0.91171
230.00	0.93269
231.00	0.95304
232.00	0.97100
233.00	0.98831
234.00	0.99887
235.00	1.0000
236.00	0.99106
237.00	0.97081
238.00	0.94082
239.00	0.90418
240.00	0.86254
241.00	0.82102
242.00	0.78417
243.00	0.75916
244.00	0.74702
245.00	0.74426
246.00	0.74477
247.00	0.74238
248.00	0.73593
249.00	0.72969
250.00	0.73019
251.00	0.73893
252.00	0.75604
253.00	0.77684
254.00	0.79153
255.00	0.79115
256.00	0.76789
257.00	0.72040
258.00	0.65215
259.00	0.57450
260.00	0.49693
261.00	0.42745
262.00	0.36973
263.00	0.32462
264.00	0.29186
265.00	0.26902
266.00	0.25451
267.00	0.24569
268.00	0.24122
269.00	0.23980
270.00	0.24087
271.00	0.24430
272.00	0.25021
273.00	0.25890
274.00	0.26965
275.00	0.28160
276.00	0.29458
277.00	0.30787
278.00	0.31995
279.00	0.33094
280.00	0.34177
281.00	0.35268
282.00	0.36477
283.00	0.37878
284.00	0.39485
285.00	0.41372
286.00	0.43448
287.00	0.45764
288.00	0.48049
289.00	0.50314
290.00	0.52486
291.00	0.54550
292.00	0.56469
293.00	0.58269
294.00	0.59946
295.00	0.61467
296.00	0.62725
297.00	0.63422
298.00	0.63533
299.00	0.62765
300.00	0.61301
301.00	0.59226
302.00	0.56789
303.00	0.54095
304.00	0.51446
305.00	0.48804
306.00	0.46215
307.00	0.43678
308.00	0.41280
309.00	0.39029
310.00	0.36895
311.00	0.34877
312.00	0.33109
313.00	0.31456
314.00	0.29964
315.00	0.28543
316.00	0.27277
317.00	0.26022
318.00	0.24788
319.00	0.23626
320.00	0.22467
321.00	0.21315
322.00	0.20212
323.00	0.19152
324.00	0.18120
325.00	0.17163
326.00	0.16236
327.00	0.15394
328.00	0.14564
329.00	0.13840
330.00	0.13107
331.00	0.12425
332.00	0.11802
333.00	0.11196
334.00	0.10573
335.00	0.099973
336.00	0.094338
337.00	0.088858
338.00	0.083906
339.00	0.079247
340.00	0.075180
341.00	0.071784
342.00	0.069055
343.00	0.067013
344.00	0.065652
345.00	0.065243
346.00	0.064998
347.00	0.065569
348.00	0.066287
349.00	0.067463
350.00	0.068216
351.00	0.069454
352.00	0.070737
353.00	0.072373
354.00	0.073690
355.00	0.075601
356.00	0.078123
357.00	0.080457
358.00	0.083441
359.00	0.086848
360.00	0.090541
361.00	0.094797
362.00	0.10011
363.00	0.10545
364.00	0.11184
365.00	0.11792
366.00	0.12402
367.00	0.12960
368.00	0.13467
369.00	0.13908
370.00	0.14289
371.00	0.14536
372.00	0.14769
373.00	0.14909
374.00	0.15140
375.00	0.15378
376.00	0.15567
377.00	0.15867
378.00	0.16230
379.00	0.16661
380.00	0.17160
381.00	0.17712
382.00	0.18379
383.00	0.19097
384.00	0.19810
385.00	0.20519
386.00	0.21223
387.00	0.21953
388.00	0.22574
389.00	0.22981
390.00	0.23418
391.00	0.23620
392.00	0.23797
393.00	0.23804
394.00	0.23689
395.00	0.23594
396.00	0.23472
397.00	0.23374
398.00	0.23323
399.00	0.23315
400.00	0.23360
401.00	0.23536
402.00	0.23875
403.00	0.24295
404.00	0.24874
405.00	0.25486
406.00	0.26157
407.00	0.27021
408.00	0.27985
409.00	0.29003
410.00	0.30127
411.00	0.31360
412.00	0.32669
413.00	0.33951
414.00	0.35210
415.00	0.36744
416.00	0.38283
417.00	0.39927
418.00	0.41588
419.00	0.43282
420.00	0.45109
421.00	0.46997
422.00	0.48687
423.00	0.50516
424.00	0.52296
425.00	0.54256
