Wavelength (nm)	K17 abs N
220.00	0.041974
220.25	0.042672
220.50	0.042571
220.75	0.040613
221.00	0.042142
221.25	0.039765
221.50	0.037790
221.75	0.038244
222.00	0.037622
222.25	0.036085
222.50	0.037480
222.75	0.035934
223.00	0.031548
223.25	0.031464
223.50	0.031238
223.75	0.031632
224.00	0.028574
224.25	0.027953
224.50	0.027264
224.75	0.024869
225.00	0.026088
225.25	0.024517
225.50	0.022584
225.75	0.020207
226.00	0.018980
226.25	0.020652
226.50	0.021038
226.75	0.018140
227.00	0.018602
227.25	0.016292
227.50	0.017762
227.75	0.014796
228.00	0.015687
228.25	0.015300
228.50	0.014855
228.75	0.015443
229.00	0.014023
229.25	0.013444
229.50	0.015082
229.75	0.014553
230.00	0.013755
230.25	0.015250
230.50	0.014149
230.75	0.014553
231.00	0.013200
231.25	0.014309
231.50	0.016233
231.75	0.013788
232.00	0.014242
232.25	0.017199
232.50	0.015233
232.75	0.016460
233.00	0.016577
233.25	0.017224
233.50	0.017947
233.75	0.018022
234.00	0.017846
234.25	0.020400
234.50	0.018888
234.75	0.018854
235.00	0.018031
235.25	0.018274
235.50	0.020770
235.75	0.021341
236.00	0.021332
236.25	0.023340
236.50	0.022341
236.75	0.022803
237.00	0.023475
237.25	0.023298
237.50	0.022584
237.75	0.024004
238.00	0.023735
238.25	0.026827
238.50	0.024113
238.75	0.024374
239.00	0.025147
239.25	0.025399
239.50	0.026650
239.75	0.025701
240.00	0.028457
240.25	0.028121
240.50	0.028011
240.75	0.028633
241.00	0.029381
241.25	0.028868
241.50	0.030616
241.75	0.031053
242.00	0.032489
242.25	0.031632
242.50	0.034321
242.75	0.034875
243.00	0.035497
243.25	0.036093
243.50	0.036724
243.75	0.036833
244.00	0.037824
244.25	0.038219
244.50	0.037026
244.75	0.039924
245.00	0.041227
245.25	0.041924
245.50	0.041899
245.75	0.040941
246.00	0.042890
246.25	0.043470
246.50	0.044780
246.75	0.044427
247.00	0.045494
247.25	0.046385
247.50	0.046629
247.75	0.048544
248.00	0.048569
248.25	0.048737
248.50	0.050611
248.75	0.051644
249.00	0.050527
249.25	0.050905
249.50	0.051905
249.75	0.053064
250.00	0.053350
250.25	0.051703
250.50	0.053014
250.75	0.051569
251.00	0.053593
251.25	0.052005
251.50	0.053022
251.75	0.053896
252.00	0.053014
252.25	0.054324
252.50	0.053467
252.75	0.051644
253.00	0.053702
253.25	0.053232
253.50	0.054433
253.75	0.053400
254.00	0.054509
254.25	0.054517
254.50	0.052913
254.75	0.054030
255.00	0.053812
255.25	0.053786
255.50	0.053072
255.75	0.053366
256.00	0.053005
256.25	0.053274
256.50	0.050342
256.75	0.051358
257.00	0.053366
257.25	0.051090
257.50	0.051073
257.75	0.050090
258.00	0.049905
258.25	0.049157
258.50	0.050258
258.75	0.050056
259.00	0.049703
259.25	0.049947
259.50	0.050031
259.75	0.049250
260.00	0.049325
260.25	0.049871
260.50	0.050527
260.75	0.049384
261.00	0.049141
261.25	0.049048
261.50	0.048494
261.75	0.048065
262.00	0.046914
262.25	0.047670
262.50	0.046393
262.75	0.046990
263.00	0.047082
263.25	0.045494
263.50	0.045763
263.75	0.044083
264.00	0.043276
264.25	0.044133
264.50	0.044848
264.75	0.044688
265.00	0.043293
265.25	0.043470
265.50	0.040076
265.75	0.039462
266.00	0.040437
266.25	0.040118
266.50	0.039076
266.75	0.038941
267.00	0.037522
267.25	0.036757
267.50	0.036648
267.75	0.035472
268.00	0.034077
268.25	0.033279
268.50	0.033497
268.75	0.032397
269.00	0.031666
269.25	0.030549
269.50	0.030733
269.75	0.029154
270.00	0.029616
270.25	0.028675
270.50	0.027852
270.75	0.028205
271.00	0.025651
271.25	0.026029
271.50	0.024811
271.75	0.023357
272.00	0.024432
272.25	0.023122
272.50	0.022702
272.75	0.021702
273.00	0.022240
273.25	0.021744
273.50	0.021156
273.75	0.019871
274.00	0.019417
274.25	0.019820
274.50	0.019375
274.75	0.019526
275.00	0.019106
275.25	0.017165
275.50	0.018921
275.75	0.017249
276.00	0.017123
276.25	0.017863
276.50	0.018627
276.75	0.017485
277.00	0.017065
277.25	0.015813
277.50	0.016754
277.75	0.015830
278.00	0.015914
278.25	0.014964
278.50	0.015317
278.75	0.015435
279.00	0.015594
279.25	0.016527
279.50	0.013973
279.75	0.016208
280.00	0.016737
280.25	0.016132
280.50	0.015813
280.75	0.015300
281.00	0.015754
281.25	0.016098
281.50	0.015662
281.75	0.015418
282.00	0.015510
282.25	0.016082
282.50	0.016535
282.75	0.016233
283.00	0.014065
283.25	0.016325
283.50	0.017745
283.75	0.017627
284.00	0.017703
284.25	0.016577
284.50	0.015561
284.75	0.016997
285.00	0.016124
285.25	0.017165
285.50	0.016989
285.75	0.016905
286.00	0.018476
286.25	0.017627
286.50	0.018871
286.75	0.019215
287.00	0.018694
287.25	0.018358
287.50	0.019501
287.75	0.019476
288.00	0.019073
288.25	0.019837
288.50	0.018997
288.75	0.018694
289.00	0.019652
289.25	0.019694
289.50	0.018686
289.75	0.021047
290.00	0.020971
290.25	0.019837
290.50	0.022559
290.75	0.020391
291.00	0.019686
291.25	0.021349
291.50	0.021979
291.75	0.020828
292.00	0.022047
292.25	0.022903
292.50	0.023256
292.75	0.024340
293.00	0.023223
293.25	0.023231
293.50	0.024273
293.75	0.024256
294.00	0.025105
294.25	0.024046
294.50	0.024441
294.75	0.025600
295.00	0.024853
295.25	0.024424
295.50	0.023870
295.75	0.026802
296.00	0.026197
296.25	0.025903
296.50	0.026323
296.75	0.026659
297.00	0.028112
297.25	0.027449
297.50	0.028591
297.75	0.027180
298.00	0.028003
298.25	0.028171
298.50	0.026718
298.75	0.027911
299.00	0.028482
299.25	0.030868
299.50	0.029700
299.75	0.029087
300.00	0.028247
300.25	0.029515
300.50	0.030112
300.75	0.030389
301.00	0.031120
301.25	0.030641
301.50	0.029877
301.75	0.030498
302.00	0.029431
302.25	0.031481
302.50	0.031481
302.75	0.031137
303.00	0.031842
303.25	0.031406
303.50	0.029708
303.75	0.031674
304.00	0.031926
304.25	0.031422
304.50	0.032120
304.75	0.033850
305.00	0.032657
305.25	0.032136
305.50	0.033086
305.75	0.030935
306.00	0.031044
306.25	0.032565
306.50	0.034136
306.75	0.032590
307.00	0.032876
307.25	0.031515
307.50	0.031842
307.75	0.033934
308.00	0.032422
308.25	0.033766
308.50	0.032237
308.75	0.032447
309.00	0.031061
309.25	0.031490
309.50	0.032204
309.75	0.031532
310.00	0.033665
310.25	0.034766
310.50	0.030784
310.75	0.031095
311.00	0.041865
311.25	0.029414
311.50	0.028297
311.75	0.030137
312.00	0.029767
312.25	0.024727
312.50	0.036833
312.75	0.036682
313.00	0.036219
313.25	0.031448
313.50	0.032346
313.75	0.033371
314.00	0.028079
314.25	0.033497
314.50	0.033976
314.75	0.033766
315.00	0.026701
315.25	0.034035
315.50	0.030061
315.75	0.030187
316.00	0.025096
316.25	0.028339
316.50	0.028070
316.75	0.030943
317.00	0.027365
317.25	0.027003
317.50	0.030414
317.75	0.027205
318.00	0.029549
318.25	0.021979
318.50	0.023794
318.75	0.027768
319.00	0.027247
319.25	0.029834
319.50	0.028726
319.75	0.028600
320.00	0.026667
320.25	0.021694
320.50	0.025105
320.75	0.025836
321.00	0.025281
321.25	0.023660
321.50	0.023433
321.75	0.022391
322.00	0.025155
322.25	0.020156
322.50	0.019451
322.75	0.021232
323.00	0.021752
323.25	0.021912
323.50	0.023483
323.75	0.022307
324.00	0.021223
324.25	0.021223
324.50	0.019283
324.75	0.021114
325.00	0.020442
325.25	0.025096
325.50	0.022399
325.75	0.016871
326.00	0.017350
326.25	0.017720
326.50	0.014645
326.75	0.019753
327.00	0.022668
327.25	0.020148
327.50	0.020921
327.75	0.012646
328.00	0.018728
328.25	0.020770
328.50	0.017854
328.75	0.016939
329.00	0.016493
329.25	0.017006
329.50	0.015746
329.75	0.010100
330.00	0.014855
330.25	0.016199
330.50	0.015284
330.75	0.019350
331.00	0.016006
331.25	0.015208
331.50	0.0086634
331.75	0.011923
332.00	0.017510
332.25	0.017140
332.50	0.013385
332.75	0.013553
333.00	0.015653
333.25	0.010545
333.50	0.0089910
333.75	0.016082
334.00	0.011747
334.25	0.011839
334.50	0.012217
334.75	0.013049
335.00	0.010705
335.25	0.0087726
335.50	0.0084785
335.75	0.0099488
336.00	0.010058
336.25	0.0097723
336.50	0.010461
336.75	0.0073528
337.00	0.012041
337.25	0.013696
337.50	0.011033
337.75	0.012293
338.00	0.011117
338.25	0.0076216
338.50	0.010545
338.75	0.012889
339.00	0.0056305
339.25	0.012520
339.50	0.0091506
339.75	0.0075544
340.00	0.0074452
340.25	0.011856
340.50	0.0064874
340.75	0.013452
341.00	0.0094615
341.25	0.0082601
341.50	0.013158
341.75	0.0082517
342.00	0.0099067
342.25	0.010050
342.50	0.0064454
342.75	0.0062186
343.00	0.011495
343.25	0.013326
343.50	0.0068319
343.75	0.0077140
344.00	0.010293
344.25	0.0096463
344.50	0.0074704
344.75	0.0066051
345.00	0.012494
345.25	0.0060758
345.50	0.0083945
345.75	0.010528
346.00	0.0096715
346.25	0.0080921
346.50	0.014023
346.75	0.0048240
347.00	0.0095959
347.25	0.0090582
347.50	0.0075208
347.75	0.0084785
348.00	0.0089490
348.25	0.0093271
348.50	0.0068151
348.75	0.010822
349.00	0.0049164
349.25	0.0079577
349.50	0.014175
349.75	0.0073948
350.00	0.0080333
350.25	0.0080652
350.50	0.0032664
350.75	0.0061043
351.00	0.0076737
351.25	0.0071259
351.50	0.0061161
351.75	0.0054255
352.00	0.0080618
352.25	0.0080854
352.50	0.0067983
352.75	0.0047803
353.00	0.0088196
353.25	0.0051718
353.50	0.0040024
353.75	0.0069495
354.00	0.0084096
354.25	0.0075678
354.50	0.0067512
354.75	0.0054894
355.00	0.0066975
355.25	0.0062253
355.50	0.0060556
355.75	0.0036428
356.00	0.0029690
356.25	0.0069075
356.50	0.0061413
356.75	0.0058120
357.00	0.0066924
357.25	0.0079173
357.50	0.0057145
357.75	0.0049819
358.00	0.0045098
358.25	0.0021726
358.50	0.0039687
358.75	0.0051768
359.00	0.0054692
359.25	0.0053583
359.50	0.0035756
359.75	0.0071360
360.00	0.0065967
360.25	0.0072839
360.50	0.0059380
360.75	0.0024246
361.00	0.0042292
361.25	0.0041435
361.50	0.0035957
361.75	0.0044510
362.00	0.0058859
362.25	0.0037839
362.50	0.0077224
362.75	0.0045871
363.00	0.0052743
363.25	0.0051718
363.50	0.0069344
363.75	0.0025725
364.00	0.0058221
364.25	0.0059296
364.50	0.0051886
364.75	0.0041116
365.00	0.0061010
365.25	0.0055448
365.50	0.0073830
365.75	0.0060707
366.00	0.0058926
366.25	0.0043619
366.50	0.0048559
366.75	0.0047702
367.00	0.0059447
367.25	0.0062035
367.50	0.0051600
367.75	0.0047803
368.00	0.0040981
368.25	0.0049366
368.50	0.0039940
368.75	0.0063194
369.00	0.0045955
369.25	0.0058792
369.50	0.0073309
369.75	0.0043384
370.00	0.0030765
370.25	0.0055784
370.50	0.0037453
370.75	0.0044325
371.00	0.0060943
371.25	0.0030597
371.50	0.0092498
371.75	0.0036613
372.00	0.0049114
372.25	0.0042544
372.50	0.0026565
372.75	0.0051332
373.00	0.0038797
373.25	0.0073729
373.50	0.0037083
373.75	0.0081341
374.00	0.0076787
374.25	0.0025607
374.50	0.0043737
374.75	0.0051365
375.00	0.0065462
375.25	0.0053432
375.50	0.0047702
375.75	0.0043569
376.00	0.0058506
376.25	0.0057817
376.50	0.0052004
376.75	0.0064505
377.00	0.0060287
377.25	0.0050945
377.50	0.0045384
377.75	0.0053096
378.00	0.0036529
378.25	0.0037184
378.50	0.0075225
378.75	0.0038494
379.00	0.0062589
379.25	0.0064925
379.50	0.0054238
379.75	0.0057162
380.00	0.0026649
380.25	0.0055280
380.50	0.0053751
380.75	0.0064488
381.00	0.0067664
381.25	0.0055213
381.50	0.0083844
381.75	0.0061732
382.00	0.0043569
382.25	0.0045820
382.50	0.0040679
382.75	0.0034361
383.00	0.0027035
383.25	0.0064572
383.50	0.0065647
383.75	0.0035554
384.00	0.0067966
384.25	0.0072150
384.50	0.0034832
384.75	0.0086482
385.00	0.0055801
385.25	0.0043938
385.50	0.0048962
385.75	0.0072721
386.00	0.0061615
386.25	0.0066471
386.50	0.0078720
386.75	0.0059044
387.00	0.0076502
387.25	0.0057162
387.50	0.0054205
387.75	0.0068050
388.00	0.0087188
388.25	0.0061716
388.50	0.0084130
388.75	0.0057229
389.00	0.0081996
389.25	0.0050391
389.50	0.0083223
389.75	0.0060943
390.00	0.0074620
390.25	0.0050239
390.50	0.0045098
390.75	0.0066504
391.00	0.0071192
391.25	0.0067479
391.50	0.0067126
391.75	0.0044594
392.00	0.0077846
392.25	0.0074133
392.50	0.0060170
