Wavelength (nm)	E14 abs N
215.00	0.37776
216.00	0.27895
217.00	0.21672
218.00	0.18792
219.00	0.17976
220.00	0.18210
221.00	0.19028
222.00	0.20180
223.00	0.21530
224.00	0.23125
225.00	0.24856
226.00	0.26722
227.00	0.28670
228.00	0.30719
229.00	0.32856
230.00	0.35106
231.00	0.37460
232.00	0.39850
233.00	0.42341
234.00	0.44877
235.00	0.47563
236.00	0.50353
237.00	0.53370
238.00	0.56584
239.00	0.59923
240.00	0.63459
241.00	0.67079
242.00	0.70656
243.00	0.74195
244.00	0.77574
245.00	0.80805
246.00	0.84118
247.00	0.87608
248.00	0.91063
249.00	0.93958
250.00	0.96219
251.00	0.97927
252.00	0.99213
253.00	1.00000
254.00	0.99805
255.00	0.98942
256.00	0.98141
257.00	0.97854
258.00	0.98187
259.00	0.97996
260.00	0.96322
261.00	0.92983
262.00	0.88909
263.00	0.84860
264.00	0.81471
265.00	0.79007
266.00	0.77413
267.00	0.76611
268.00	0.76263
269.00	0.76352
270.00	0.76701
271.00	0.77232
272.00	0.77957
273.00	0.78783
274.00	0.79537
275.00	0.80019
276.00	0.79917
277.00	0.79765
278.00	0.79303
279.00	0.78447
280.00	0.77151
281.00	0.75486
282.00	0.73516
283.00	0.70701
284.00	0.66656
285.00	0.61910
286.00	0.57316
287.00	0.52965
288.00	0.48220
289.00	0.43105
290.00	0.38480
291.00	0.34566
292.00	0.30333
293.00	0.25057
294.00	0.19104
295.00	0.13566
296.00	0.091439
297.00	0.060117
298.00	0.039230
299.00	0.026274
300.00	0.018301
301.00	0.013321
302.00	0.010200
303.00	0.0079727
304.00	0.0063743
305.00	0.0054857
306.00	0.0044109
307.00	0.0037997
308.00	0.0033982
309.00	0.0031979
310.00	0.0029721
311.00	0.0026034
312.00	0.0024611
313.00	0.0024423
314.00	0.0022707
315.00	0.0022321
316.00	0.0022540
317.00	0.0021331
318.00	0.0020199
319.00	0.0020929
320.00	0.0021054
321.00	0.0020428
322.00	0.0017925
323.00	0.0016627
324.00	0.0015719
325.00	0.0015109
326.00	0.0015672
327.00	0.0015568
328.00	0.0015615
329.00	0.0013362
330.00	0.0012616
331.00	0.0010510
332.00	0.0010718
333.00	0.0010400
334.00	0.0010051
335.00	0.0010708
336.00	0.0010264
337.00	0.00093467
338.00	0.00085123
339.00	0.00077822
340.00	0.00074172
341.00	0.00087313
342.00	0.00079074
343.00	0.00090442
344.00	0.00096283
345.00	0.00082985
346.00	0.00078969
347.00	0.00078031
348.00	0.00081733
349.00	0.00064315
350.00	0.00070365
