Wavelength (nm)	E09 abs N
210.00	0.50464
211.00	0.42379
212.00	0.36573
213.00	0.32677
214.00	0.30797
215.00	0.30647
216.00	0.31878
217.00	0.34038
218.00	0.36947
219.00	0.40281
220.00	0.44045
221.00	0.48018
222.00	0.52228
223.00	0.56528
224.00	0.60938
225.00	0.65316
226.00	0.69703
227.00	0.73939
228.00	0.78035
229.00	0.81753
230.00	0.85303
231.00	0.88637
232.00	0.91632
233.00	0.94202
234.00	0.96337
235.00	0.97974
236.00	0.98956
237.00	0.99701
238.00	0.99996
239.00	0.99704
240.00	0.98943
241.00	0.97666
242.00	0.95895
243.00	0.93730
244.00	0.91162
245.00	0.88288
246.00	0.85160
247.00	0.81798
248.00	0.78301
249.00	0.74845
250.00	0.71378
251.00	0.67925
252.00	0.64617
253.00	0.61268
254.00	0.58113
255.00	0.55244
256.00	0.52664
257.00	0.50381
258.00	0.48455
259.00	0.46708
260.00	0.45180
261.00	0.43703
262.00	0.42380
263.00	0.41148
264.00	0.40005
265.00	0.38975
266.00	0.37938
267.00	0.36908
268.00	0.35939
269.00	0.34903
270.00	0.33854
271.00	0.32801
272.00	0.31656
273.00	0.30447
274.00	0.29154
275.00	0.27857
276.00	0.26558
277.00	0.25220
278.00	0.23858
279.00	0.22461
280.00	0.21035
281.00	0.19644
282.00	0.18252
283.00	0.16884
284.00	0.15584
285.00	0.14310
286.00	0.13072
287.00	0.11860
288.00	0.10688
289.00	0.096253
290.00	0.086196
291.00	0.076976
292.00	0.068222
293.00	0.059807
294.00	0.052371
295.00	0.045358
296.00	0.039305
297.00	0.034084
298.00	0.029574
299.00	0.025141
300.00	0.021375
301.00	0.018259
302.00	0.015704
303.00	0.013748
304.00	0.011857
305.00	0.010381
306.00	0.0081779
307.00	0.0058006
308.00	0.0046582
309.00	0.0038919
310.00	0.0036643
311.00	0.0034575
312.00	0.0031113
313.00	0.0027185
314.00	0.0024940
315.00	0.0022841
316.00	0.0023964
317.00	0.0024563
318.00	0.0024016
319.00	0.0021925
320.00	0.0020211
321.00	0.0020017
322.00	0.0018986
323.00	0.0021865
324.00	0.0023958
325.00	0.0020994
326.00	0.0021492
327.00	0.0021421
328.00	0.0017737
329.00	0.0017982
330.00	0.0019975
331.00	0.0021411
332.00	0.0020615
333.00	0.0018013
334.00	0.0016099
335.00	0.0015846
336.00	0.0016504
337.00	0.0015382
338.00	0.0015387
339.00	0.0015338
340.00	0.0014579
341.00	0.0015105
342.00	0.0014083
343.00	0.0014663
344.00	0.0015216
345.00	0.0014986
346.00	0.0014231
347.00	0.0012163
348.00	0.0013110
349.00	0.0012106
350.00	0.0015565
