Wavelength (nm)	N04 abs N
200.00	0.61411
201.00	0.66332
202.00	0.68485
203.00	0.66279
204.00	0.64209
205.00	0.62650
206.00	0.61070
207.00	0.59153
208.00	0.57694
209.00	0.56382
210.00	0.55523
211.00	0.54570
212.00	0.53556
213.00	0.52515
214.00	0.51649
215.00	0.50746
216.00	0.49805
217.00	0.48974
218.00	0.48118
219.00	0.47339
220.00	0.46605
221.00	0.45870
222.00	0.45204
223.00	0.44539
224.00	0.43820
225.00	0.43139
226.00	0.42463
227.00	0.41825
228.00	0.41219
229.00	0.40607
230.00	0.40050
231.00	0.39535
232.00	0.39118
233.00	0.38764
234.00	0.38518
235.00	0.38346
236.00	0.38222
237.00	0.38126
238.00	0.38073
239.00	0.38015
240.00	0.37963
241.00	0.37939
242.00	0.37883
243.00	0.37762
244.00	0.37581
245.00	0.37319
246.00	0.36987
247.00	0.36650
248.00	0.36338
249.00	0.36045
250.00	0.35743
251.00	0.35390
252.00	0.34988
253.00	0.34553
254.00	0.34087
255.00	0.33661
256.00	0.33262
257.00	0.32921
258.00	0.32626
259.00	0.32279
260.00	0.31929
261.00	0.31503
262.00	0.30912
263.00	0.30210
264.00	0.29358
265.00	0.28390
266.00	0.27416
267.00	0.26484
268.00	0.25663
269.00	0.24913
270.00	0.24281
271.00	0.23734
272.00	0.23253
273.00	0.22885
274.00	0.22575
275.00	0.22264
276.00	0.22035
277.00	0.21796
278.00	0.21538
279.00	0.21336
280.00	0.21141
281.00	0.20947
282.00	0.20798
283.00	0.20622
284.00	0.20470
285.00	0.20324
286.00	0.20211
287.00	0.20093
288.00	0.20026
289.00	0.19967
290.00	0.19932
291.00	0.19874
292.00	0.19835
293.00	0.19817
294.00	0.19796
295.00	0.19760
296.00	0.19721
297.00	0.19666
298.00	0.19614
299.00	0.19544
300.00	0.19456
301.00	0.19382
302.00	0.19306
303.00	0.19155
304.00	0.19030
305.00	0.18891
306.00	0.18714
307.00	0.18500
308.00	0.18221
309.00	0.17890
310.00	0.17527
311.00	0.17139
312.00	0.16733
313.00	0.16305
314.00	0.15894
315.00	0.15433
316.00	0.15008
317.00	0.14547
318.00	0.14100
319.00	0.13671
320.00	0.13232
321.00	0.12808
322.00	0.12432
323.00	0.12074
324.00	0.11718
325.00	0.11421
326.00	0.11132
327.00	0.10873
328.00	0.10628
329.00	0.10432
330.00	0.10238
331.00	0.10078
332.00	0.099355
333.00	0.098305
334.00	0.097858
335.00	0.097437
336.00	0.097278
337.00	0.097011
338.00	0.097117
339.00	0.097186
340.00	0.096929
341.00	0.096288
342.00	0.095707
343.00	0.094344
344.00	0.092740
345.00	0.090447
346.00	0.088146
347.00	0.085764
348.00	0.082674
349.00	0.079894
350.00	0.076462
351.00	0.073662
352.00	0.070742
353.00	0.067889
354.00	0.065364
355.00	0.063068
356.00	0.061149
357.00	0.059184
358.00	0.057321
359.00	0.055520
360.00	0.054229
361.00	0.053367
362.00	0.052319
363.00	0.051694
364.00	0.051256
365.00	0.051355
366.00	0.050937
367.00	0.050730
368.00	0.051003
369.00	0.051608
370.00	0.051602
371.00	0.052301
372.00	0.053011
373.00	0.053774
374.00	0.054234
375.00	0.054822
376.00	0.055399
377.00	0.056373
378.00	0.057101
379.00	0.057917
380.00	0.058576
381.00	0.059256
382.00	0.060365
383.00	0.060735
384.00	0.062084
385.00	0.062750
386.00	0.063325
387.00	0.063841
388.00	0.063877
389.00	0.064274
390.00	0.065682
391.00	0.066461
392.00	0.066424
393.00	0.066794
394.00	0.067250
395.00	0.067658
396.00	0.068330
397.00	0.068457
398.00	0.068587
399.00	0.068557
400.00	0.068777
401.00	0.069312
402.00	0.069184
403.00	0.068844
404.00	0.068497
405.00	0.067874
406.00	0.067372
407.00	0.067573
408.00	0.067565
409.00	0.066429
410.00	0.065706
411.00	0.065364
412.00	0.064462
413.00	0.062840
414.00	0.062102
415.00	0.061157
416.00	0.060590
417.00	0.059723
418.00	0.058653
419.00	0.058043
420.00	0.057000
421.00	0.055384
422.00	0.054515
423.00	0.053662
424.00	0.052973
425.00	0.052641
426.00	0.052152
427.00	0.051317
428.00	0.049986
429.00	0.049979
430.00	0.049193
431.00	0.048184
432.00	0.048337
433.00	0.048939
434.00	0.048207
435.00	0.047607
436.00	0.048133
437.00	0.048112
438.00	0.048237
439.00	0.048649
440.00	0.049200
441.00	0.049733
442.00	0.050145
443.00	0.051380
444.00	0.053142
445.00	0.054276
446.00	0.055803
447.00	0.057502
448.00	0.058799
449.00	0.061199
450.00	0.063445
451.00	0.065876
452.00	0.068539
453.00	0.071137
454.00	0.073972
455.00	0.076503
456.00	0.079244
457.00	0.082188
458.00	0.084486
459.00	0.087299
460.00	0.090668
461.00	0.093755
462.00	0.097521
463.00	0.10132
464.00	0.10489
465.00	0.10820
466.00	0.11214
467.00	0.11678
468.00	0.12181
469.00	0.12767
470.00	0.13474
471.00	0.14246
472.00	0.14946
473.00	0.15741
474.00	0.16538
475.00	0.17494
476.00	0.18397
477.00	0.19517
478.00	0.20689
479.00	0.21832
480.00	0.22959
481.00	0.24140
482.00	0.25392
483.00	0.26659
484.00	0.27917
485.00	0.29703
486.00	0.30440
487.00	0.30976
488.00	0.32368
489.00	0.33627
490.00	0.34484
491.00	0.35348
492.00	0.36212
493.00	0.37128
494.00	0.37828
495.00	0.38608
496.00	0.39485
497.00	0.40166
498.00	0.40934
499.00	0.41727
500.00	0.42675
501.00	0.43647
502.00	0.44864
503.00	0.46164
504.00	0.47442
505.00	0.49168
506.00	0.50937
507.00	0.52821
508.00	0.55209
509.00	0.57370
510.00	0.59995
511.00	0.62765
512.00	0.65641
513.00	0.68653
514.00	0.71918
515.00	0.75163
516.00	0.78567
517.00	0.81903
518.00	0.85127
519.00	0.87622
520.00	0.90292
521.00	0.93176
522.00	0.95318
523.00	0.96976
524.00	0.98180
525.00	0.99280
526.00	0.99609
527.00	1.0000
528.00	0.99597
529.00	0.98260
530.00	0.96815
531.00	0.95189
532.00	0.92443
533.00	0.90177
534.00	0.86943
535.00	0.83660
536.00	0.80096
537.00	0.76221
538.00	0.72438
539.00	0.68567
540.00	0.64641
541.00	0.60683
542.00	0.56743
543.00	0.52980
544.00	0.49424
545.00	0.45922
546.00	0.42584
547.00	0.39404
548.00	0.36422
549.00	0.33685
550.00	0.31143
551.00	0.28765
552.00	0.26406
553.00	0.24307
554.00	0.22430
555.00	0.20440
556.00	0.18816
557.00	0.17228
558.00	0.15749
559.00	0.14382
560.00	0.13065
561.00	0.11908
562.00	0.10866
563.00	0.098683
564.00	0.089405
565.00	0.081165
566.00	0.073766
567.00	0.066412
568.00	0.060159
569.00	0.053877
570.00	0.048695
571.00	0.044223
572.00	0.039308
573.00	0.035795
574.00	0.032333
575.00	0.029223
576.00	0.026281
577.00	0.023894
578.00	0.021010
579.00	0.019482
580.00	0.017998
581.00	0.016374
582.00	0.014602
583.00	0.013842
584.00	0.012511
585.00	0.010455
586.00	0.0099919
587.00	0.0099090
588.00	0.0086859
589.00	0.0081791
590.00	0.0076777
591.00	0.0069576
592.00	0.0063404
593.00	0.0054681
594.00	0.0053571
595.00	0.0052076
596.00	0.0048075
597.00	0.0050138
598.00	0.0045649
599.00	0.0043446
600.00	0.0039704
601.00	0.0036661
602.00	0.0032048
603.00	0.0033689
604.00	0.0034534
605.00	0.0033640
606.00	0.0028697
607.00	0.0031409
608.00	0.0032541
609.00	0.0031003
610.00	0.0030327
611.00	0.0024674
612.00	0.0025107
613.00	0.0029152
614.00	0.0027294
615.00	0.0023992
616.00	0.0020007
617.00	0.0026574
618.00	0.0025757
619.00	0.0022947
620.00	0.0023131
621.00	0.0022156
622.00	0.0022665
623.00	0.0019595
624.00	0.0021896
625.00	0.0022562
626.00	0.0021939
627.00	0.0023158
628.00	0.0020044
629.00	0.0019942
630.00	0.0019790
631.00	0.0025816
632.00	0.0027571
633.00	0.0026320
634.00	0.0028231
635.00	0.0028702
636.00	0.0026228
637.00	0.0022557
638.00	0.0023363
639.00	0.0025432
640.00	0.0029119
641.00	0.0019368
642.00	0.0021333
643.00	0.0021523
644.00	0.0023212
645.00	0.0019400
646.00	0.0019232
647.00	0.0019281
648.00	0.0018285
649.00	0.0014392
650.00	0.0013081
651.00	0.0018198
652.00	0.0015540
653.00	0.0017667
654.00	0.0015022
655.00	0.0016497
656.00	0.0020774
657.00	0.0024029
658.00	0.0022226
659.00	0.0019909
660.00	0.0021246
661.00	0.0021582
662.00	0.0019855
663.00	0.0018864
664.00	0.0013699
665.00	0.0015875
666.00	0.0013693
667.00	0.0015875
668.00	0.0016660
669.00	0.0018799
670.00	0.0020039
671.00	0.0019736
672.00	0.0014776
673.00	0.0015924
674.00	0.0019324
675.00	0.0014911
676.00	0.0014560
677.00	0.0014641
678.00	0.00088039
679.00	0.0011598
680.00	0.0011950
681.00	0.0012935
682.00	0.0015312
683.00	0.0015334
684.00	0.0016476
685.00	0.0010282
686.00	0.0011684
687.00	0.0014051
688.00	0.0013953
689.00	0.0015827
690.00	0.0014348
691.00	0.0012849
692.00	0.0010260
693.00	0.0012843
694.00	0.0016498
695.00	0.0015837
696.00	0.0014495
697.00	0.00096703
698.00	0.0010493
699.00	0.0014771
700.00	0.00091667
